EnemyWeak#0,"""不要看對手弱小就大意了<br>別鬆懈！"""
TacticsMassedAttack#9,"""集中して狙いましょうか"""
TacticsAttack#9,"""私に狙われる価値が<br>あるとも思えませんが……"""
Avoid#7,"""無駄ですよ"""
HealSelf#7,"""惜しかったですね"""
BuffSelf#7,"""戦闘準備は抜かりなく"""
HealOther#7,"""大丈夫ですか？"""
BuffOther#7,"""油断しないでください"""
QuestStart1#7,"""参りましょう"""
QuestStart2#7,"""<%me>様<br>よろしくお願いします"""
QuestEnd1#7,"""状況完了ですね"""
QuestEnd2#7,"""流石、と言わせてください"""
IncidentStart#9,"""突発事象ですか<br>よくあることですね"""
IncidentSuccess#9,"""つつがなく"""
IncidentFailure#9,"""申し訳ありません"""
PSE#9,"""フォトンが励起していますね"""
PSELevelUp#9,"""フォトンがさらに活性化、ですか"""
PSEBurst#9,"""これは……<br>すごい効果ですね"""
HP30#9,"""大した痛みではありません"""
HP10#9,"""……まだ私は生きています"""
ItemRare#9,"""おめでとうございます"""
DamageSmall#9,"""つっ"""
DamageMiddle#9,"""ううっ"""
DamageLarge#9,"""痛っ"""
Trap#9,"""罠とは古風な……"""
ThankTrapRescue#9,"""感謝します"""
TrapRescueOther#7,"""無事ですか？"""
MemberDamaged#7,"""生きていますか？"""
MemberDead#9,"""……許せませんね、絶対に"""
AbilityExe#7,"""/toge 身体が軽いですね"""
AbilitySpecial#7,"""/toge お任せください"""
Resurrect#7,"""……まだ、早いみたい"""
PartyJoin#7,"""/ci1 1 よろしくお願いします"""
Marvelous#7,"""お見事です"""
EnemyWeak#8,"""這點程度我一個人也行<br>說不定還滿輕鬆的喔！"""
EnemyLarge#8,"""好大喔─"""
EnemyBoss#8,"""好、好像很強耶<br>得繃緊神經才行"""
EnemyRare#8,"""啊，您看<br>有稀奇的物種耶！"""
EnemyBoost#8,"""......有種討厭的魄力呢"""
DestroyEnemy1#8,"""成功了！"""
DestroyEnemy2#8,"""一切順利！"""
DestroyEnemy3#8,"""繼續前進吧！"""
CondFreeze#8,"""我很怕冷的"""
CondBurn#8,"""迴路要燒斷了啦！"""
CondShock#8,"""我、我要短路了～～～"""
CondPoison#8,"""活體部分遭到干涉......<br>這就是中毒嗎？"""
CondPanic#8,"""眼、眼前轉個不停......！"""
CondStan#8,"""身體不能動了！"""
CondMirage#8,"""視覺皮層發生障礙？"""
Die#10,"""不應該是這樣的啊......"""
ThankHeal#10,"""感謝您！"""
ThankBuff#8,"""感謝感謝！"""
ThankCure#8,"""勞您費心了！"""
DefeatEnemy#8,"""好像結束了呢"""
LevelUp#8,"""恭喜您！"""
InvokeSkill1#8,"""我要狙擊囉！"""
InvokeSkill2#6,"""我要射擊囉！"""
InvokeSkill3#4,"""我要給你好看！"""
PBFull#8,"""差不多<br>想來打個大的了呢！"""
PBRelease#8,"""好，我要上了！"""
TacticsFree#10,"""我會自己判斷，好好加油的！"""
TacticsGuard#10,"""我會以防禦為主，好好加油的！"""
TacticsMassedAttack#10,"""大家一口氣進攻吧！"""
TacticsAttack#10,"""喂─，來打我啊！<br>請攻擊我吧─！"""
Avoid#8,"""唉呦喂呀！"""
HealSelf#8,"""我精神都來了！"""
BuffSelf#8,"""要做好準備！"""
HealOther#8,"""還好吧！<br>傷治好了嗎！"""
BuffOther#8,"""不要大意，小心進攻吧！"""
QuestStart1#8,"""走吧！"""
QuestStart2#8,"""請您多指教囉<br><%me>！"""
QuestEnd1#8,"""一切都相當順利！"""
QuestEnd2#8,"""我......好感動！"""
IncidentStart#10,"""要、要發生什麼事了！？"""
IncidentSuccess#10,"""成功了！<br>總算是應付過去了！"""
IncidentFailure#10,"""失敗了呢......"""
PSE#10,"""開始囉！"""
PSELevelUp#10,"""希望能再繼續提升一點！"""
PSEBurst#10,"""成功了！<br>這個很厲害喔！"""
HP30#10,"""我還能再打！"""
HP10#10,"""......實在不能再打了"""
ItemRare#10,"""啊，是好東西耶！"""
DamageSmall#10,"""啊！"""
DamageMiddle#10,"""嗚嗚！"""
DamageLarge#10,"""好痛！"""
Trap#10,"""唉呀......<br>不小心中陷阱了......"""
ThankTrapRescue#10,"""謝謝您的大恩大德！"""
TrapRescueOther#8,"""還好吧！"""
MemberDamaged#8,"""有沒有受傷！"""
MemberDead#10,"""......我生氣了！"""
AbilityExe#8,"""/toge 現在的我似乎什麼都辦得到<br>我有這種感覺！"""
AbilitySpecial#8,"""/toge 交給我吧！"""
Resurrect#8,"""我會更努力的！"""
PartyJoin#8,"""/ci1 1 我會努力的！"""
Marvelous#8,"""真厲害！"""
IncidentJsApcBegin#6,"""/mn6 /ci2 2 不、不好意思。<br>這裡敵人太多了。<br>可以請您幫幫忙嗎！"""
IncidentJsApcFailure#6,"""/mn7 對不起......我無法再戰了。<br>請讓我撤退。<br>真的很對不起......"""
IncidentJsApcSuccess#6,"""/mn15 /ci2 1 成功了！\u3000我們成功了呢！<br>謝謝您！<br>真的幫了我一個大忙！"""
IncidentJsApcBeginEvo#4,"""/mn2 /ci2 2 哇哇，好強烈的反應！<br>看來會有很大隻的敵人<br>跑出來喔！"""
IncidentJsMultiApcBegin#2,"""/ci2 2 /mn15 <%me>！<br>只要有您跟亞方先生在<br>似乎就有辦法解決！"""
IncidentJsMultiApcSuccess#2,"""/ci2 1 /mn6 總是給兩位<br>帶來麻煩，真是抱歉，<br>非常謝謝兩位的幫助"""
EnemyWeak#9,"""これなら私だけでも<br>余裕かもですね！"""
EnemyLarge#9,"""おっきいですねー"""
EnemyBoss#9,"""と、とっても強そうですね<br>気を引き締めないと"""
EnemyRare#9,"""あ、見てください<br>珍しい種がいますよ！"""
EnemyBoost#9,"""……嫌な迫力がありますね"""
DestroyEnemy1#9,"""やりましたっ！"""
DestroyEnemy2#9,"""上手くいきましたっ！"""
DestroyEnemy3#9,"""次、行きましょう！"""
CondFreeze#9,"""寒いの苦手なんですよぉ"""
CondBurn#9,"""回路が焼き切れちゃいます！"""
CondShock#9,"""ショ、ショートしちゃうううう"""
CondPoison#9,"""生体部分に干渉……<br>これが毒、ですか？"""
CondPanic#9,"""し、視界がぐるぐる……！"""
CondStan#9,"""身体が、動かないです！"""
CondMirage#9,"""視覚野に障害？"""
Die#11,"""こんなはずじゃあ……"""
ThankHeal#11,"""ありがとうです！"""
ThankBuff#9,"""感謝感謝です！"""
ThankCure#9,"""お手数をおかけしましたっ！"""
DefeatEnemy#9,"""終わったようですね"""
LevelUp#9,"""おめでとうございます！"""
InvokeSkill1#9,"""狙いますよー！"""
InvokeSkill2#7,"""撃っちゃいますよー！"""
InvokeSkill3#5,"""ガツンと決めますよー！"""
PBFull#9,"""そろそろおっきいの<br>いきたくなってきましたよ！"""
PBRelease#9,"""よーし、いっきまっすよー！"""
TacticsFree#11,"""自分の判断でがんばります！"""
TacticsGuard#11,"""守りを主軸にがんばります！"""
TacticsMassedAttack#11,"""みんなで一気に攻めましょう！"""
TacticsAttack#11,"""おーい、私を狙ってー！<br>私を狙ってくださーい！"""
Avoid#9,"""おっとっと！"""
HealSelf#9,"""元気百倍です！"""
BuffSelf#9,"""準備はきっちり、です！"""
HealOther#9,"""大丈夫ですか！<br>怪我、治りましたか！"""
BuffOther#9,"""油断せずにいきましょう！"""
QuestStart1#9,"""行きましょう！"""
QuestStart2#9,"""よろしくお願いしますね<br><%me>さん！"""
QuestEnd1#9,"""順調順調、です！"""
QuestEnd2#9,"""わたし……感動です！"""
IncidentStart#11,"""な、何が起こるんでしょう！？"""
IncidentSuccess#11,"""やりました！<br>なんとかなりましたよ！"""
IncidentFailure#11,"""失敗しましたねえ……"""
PSE#11,"""始まりましたよー！"""
PSELevelUp#11,"""もっともっと続けたいです！"""
PSEBurst#11,"""やりましたっ！<br>これ、すごいんですよー！"""
HP30#11,"""まだまだ行けます！"""
HP10#11,"""……さすがにこれ以上は"""
ItemRare#11,"""あ、いいものですね！"""
DamageSmall#11,"""あっ"""
DamageMiddle#11,"""ううっ"""
DamageLarge#11,"""あいたっ！"""
Trap#11,"""あちゃあ……<br>罠にひっかかっちゃいました……"""
ThankTrapRescue#11,"""ありがとうございますです！"""
TrapRescueOther#9,"""大丈夫ですか！"""
MemberDamaged#9,"""お怪我は！"""
MemberDead#11,"""……私、怒りましたよ！"""
AbilityExe#9,"""/toge なんでもできちゃいそうな<br>そんな気がしますよー！"""
AbilitySpecial#9,"""/toge 任せてくださいー！"""
Resurrect#9,"""まだまだ頑張ります！"""
PartyJoin#9,"""/ci1 1 頑張りますよー！"""
Marvelous#9,"""さすがです！"""
IncidentJsApcBegin#7,"""/mn6 /ci2 2 す、すみません。<br>ここ、敵さんがいっぱいなんです。<br>手伝ってもらえませんか！"""
IncidentJsApcFailure#7,"""/mn7 すみません……継戦不可です。<br>撤退させてもらいます。<br>ごめんなさい……"""
IncidentJsApcSuccess#7,"""/mn15 /ci2 1 やったぁ！\u3000やりましたねっ！<br>ありがとうございました！<br>本当に助かりましたっ！"""
IncidentJsApcBeginEvo#5,"""/mn2 /ci2 2 うわわっ、すっごい反応です！<br>これはおっきな敵さんが<br>出てきそうですよ！"""
IncidentJsMultiApcBegin#3,"""/ci2 2 /mn15 <%me>さん！<br>あなたとアフィンさんがいるなら<br>なんとかなりそうな気がします！"""
IncidentJsMultiApcSuccess#3,"""/ci2 1 /mn6 お二人とも、いつもいつも<br>ご迷惑をおかけしてすみません、<br>本当にありがとうございます"""
EnemyWeak#10,"""反應異常地微弱啊"""
EnemyLarge#10,"""真是大到讓人目瞪口呆啊"""
EnemyBoss#10,"""原來如此，不只體型大<br>還滿有魄力的嘛"""
EnemyRare#10,"""哦，好稀奇的物種啊<br>讓我稍微觀察一下吧"""
EnemyBoost#10,"""......情況不妙<br>那傢伙發狂了"""
DestroyEnemy1#10,"""差不多就是這樣吧"""
DestroyEnemy2#10,"""唔，如何？"""
DestroyEnemy3#10,"""我也滿有一手的吧？"""
CondFreeze#10,"""凍結嗎......還滿行的嘛"""
CondBurn#10,"""哎，總比泡在岩漿裡<br>要好多了吧？"""
CondShock#10,"""原來如此，這就是觸電啊"""
CondPoison#10,"""唔......中毒果然<br>感覺不好受啊"""
CondPanic#10,"""眼前的景色變得真有意思......"""
CondStan#10,"""身體不聽使喚了？<br>原來如此，真是棘手"""
CondMirage#10,"""視覺遭到干涉了嗎......"""
Die#12,"""超乎......我的想像......"""
ThankHeal#12,"""謝謝囉"""
ThankBuff#10,"""真貼心"""
ThankCure#10,"""感覺真暢快"""
DefeatEnemy#10,"""嗯，差不多就是這樣了吧"""
LevelUp#10,"""真是件好事"""
InvokeSkill1#10,"""我不喜歡無益之舉"""
InvokeSkill2#8,"""一口氣決勝負吧"""
InvokeSkill3#6,"""不會讓你逃走的"""
TechIce#4,"""我有練過一點"""
TechDark#2,"""妨礙是我的拿手好戲"""
PBFull#10,"""我有時候也會受到激情所驅使"""
PBRelease#10,"""好了，做好覺悟吧"""
TacticsFree#12,"""我要隨自己的意思打了"""
TacticsGuard#12,"""稍為鞏固一下防禦好了"""
TacticsMassedAttack#12,"""集中攻擊對手<br>應該比較有效率吧"""
TacticsAttack#12,"""怎麼了，你們這些烏合之眾<br>來找我下手啊"""
Avoid#10,"""呵！"""
HealSelf#10,"""我還有想研究的部分"""
BuffSelf#10,"""實力不足，就從弱點下手<br>彌補敵我的差距吧"""
HealOther#10,"""可別勉強自己喔"""
BuffOther#10,"""我會支援你的<br>好好加油吧"""
QuestStart1#10,"""來，我們走吧"""
QuestStart2#10,"""<%me><br>這次也要拜託你囉"""
QuestEnd1#10,"""似乎很順利呢"""
QuestEnd2#10,"""找你幫忙果然是<br>正確的"""
IncidentStart#12,"""唔，好像要發生什麼事了"""
IncidentSuccess#12,"""成功了啊"""
IncidentFailure#12,"""人有失手，馬有亂蹄"""
PSE#12,"""PSE開始了嗎......"""
PSELevelUp#12,"""PSE還會再繼續下去<br>再多引發一些激發狀態吧"""
PSEBurst#12,"""竟然能激發到這種程度<br>真是精彩"""
HP30#12,"""我的研究欲望<br>可不會被這點小事阻止"""
HP10#12,"""不會吧......"""
ItemRare#12,"""我沒有興趣<br>不過，那個應該很貴重吧？"""
DamageSmall#12,"""嘖！"""
DamageMiddle#12,"""嗚！"""
DamageLarge#12,"""......啊嗚！"""
Trap#12,"""原來如此，這就是陷阱啊"""
ThankTrapRescue#12,"""得救了"""
TrapRescueOther#10,"""還好嗎？"""
MemberDamaged#10,"""千萬別勉強自己"""
MemberDead#12,"""真是無可饒恕......！"""
AbilityExe#10,"""/toge 思緒似乎越來越清楚了"""
AbilitySpecial#10,"""/toge 交給我吧"""
Resurrect#10,"""我這人就是不容易死心"""
PartyJoin#10,"""/ci1 1 那就拜託你囉"""
Marvelous#10,"""真讓人讚嘆"""
IncidentJsApcBegin#8,"""/ci4 5 啊啊，是你啊<br>如果你方便，可以幫我一下嗎？<br>數量這麼多，有點麻煩。"""
IncidentJsApcFailure#8,"""抱歉，我要撤退了。<br>畢竟就算在這裡硬撐<br>也得不到什麼好處。"""
IncidentJsApcSuccess#8,"""/ci2 1 好，這樣就搞定了。<br>也收集到不錯的資料了，謝啦。"""
IncidentJsApcBeginEvo#6,"""/ci4 5 嗯…這個反應，是新面孔嗎。<br>嘛，小心點前進吧。"""
IncidentJsMultiApcBegin#4,"""/ci4 2 啊啊，是你啊<br>來得正好，可以幫我一點忙嗎？<br>我的助手太不可靠了"""
IncidentJsMultiApcSuccess#4,"""/ci1 1 唔，大概就這樣了吧<br>我果然沒看錯人<br>謝謝，幫了我一個大忙"""
EnemyWeak#11,"""やけに微弱な反応だな"""
EnemyLarge#11,"""その巨大さには目を見張るね"""
EnemyBoss#11,"""なるほど、身の丈に見合った<br>迫力をしているな"""
EnemyRare#11,"""ほう、珍しい種がいるな<br>少し観察させてもらおうか"""
EnemyBoost#11,"""……まずいな<br>あれは狂化しているぞ"""
DestroyEnemy1#11,"""こんなものかな"""
DestroyEnemy2#11,"""ふむ、どうかな"""
DestroyEnemy3#11,"""私もそれなりにやるだろう？"""
CondFreeze#11,"""凍結か……味な真似をする"""
CondBurn#11,"""まあ、マグマにつかるよりは<br>ましといったところか？"""
CondShock#11,"""なるほど、これが感電か"""
CondPoison#11,"""ふむ……毒とはやはり<br>気持ちの悪いものだな"""
CondPanic#11,"""愉快な視界だな……"""
CondStan#11,"""身体の自由がきかない？<br>なるほど、厄介だな"""
CondMirage#11,"""視覚に干渉か……"""
Die#13,"""予想……以上だ……"""
ThankHeal#13,"""感謝するよ"""
ThankBuff#11,"""気がきくね"""
ThankCure#11,"""気分爽快といったところかな"""
DefeatEnemy#11,"""さて、こんなものかな"""
LevelUp#11,"""喜ばしいことだね"""
InvokeSkill1#11,"""無駄は嫌いでね"""
InvokeSkill2#9,"""一気に決めるとしよう"""
InvokeSkill3#7,"""逃さないよ"""
TechIce#5,"""一応、たしなむ程度にはね"""
TechDark#3,"""妨害は得意なのさ"""
PBFull#11,"""私とて、激情に駆られるときもある"""
PBRelease#11,"""さあ、覚悟を決めたまえ"""
TacticsFree#13,"""自由にやらせてもらうよ"""
TacticsGuard#13,"""少し守りを固めるかな"""
TacticsMassedAttack#13,"""集中的に狙った方が<br>効率が良いだろうね"""
TacticsAttack#13,"""そらそらどうした烏合の衆<br>こちらを狙ってきたまえ"""
Avoid#11,"""ふっ"""
HealSelf#11,"""まだ研究したいことがあるんでね"""
BuffSelf#11,"""足りない実力は搦め手で<br>フォローといこうかな"""
HealOther#11,"""無茶はしないでくれたまえ"""
BuffOther#11,"""援護はするよ<br>頑張ってくれたまえ"""
QuestStart1#11,"""さあ、行こうか"""
QuestStart2#11,"""<%me>くん<br>今回もよろしく頼むよ"""
QuestEnd1#11,"""うまくいったようだね"""
QuestEnd2#11,"""やはり、キミを頼って<br>正解だったようだ"""
IncidentStart#13,"""ふむ、何か起こるな"""
IncidentSuccess#13,"""うまくいったな"""
IncidentFailure#13,"""失敗は万事につきものさ"""
PSE#13,"""ＰＳＥが始まったか……"""
PSELevelUp#13,"""まだまだＰＳＥは続くぞ<br>さらなる励起を狙え"""
PSEBurst#13,"""ここまで励起させるか<br>見事だね"""
HP30#13,"""私の研究意欲は<br>この程度では止まらないよ"""
HP10#13,"""嘘だろう……"""
ItemRare#13,"""私は興味ないが<br>それ、貴重なものなのだろう？"""
DamageSmall#13,"""ちっ"""
DamageMiddle#13,"""ぐっ"""
DamageLarge#13,"""うあっ！"""
Trap#13,"""なるほど、これが罠か"""
ThankTrapRescue#13,"""助かったよ"""
TrapRescueOther#11,"""無事かい？"""
MemberDamaged#11,"""無理は禁物だよ"""
MemberDead#13,"""許しがたいな、まったく……！"""
AbilityExe#11,"""/toge 頭が冴えてきたようだ"""
AbilitySpecial#11,"""/toge 任せたまえ"""
Resurrect#11,"""諦めは悪くてね"""
PartyJoin#11,"""/ci1 1 よろしく頼むよ"""
Marvelous#11,"""惚れ惚れするね"""
IncidentJsApcBegin#9,"""/ci4 5 ああ、キミか。<br>よければ手伝ってくれないかな？<br>何分数が多くて面倒でね。"""
IncidentJsApcFailure#9,"""すまないが、撤退させてもらうよ。<br>こんなところで無理をしても<br>何の得にもならないだろうからね。"""
IncidentJsApcSuccess#9,"""/ci2 1 よし、これで終わりだな。<br>いいデータも取れた、感謝するよ。"""
IncidentJsApcBeginEvo#7,"""/ci4 5 ふむ……この反応は、新手か。<br>まあ、気をつけていこうじゃないか。"""
IncidentJsMultiApcBegin#5,"""/ci4 2 ああ、キミか<br>丁度良い、手伝ってくれないかな？<br>助手が頼りにならないものでね"""
IncidentJsMultiApcSuccess#5,"""/ci1 1 ふむ、こんなところか<br>やはり私の見込みに違いはなかった<br>ありがとう、助かったよ"""
EnemyWeak#12,"""啊，這敵人沒甚麼大不了的"""
EnemyLarge#12,"""敵人大就表示強<br>這是自古以來不變的真理......"""
EnemyBoss#12,"""不行不行不行不行<br>這種對手，我應付不來啦！"""
EnemyRare#12,"""哦，好難得喔<br>那種敵人竟然會出現在這裡"""
EnemyBoost#12,"""......糟、糟糕了！<br>那個敵人發狂了！"""
DestroyEnemy1#12,"""咦？"""
DestroyEnemy2#12,"""好、好像打贏了？"""
DestroyEnemy3#12,"""真不敢相信......"""
CondFreeze#12,"""結、結凍了！？<br>救命啊！"""
CondBurn#12,"""燒、燒起來了燒起來了！"""
