CorrectionAssignMapTitle#0,"""操作設定の修復"""
Config_Reb_134_Hint_Streamer#0,"""他プレイヤーが設定している<br>オンラインステータスのフリーメッセージを<br>表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_135_Hint_Streamer#0,"""他プレイヤーのウィスパーチャットを<br>表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_136_Hint_Streamer#0,"""他プレイヤーのグループチャットを<br>表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_016_Hint_Streamer#0,"""パーティーに招待された時に、<br>新着通知のウィンドウを表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_017_Hint_Streamer#0,"""フレンド登録を申し込まれた時に、<br>新着通知のウィンドウを表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_018_Hint_Streamer#0,"""チームにスカウトされた時に、<br>新着通知のウィンドウを表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_021_Hint_Streamer#0,"""プレミアムセットの<br>有効期限が切れる７日より前に、<br>ログイン時にその旨を通知するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_025_Hint_Streamer#0,"""自分がログインした時に、<br>フレンドにログインコールを送るかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_130_Hint_Streamer#0,"""グループチャットに招待された時に、<br>参加選択ウィンドウを表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_053b_Hint_Streamer#0,"""チームチャットのフキダシを<br>表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_073_Hint_Streamer#0,"""他プレイヤーのグループチャットを<br>表示するかを設定します。<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_Streamer_Title#0,"""ストリーマーモード"""
Config_Reb_Streamer_Name#0,"""ストリーマーモード"""
Config_Reb_Streamer_Select0#0,"""使用する"""
Config_Reb_Streamer_Select1#0,"""使用しない"""
Config_Reb_Streamer_Hint#0,"""ストリーマーモードは、<br>個人情報を保護するため、画面を共有する際に<br>チャットなどを非表示にする機能です。<br><br>ストリーマーモード中は<br>一部のオプション設定が自動で変更されます。<br>変更された項目はオプションから確認できます。"""
Config_Reb_152_Name#0,"""チャットの自動返信"""
Config_Reb_152_Hint#0,"""<yellow>ウィスパーチャット<c>の表示に関連する項目を、<br>“表示しない”に設定している時に、<br>相手にウィスパーチャットを利用できない旨を、<br>自動的に伝えるかを設定します。<br><br><yellow>定型文1：【自動返信】ウィスパーチャットが利用できない状態です。<br>定型文2：【自動返信】ストリーマーモード中のため、ウィスパーチャットが利用できません。<c>"""
Config_Reb_152_Select_0#0,"""使用しない"""
Config_Reb_152_Select_1#0,"""定型文1"""
Config_Reb_152_Select_2#0,"""定型文2"""
StreamerText#0,"""$(0)<br><br><yellow>ストリーマーモード中は設定を変更できません。<c>"""
Config_Reb_154_Name#0,"""アンビエントオクルージョン：キャラクター"""
Config_Reb_154_Hint#0,"""キャラクターの周囲に新たな陰影を追加する機能の<br>ON/OFFを切り替えます。<br><br>OFFにすると処理がやや軽くなります。"""
Config_Reb_155_Name#0,"""HDR設定"""
Config_Reb_155_Hint#0,"""HDR(ハイダイナミックレンジ)を<br>有効にするかを設定します。<br><br>HDR対応モニターに接続し、PC等の機器の設定で<br>HDRの機能を有効にしておく必要があります。<br>機器設定後、ゲームの再起動が必要になります。<br><br><yellow>※HDR設定有効時のスクリーンショットや<br>\u3000キャプチャ映像は、実際のゲーム画面とは<br>\u3000異なる見た目になる場合があります。<c>"""
Config_Reb_156_Name#0,"""HDR設定：標準白レベル"""
Config_Reb_156_Hint#0,"""HDR設定有効時の、<br>画面の明るさを調整します。<br><br>画面に表示されるマークが、<br>わずかに見える程度に調整してください。"""
Config_Reb_157_Name#0,"""HDR設定：最大輝度レベル"""
Config_Reb_157_Hint#0,"""HDR設定有効時の、<br>画面の明るい部分の見え方を調整します。<br><br>画面に表示されるマークが、<br>わずかに見える程度に調整してください。"""
Config_Reb_158_Name#0,"""HDR設定：彩度調整"""
Config_Reb_158_Hint#0,"""HDR設定有効時の、<br>色の鮮やかさを調整します。"""
Config_Reb_159_Name#0,"""キャラクターのモーション補正"""
Config_Reb_159_Hint#0,"""プレイヤーとパーティーキャラクターの<br>動きを自然に見せる機能の<br>ON/OFFを切り替えます。<br><br>キャラクターの動きが不自然なときに、<br>OFFにすることで改善する場合があります。"""
Config_Reb_161_Name#0,"""シンボルアートの表示：マイショップ"""
Config_Reb_161_Hint#0,"""マイショップで、<br>シンボルアートを表示するかを選択します。<br><br><yellow>※“表示しない”を選ぶと、<br>\u3000他のプレイヤーのマイショップに設定されている<br>\u3000シンボルアートが表示されなくなります。<c>"""
Config_Reb_162_Name#0,"""簡易モデルの表示形式"""
Config_Reb_162_Hint#0,"""キャラクターが詳細に描写できない時の<br>表示タイプを設定します。<br><br>【モデル1】シルエット状のモデルで表示します。<br>【モデル2】白色のモデルで表示します。<br>【モデル3】半透明のモデルで表示します。<br><br><yellow>※“モデル3”は、処理がやや重くなります。<c>"""
Config_Reb_162_Select_0#0,"""モデル1"""
Config_Reb_162_Select_1#0,"""モデル2"""
Config_Reb_162_Select_2#0,"""モデル3"""
Config_Reb_163_Name#0,"""拡大鏡モードの使用"""
Config_Reb_163_Hint#0,"""拡大鏡モードを使用するかを設定します。<br><br><yellow>※“使用する”を選ぶと、<c><swguidetype ShiftTrigger><yellow>＋<c><swguidetype EscMenu><yellow>で<br>\u3000拡大鏡モードを使用できます。<c>"""
Config_Reb_164_Name#0,"""通知メッセージの表示件数"""
Config_Reb_164_Hint#0,"""タスク目標達成時などに、<br>画面下部に表示される通知メッセージを、<br>最大何件まで同時に表示するかを設定します。"""
Config_Reb_164_Select_0#0,"""3件"""
Config_Reb_164_Select_1#0,"""1件"""
Config_Reb_165_Name#0,"""エネミーのダメージ表示：プレイヤーキャラクター"""
Config_Reb_165_Hint#0,"""プレイヤーキャラクターが、<br>エネミーにダメージを与えたときに<br>表示される数字のサイズを設定します。"""
Config_Reb_165_Select_0#0,"""標準"""
Config_Reb_165_Select_1#0,"""小"""
Config_Reb_165_Select_2#0,"""極小"""
Config_Reb_165_Select_3#0,"""表示しない"""
Config_Reb_166_Name#0,"""エネミーのダメージ表示：パーティーメンバー"""
Config_Reb_166_Hint#0,"""パーティーメンバーが、<br>エネミーにダメージを与えたときに<br>表示される数字のサイズを設定します。"""
Config_Reb_167_Name#0,"""エネミーのダメージ表示：その他のキャラクター"""
Config_Reb_167_Hint#0,"""その他のキャラクターが、<br>エネミーにダメージを与えたときに<br>表示される数字のサイズを設定します。"""
Config_Reb_168_Name#0,"""受けるダメージや回復の表示：プレイヤーキャラクター"""
Config_Reb_168_Hint#0,"""プレイヤーキャラクターが、<br>エネミーからダメージを受けたり、<br>回復するなどしたときに<br>表示される数字のサイズを設定します。"""
Config_Reb_169_Name#0,"""受けるダメージや回復の表示：パーティーメンバー"""
Config_Reb_169_Hint#0,"""パーティーメンバーが、<br>エネミーからダメージを受けたり、<br>回復するなどしたときに<br>表示される数字のサイズを設定します。"""
Config_Reb_170_Name#0,"""受けるダメージや回復の表示：その他のキャラクター"""
Config_Reb_170_Hint#0,"""その他のキャラクターが、<br>エネミーからダメージを受けたり、<br>回復するなどしたときに<br>表示される数字のサイズを設定します。"""
Config_Reb_171_Name#0,"""クリティカル時のダメージ強調表示"""
Config_Reb_171_Hint#0,"""プレイヤーキャラクターの攻撃で、<br>クリティカルが発生した時の数字を、<br>強調表示するかを設定します。<br><br>【強調表示1】<br>数字が拡大されます。<br><br>【強調表示2】<br>数字が拡大され、エフェクトが追加されます。"""
Config_Reb_171_Select_0#0,"""使用しない"""
Config_Reb_171_Select_1#0,"""強調表示1"""
Config_Reb_171_Select_2#0,"""強調表示2"""
Config_Reb_172_Name#0,"""ログインコールの表示"""
Config_Reb_172_Hint#0,"""自分の画面上に、<br>ログインコールを表示するかを設定します。<br><br><yellow>※“表示しない”を選択すると、<br>\u3000すべてのログインコールが表示されなくなります。<c><br><br><yellow>※ログインコールは、“フレンドリスト”から<br>\u3000相手を選び、“コミュニケーション”の項目で、<br>\u3000“受け取る”を選択することで利用できます。<c>"""
Config_Reb_172_Select_0#0,"""表示しない"""
Config_Reb_172_Select_1#0,"""表示する"""
Config_Reb_173_Name#0,"""ロックオン対象の自動切り替え"""
Config_Reb_173_Hint#0,"""ロックオン中に、<br>対象エネミーを倒したときなどに、<br>自動的に次の目標をロックオンする機能を<br>使用するかを選択します。<br><br><yellow>※次にロックオンする目標の優先度は、<br>\u3000“ロックオンの優先対象”の設定で変更できます。<c>"""
Config_Reb_173_Select_0#0,"""使用しない"""
Config_Reb_173_Select_1#0,"""使用する"""
Config_Reb_174_Name#0,"""他プレイヤーのポータブルホログラム表示"""
Config_Reb_174_Hint#0,"""他プレイヤーが設置したポータブルホログラムを<br>表示するかを設定します。<br><br><yellow>※“表示する”を選んだ場合、<br>\u3000同じ“グラフィック”の項目のなかにある<br>\u3000“詳細に描写するキャラクター表示数”の設定に<br>\u3000準じてホログラムの表示数が変動します。<br><br><yellow>※非表示の設定から、表示する設定に変更した場合、<br>\u3000セクション移動を行うことで、他プレイヤーが<br>\u3000設置したホログラムが表示されるようになります。<c>"""
Config_Reb_174_Select_0#0,"""すべての場所で表示する"""
Config_Reb_174_Select_1#0,"""戦闘セクションでは表示しない"""
Config_Reb_174_Select_2#0,"""戦闘・探索セクションでは表示しない"""
Config_Reb_174_Select_3#0,"""表示しない"""
Config_Reb_175_Name#0,"""他キャラクターとエネミーの描画更新頻度低減"""
Config_Reb_175_Hint#0,"""離れた場所にいる他キャラクターやエネミーの<br>描画更新頻度を減らす機能を<br>使用するかを設定します。<br><br><yellow>※“使用する”を選ぶと、<br>\u3000処理がやや軽くなります。<c>"""
Config_Reb_175_Select_0#0,"""使用しない"""
Config_Reb_175_Select_1#0,"""使用する"""
Config_Reb_176_Name#0,"""他プレイヤーの高解像度表示"""
Config_Reb_176_Hint#0,"""一定範囲内の他プレイヤーの表示を、<br>同じ“グラフィック”の項目のなかにある<br>“テクスチャ解像度”の設定に<br>準じた解像度にするかを設定します。<br><br><yellow>※ご利用の環境に応じて、高解像度で表示される<br>\u3000他プレイヤーの数は変動します。<br><br><yellow>※“使用する”を選ぶと<br>\u3000処理がやや重くなります。<c>"""
Config_Reb_176_Select_0#0,"""使用しない"""
Config_Reb_176_Select_1#0,"""使用する"""
Config_Reb_177_Name#0,"""キャラクターのトゥーン表示"""
Config_Reb_177_Hint#0,"""キャラクターやコスチュームなどの表示を、<br>トゥーン（アニメ）調で描写するかを設定します。<br><br><yellow>※“使用する”を選ぶと<br>\u3000処理がやや重くなります。<c>"""
Config_Reb_177_Select_0#0,"""使用しない"""
Config_Reb_177_Select_1#0,"""使用する"""
Config_Reb_178_Name#0,"""キャラクターのトゥーン表示：輪郭の強調"""
Config_Reb_178_Hint#0,"""トゥーン表示にしたキャラクターの<br>輪郭をどの程度強調するかを設定します。<br><br><yellow>※数値を下げると処理がやや軽くなります。<c>"""
Config_Reb_179_Name#0,"""キャラクターのトゥーン表示：影の濃度"""
Config_Reb_179_Hint#0,"""トゥーン表示にしたキャラクターの<br>影の濃さを設定します。"""
Config_CollaboMode_Title#0,"""イベント応募関連の表示設定"""
Config_CollaboMode_Name#0,"""イベント応募対象アイテムの確認表示"""
Config_CollaboMode_Select0#0,"""表示しない"""
Config_CollaboMode_Select1#0,"""表示する"""
Config_Reb_Title_Lockon#0,"""<white>ロックオン設定<c>"""
Config_Reb_Title_Action#0,"""<white>アクション設定<c>"""
Config_Reb_Title_Hud#0,"""<white>プレイヤー/エネミー表示設定<c>"""
Config_Reb_Title_Drop#0,"""<white>ドロップ設定<c>"""
Config_Reb_Title_Menu#0,"""<white>その他<c>"""
Config_Reb_Title_Party#0,"""<white>パーティー設定<c>"""
Config_Reb_Title_Notice#0,"""<white>通知設定<c>"""
Config_Reb_Title_Staging#0,"""<white>カメラ演出設定<c>"""
Config_Reb_Title_Esthetic#0,"""<white>エステ設定<c>"""
Config_Reb_Title_Look1#0,"""<white>通常視点設定<c>"""
Config_Reb_Title_Look2#0,"""<white>肩越し視点設定<c>"""
Config_Reb_Title_Volume#0,"""<white>サウンド基本設定<c>"""
Config_Reb_Title_Voicechat#0,"""<white>ボイスチャット設定<c>"""
Config_Reb_Title_Talk#0,"""<white>チャット基本設定<c>"""
Config_Reb_Title_Logwindow#0,"""<white>ログウィンドウ設定<c>"""
Config_Reb_Title_Autoword#0,"""<white>オートワード設定<c>"""
Config_Reb_Title_Symbolart#0,"""<white>シンボルアート設定<c>"""
Config_Reb_Title_Stamp#0,"""<white>スタンプ設定<c>"""
Config_Reb_Title_Mail#0,"""<white>メール設定<c>"""
Config_Reb_Title_Fukidashi#0,"""<white>他プレイヤー設定<c>"""
Config_Reb_Title_Screenshot#0,"""<white>スクリーンショット設定<c>"""
Config_Reb_Title_Simple#0,"""<white>画面表示設定<c>"""
Config_Reb_Title_Hdr#0,"""<white>HDR設定<c>"""
Config_Reb_Title_Custom#0,"""<white>その他<c>"""
Config_Reb_180_Name#0,"""1秒間あたりのダメージ（DPS）の表示"""
Config_Reb_180_Hint#0,"""ターゲット中のエネミーに対して、<br>自身が与えた1秒間あたりの平均ダメージ（DPS）を<br>表示するかを設定します。<br><br><yellow>※ダメージの値は画面右上に表示されます。<c>"""
Config_Reb_180_Select_0#0,"""表示しない"""
Config_Reb_180_Select_1#0,"""表示する"""
Config_Reb_Title_Light#0,"""<white>光源設定<c>"""
Config_Reb_Title_Quality#0,"""<white>描画品質設定<c>"""
Config_Reb_Title_Character#0,"""<white>キャラクター表示設定<c>"""
Config_Reb_Title_3d#0,"""<white>3D表示品質設定<c>"""
Config_Reb_Title_Framerate#0,"""<white>フレームレート設定<c>"""
Config_Reb_Title_Texture#0,"""<white>テクスチャ設定<c>"""
Config_Reb_Title_Object#0,"""<white>オブジェクト表示設定<c>"""
Config_Reb_181_Name#0,"""キャラクターのトゥーン表示：他プレイヤー"""
Config_Reb_181_Hint#0,"""他プレイヤーのキャラクターを、<br>トゥーン（アニメ）調で描写するかを設定します。<br><br>“キャラクターの設定に準じる”を選ぶと、<br>他プレイヤーがトゥーン表示にしている<br>キャラクターにのみ設定が適用されます。<br><br><yellow>※“使用しない”以外を選ぶと<br>\u3000処理がやや重くなります。<c>"""
Config_Reb_181_Select_0#0,"""使用しない"""
Config_Reb_181_Select_1#0,"""すべてのキャラクター"""
Config_Reb_181_Select_2#0,"""キャラクターの設定に準じる"""
Config_Reb_182_Name#0,"""キャラクターのトゥーン表示：NPC"""
Config_Reb_182_Hint#0,"""NPCを、<br>トゥーン（アニメ）調で描写するかを設定します。<br><br><yellow>※“使用する”を選ぶと<br>\u3000処理がやや重くなります。<c>"""
Config_Reb_182_Select_0#0,"""使用しない"""
Config_Reb_182_Select_1#0,"""使用する"""
Config_Reb_183_Name#0,"""プレイヤーキャラクターの移動モーション補正"""
Config_Reb_183_Hint#0,"""プレイヤーの<br>移動時の動きを自然に見せる機能の<br>ON/OFFを切り替えます。<br><br>キャラクターの動きが不自然なときに、<br>OFFにすることで改善する場合があります。"""
Config_Reb_183_Select_0#0,"""OFF"""
Config_Reb_183_Select_1#0,"""ON"""
Config_Reb_Title_Toon#0,"""<white>トゥーン表示設定<c>"""
Config_CollaboMode_Hint#0,"""現在のキャラクターのファッションや装備、<br>設置中のビルドパーツやポータブルホログラムが<br>“スクリーンショット投稿キャンペーン”などの<br>イベントに応募できるかを確認するための<br>アイコンを表示するかを設定します。<br><br><yellow>※アイコンは画面右上に常に表示されます。<c><br><br>【表示されるアイコン】<br>・<pict collab_photo_ok>：応募可能<br>・<pict collab_photo_ng>：応募不可（対象外アイテムが含まれた状態）"""
Config_Reb_186_Name#0,"""1秒間あたりのダメージ（DPS）表示の位置設定"""
Config_Reb_186_Hint#0,"""1秒間あたりのダメージ（DPS）表示の<br>位置を設定します。"""
Config_Reb_186_Select_0#0,"""右上"""
Config_Reb_186_Select_1#0,"""中央上"""
Config_Reb_186_Select_2#0,"""中央下"""
Config_Reb_184_Name#0,"""パーティー自動参加機能のボタン操作ガイド表示"""
Config_Reb_184_Hint#0,"""緊急クエストの待機中や、<br>PSEバーストの発生中などのときに、<br><yellow>“パーティー自動参加”<c>の<br>ボタン操作ガイドを表示するかを設定します。<br><br>案内に従ってボタン操作を行うと、<br>“自動参加”を許可しているプレイヤー同士で、<br>自動的にパーティーが編成されます。<br><br><yellow>※既に“自動参加”の機能を有効にしているときは、<br>\u3000このガイドは表示されません。<c>"""
Config_Reb_184_Select_0#0,"""表示しない"""
Config_Reb_184_Select_1#0,"""表示する"""
Config_Reb_185_Name#0,"""パーティー自動参加機能の常時有効化"""
Config_Reb_185_Hint#0,"""パーティー設定の<yellow>“パーティー自動参加”<c>を、<br>常に有効な状態にするかを設定します。<br><br><yellow>※この設定を変更すると、<br>\u3000“パーティー自動参加”のチェックのON/OFFも、<br>\u3000連動して切り替わります。<c><br><yellow>※ただし、パーティー参加中で、<br>\u3000自身がパーティーリーダーでない状態のときは<br>\u3000切り替わりません。<c>"""
Config_Reb_185_Select_0#0,"""パーティー編成時に毎回設定"""
Config_Reb_185_Select_1#0,"""常に有効化"""
Title#1,"""アクションパレットのタイプ選択"""
Message#0,"""アクションパートの操作方法について、<br>従来の2ボタンタイプとは異なる<br>新たな3ボタンタイプが選択可能です。<br><br>3ボタンタイプではより直感的な操作で<br>アクションが行えます。<br><green>この設定は、「オプション」の「設定の初期化」から<br>いつでも変更することができます。<c><br><br>どちらの操作タイプを使用しますか？"""
Button_2Button#0,"""2ボタンタイプ"""
Button_3Button#0,"""3ボタンタイプ"""
title#0,"""操作ガイド表示タイプ設定"""
title#1,"""おもに使用する操作機器選択"""
button1#0,"""キーボード＆マウス"""
button2#0,"""ゲームパッド"""
message#0,"""おもに、どちらの操作機器を使用しますか？<br><br>【“キーボード＆マウス”選択時】<br>・キーボードで移動、マウスで攻撃・視点変更<br><br>【“ゲームパッド”選択時】<br>・ゲームパッドで移動・攻撃・視点変更<br>・キーボードで直接チャット入力可能<br><br><yellow>※“メインメニュー”の“システム”から<br>\u3000“操作設定”の“おもに使用する操作機器”で<br>\u3000変更可能。<c>"""
MiKakin#0,"""未使用"""
IsPremium#0,"""<yellow>プレミアム有効期間中<c>"""
NonPremium#0,"""<red>プレミアム有効期限切れ<c>"""
KakinGire#0,"""<red>期限切れ<c>"""
NetCafe#0,"""<green>ネットカフェプレミアム<c>"""
Category_Control#0,"""コントロール"""
Category_Gameplay#0,"""ゲームプレイ"""
Category_Graphic#0,"""グラフィック"""
Category_Interface#0,"""インターフェース"""
Category_SoundAndChat#0,"""サウンド・チャット"""
Category_Other#0,"""その他"""
Category_Sound#1,"""サウンド"""
Category_Chat#0,"""チャット"""
Category_Camera#0,"""カメラ"""
Title_Config#0,"""オプション"""
Title_DetailInfo#1,"""詳細情報"""
MenuButton_WindowReset#0,"""ウィンドウ初期化"""
MenuButton_Reset#0,"""設定の初期化"""
Message_ResetError#0,"""ストリーマーモード中は設定を初期化できません。"""
MenuButton_Exit#0,"""破棄して戻る"""
MenuButton_ExitWithSave#0,"""変更を反映して戻る"""
ThreeChoiceMenuTitle#1,"""終了確認"""
ThreeChoiceMenuMessageApply#1,"""オプション画面を閉じて戻ります。<br>変更を反映しますか？"""
ThreeChoiceMenuButtonExit#1,"""破棄して戻る"""
ThreeChoiceMenuButtonExitWithSave#1,"""変更を反映して戻る"""
ThreeChoiceMenuButtonCancel#1,"""キャンセル"""
ConfirmTitleInit#1,"""初期化確認"""
ConfirmMessageInit#1,"""すべてのオプション設定を初期化します。<br>よろしいですか？"""
ConfirmTitle#1,"""終了確認"""
ConfirmMessageApply#1,"""変更を反映します。<br>よろしいですか？"""
ConfirmMessageDisapply#1,"""変更を破棄します。<br>よろしいですか？"""
ConfirmButtonApply#1,"""変更を反映して終了する"""
ConfirmButtonDisapply#1,"""変更を破棄して終了する"""
ConfirmButtonCancel#1,"""オプションに戻る"""
ConfirmTitleWindowInit#1,"""ウィンドウ初期化確認"""
ConfirmMessageWindowInit#1,"""すべてのウィンドウの<br>表示位置と表示サイズを初期化します。<br>よろしいですか？"""
ConfirmMessageWindowInitEnd#1,"""ウィンドウの表示位置と表示サイズを初期化しました。"""
WindowTitleInitText#1,"""ウィンドウ初期化設定"""
WindowInitHint#1,"""全ウィンドウの表示位置と表示サイズを<br>初期化します。"""
WindowRadioButtonInitText#1,"""全ウィンドウの位置とサイズを初期化する"""
AmdFsr_Switching_Info#0,"""AMD FSR 1.0が有効となったことにより、アンチエイリアシングを有効化しました。"""
Config_Reb_152_Chat_1#0,"""【自動返信】ウィスパーチャットが利用できない状態です。"""
Config_Reb_152_Chat_2#0,"""【自動返信】ストリーマーモード中のため、ウィスパーチャットが利用できません。"""
Subject_000#1,"""アクション機能設定"""
Subject_001#1,"""HUD設定"""
Subject_002#1,"""メニュー設定"""
Subject_003#1,"""ドロップアイテム自動取得機能"""
Subject_004#1,"""その他の設定"""
Subject_005#1,"""カメラ設定"""
Subject_006#1,"""カメラ左右回転速度"""
Subject_007#1,"""カメラ上下回転速度"""
Subject_008#1,"""与ダメージ表示"""
Subject_009#1,"""回復／被ダメージ表示"""
Subject_010#1,"""EXPなどの表示"""
Subject_011#1,"""ドロップアイテムの取得表示"""
Subject_012#1,"""確認通知"""
Subject_013#1,"""メッセージ通知"""
Subject_014#1,"""その他の通知"""
Subject_015#1,"""会話設定"""
Subject_016#1,"""他者のオートワード表示設定"""
Subject_017#1,"""ログウィンドウの「すべて表示」に表示するチャンネル"""
Subject_018#1,"""スクリーンショット設定"""
Subject_019#1,"""エステ設定"""
Subject_020#1,"""ライドロイド設定"""
Subject_021#1,"""ダークブラスト設定"""
Subject_022#1,"""BGM音量"""
Subject_023#1,"""SE音量"""
Subject_024#1,"""ボイス音量"""
Subject_025#1,"""ゲーム内再生動画音量"""
Subject_026#1,"""再生機能"""
Subject_027#1,"""描画機能"""
Subject_028#1,"""詳細モデル表示数"""
Subject_029#1,"""フォトンブラスト表示数"""
Subject_030#1,"""映り込み品質"""
Subject_031#1,"""影品質"""
Subject_032#1,"""画面の明るさ"""
Subject_033#1,"""カメラライト"""
Subject_034#1,"""マウス使用時補正"""
Subject_035#1,"""ボイスチャット機能ON/OFF"""
Subject_036#1,"""ウィッシュリスト、プレゼントリスト"""
Config_PadInput01#0,"""ゲームパッドタイプ選択"""
Config_PadInput02#0,"""ゲームパッドとタイプの組み合わせにより、<br>正常に動作しなくなる場合があります。<br>その場合は、タイプを切り替えてください。"""
Config_PadInput03#0,"""-"""
Config_PadInput04#1,"""-"""
Config_PadInput05#1,"""-"""
Config_PadInput06#1,"""ゲームパッド振動切り替え"""
Config_PadInput07#1,"""「XInput」を選択している場合のみ振動します。<br>※ゲームパッドにより、振動しない場合があります。"""
Config_PadInput08#0,"""-"""
Config_PadInput09#0,"""-"""
Config_PadInput10#0,"""-"""
Config_PadInput11#0,"""-"""
Config_PadInput12#1,"""非アクティブ時のゲームパッド操作"""
Config_PadInput13#1,"""アプリケーションが非アクティブのときに<br>ゲームパッドの入力を受け付けるか設定します。"""
Config_PadInput14#0,"""-"""
Config_PadInput15#0,"""-"""
Config_PadInput16#0,"""-"""
Config_PadInput17#1,"""ゲームパッド初期設定"""
Config_PadInput18#1,"""「DirectInput」を選択している場合のみ設定できます。"""
