EnemyWeak#0,"""こ、このぐらいの敵なら<br>わたしでもなんとか……"""
PSEBurst#7,"""すごい……こんなにフォトンが<br>活性化するなんて……！"""
HP30#7,"""このままじゃ……"""
HP10#7,"""なんとか……なんとかしないと……！"""
ItemRare#7,"""あっ！<br>そ、それ、レアなやつ……よね？"""
DamageSmall#7,"""うっ！"""
DamageMiddle#7,"""きゃあ！"""
DamageLarge#7,"""きゃああっ！"""
Trap#7,"""トラップ！？"""
ThankTrapRescue#7,"""……手間かけてごめんなさい"""
TrapRescueOther#7,"""大丈夫？"""
MemberDamaged#7,"""前に出すぎないで！"""
MemberDead#7,"""絶対に……絶対に許さないんだから！"""
AbilityExe#7,"""身体が軽い……！"""
AbilitySpecial#6,"""これなら……いける！"""
Resurrect#7,"""私がもっと、しっかりしないと……！"""
PartyJoin#7,"""/ci2 1 一緒に頑張りましょう！"""
Marvelous#7,"""その調子！"""
IncidentJsApcBegin#7,"""/ci1 1 あ、ごめんなさい！<br>敵の数が多すぎて……<br>手伝ってもらえますか！"""
IncidentJsApcFailure#7,"""……すみません。<br>先に退かせてもらいます。"""
IncidentJsApcSuccess#7,"""/ci2 1 ありがとうございました。<br>おかげでなんとかなりました。"""
IncidentJsApcBeginEvo#7,"""/ci1 2 なんとかなりましたね……<br>ん？\u3000この気配、まだ来る……！"""
EnemyWeak#8,"""一気に蹴散らすぞ"""
EnemyLarge#8,"""なかなかの大きさだな"""
EnemyBoss#8,"""強敵登場、といったところか"""
EnemyRare#8,"""ふむ、珍しいエネミーだな"""
EnemyBoost#8,"""気をつけろ。<br>今までのとは一味違うぞ"""
DestroyEnemy1#8,"""次だ"""
DestroyEnemy2#8,"""終わりだな"""
DestroyEnemy3#8,"""仕留めたぞ"""
CondFreeze#8,"""ちっ、凍結か……！"""
CondBurn#8,"""ぐっ、燃焼状態か……！"""
CondShock#8,"""身体の痺れが……！"""
CondPoison#8,"""毒が回っているのか……！"""
CondPanic#8,"""むぅ……思考がまとまらん……"""
CondStan#8,"""身体が、動かん……！"""
CondMirage#8,"""視覚阻害か……！"""
Die#8,"""未熟なのは、私自身か……"""
ThankHeal#8,"""すまないな"""
ThankBuff#8,"""助かったぞ"""
ThankCure#8,"""よし、これで大丈夫だ"""
DefeatEnemy#8,"""さあ、次へ進もう"""
LevelUp#8,"""おめでとう！"""
InvokeSkill1#7,"""吹き飛べっ！"""
InvokeSkill2#7,"""トドメだっ！"""
InvokeSkill3#7,"""邪魔をするなっ！"""
TechFire#4,"""炎よ！"""
TechIce#3,"""氷よ！"""
TechThunder#3,"""雷よ！"""
TechWind#3,"""風よ！"""
TechLight#3,"""光よ！"""
TechDark#3,"""闇よ！"""
PBFull#8,"""ここからは手加減なしだ！"""
PBRelease#8,"""いでよ、フォトンブラスト！"""
Avoid#8,"""はっ！"""
HealSelf#8,"""甘いな"""
BuffSelf#8,"""万全の体勢を整える"""
HealOther#8,"""油断するな"""
BuffOther#8,"""待て、補助も必要だ"""
QuestStart1#8,"""パーティー……久しぶりだな"""
QuestEnd1#8,"""すばらしい結果だな"""
IncidentStart#8,"""この気配……何かが来るぞ！"""
IncidentSuccess#8,"""うまくいったようだな"""
IncidentFailure#8,"""すまない、私の未熟だ……"""
PSE#8,"""このフォトンの励起……<br>PSEというやつか！"""
PSELevelUp#8,"""続けていくぞ！"""
PSEBurst#8,"""これが、PSEバーストなんだな……！"""
HP30#8,"""このままでは……"""
HP10#8,"""まだ、倒れるわけには……！"""
ItemRare#8,"""それは、いいものだ"""
DamageSmall#8,"""ちっ"""
DamageMiddle#8,"""ぐあっ！"""
DamageLarge#8,"""しまった！"""
Trap#8,"""何！\u3000トラップだと！"""
ThankTrapRescue#8,"""助かったぞ！"""
TrapRescueOther#8,"""罠には気をつけろ！"""
MemberDamaged#8,"""無理をするな！"""
MemberDead#8,"""……あまり調子に乗るなよ！"""
AbilityExe#8,"""今ならば、敵はない！"""
AbilitySpecial#7,"""この調子を維持したいものだ"""
Resurrect#8,"""自分でまいた種は、自ら刈り取る！"""
PartyJoin#8,"""/ci2 1 私と組んでくれるのか"""
Marvelous#8,"""見事だ！"""
IncidentJsApcBegin#8,"""/ci2 1 む、いいところに来てくれた！<br>敵の数が多くてな<br>手伝ってもらえると助かる！"""
IncidentJsApcFailure#8,"""未熟を言い訳にはしたくないが……<br>すまん、先に退かせてもらう"""
IncidentJsApcSuccess#8,"""/ci2 1 よし、なんとかなったな。<br>突然の申し出を受けてくれて<br>ありがとう。感謝する。"""
IncidentJsApcBeginEvo#8,"""/ci2 2 この場はしのげたか……？<br>いや、まだ何か来るようだ。<br>注意しろ！"""
EnemyWeak#9,"""この程度のヤツなら！"""
EnemyLarge#9,"""ちっ、大型かよ！"""
EnemyBoss#9,"""たとえ強敵が相手でも！"""
EnemyRare#9,"""おっ、珍しいやつじゃん！"""
EnemyBoost#9,"""こいつ……ただものじゃない！"""
DestroyEnemy1#9,"""まずひとつ！"""
DestroyEnemy2#9,"""邪魔をするなっ！"""
DestroyEnemy3#9,"""次っ！"""
CondFreeze#9,"""ぐっ……凍結か……！"""
CondBurn#9,"""燃焼……！？"""
CondShock#9,"""身体がしびれて……ッ！"""
CondPoison#9,"""こんな毒なんかに……！"""
CondPanic#9,"""ダメだ。頭が混乱して……"""
CondStan#9,"""ぐっ、身体が……動かない……"""
CondMirage#9,"""視界がおかしい……！？"""
Die#9,"""なんて様だよ……<br>俺がやるしかない、だって……はは"""
ThankHeal#9,"""ありがとな！"""
ThankBuff#9,"""サンキュー！"""
ThankCure#9,"""ふー、助かったぁ！"""
DefeatEnemy#9,"""さあ、次に行こう！"""
LevelUp#9,"""おめでとう！"""
InvokeSkill1#8,"""これならっ！"""
InvokeSkill2#8,"""甘いっ！"""
InvokeSkill3#8,"""どうだっ！"""
TechFire#5,"""そらっ！"""
TechIce#4,"""いけっ！"""
TechThunder#4,"""これならっ！"""
TechWind#4,"""どうだっ！"""
TechLight#4,"""させるか！"""
TechDark#4,"""甘いっ！"""
PBFull#9,"""このチャンスは逃さない！"""
PBRelease#9,"""うぉーー！！"""
Avoid#9,"""はっ！"""
HealSelf#9,"""危ないところだった！"""
BuffSelf#9,"""万全の状態で挑まないと！"""
HealOther#9,"""無理をしちゃダメだ！"""
BuffOther#9,"""今、援護するから！"""
QuestStart1#9,"""よーっし、頑張るぞ！"""
QuestEnd1#9,"""上手く出来たんじゃないかな！"""
IncidentStart#9,"""この気配……何か、来る！"""
IncidentSuccess#9,"""ふぅ、よかった。<br>なんとかなったみたいだ。"""
IncidentFailure#9,"""……うーん、何が悪かったんだろう。"""
PSE#9,"""これって……PSE？"""
PSELevelUp#9,"""もっと続けていこう！"""
PSEBurst#9,"""来た……！<br>PSEバーストだ！"""
HP30#9,"""このままじゃ……まずい"""
HP10#9,"""まだ、やられるわけには……"""
ItemRare#9,"""お、いいもの見つけたね！"""
DamageSmall#9,"""うっ"""
DamageMiddle#9,"""ぐうっ！"""
DamageLarge#9,"""うわあっ！"""
Trap#9,"""なっ、罠！？"""
ThankTrapRescue#9,"""あ、ありがとう、助かったよ"""
TrapRescueOther#9,"""気をつけていこう！"""
MemberDamaged#9,"""無理しちゃダメだ！"""
MemberDead#9,"""……よくも、俺の仲間を！"""
AbilityExe#9,"""調子出てきたって感じだな！"""
AbilitySpecial#8,"""この勢いで、押し切る！"""
Resurrect#9,"""……すまない、油断した"""
PartyJoin#9,"""/ci2 1 よろしくお願いします！"""
Marvelous#9,"""さっすが！"""
IncidentJsApcBegin#9,"""/ci2 1 あっ、すみません！<br>ちょっと敵が多いので<br>手伝ってもらえないでしょうか！"""
IncidentJsApcFailure#9,"""ったぁ……やっちゃった……<br>先に退きます、すみません！"""
IncidentJsApcSuccess#9,"""/ci2 1 よーっし、大成功！<br>ありがとうございましたっ！"""
IncidentJsApcBeginEvo#9,"""/ci5 2 これで終わり……って、感じの<br>空気じゃなさそうだな……！"""
EnemyWeak#10,"""よーし、まとめて<br>やっちゃいますか！"""
EnemyLarge#10,"""で、でかいな……"""
EnemyBoss#10,"""強敵登場、ってとこか！"""
EnemyRare#10,"""ん？\u3000あれ、なんだ？<br>なんか珍しいのがいる。"""
EnemyBoost#10,"""こいつ……何か違う！"""
DestroyEnemy1#10,"""よしっ！"""
DestroyEnemy2#10,"""やったっ！"""
DestroyEnemy3#10,"""どんなもんだっ！"""
CondFreeze#10,"""げっ、凍結か！"""
CondBurn#10,"""うわっ、燃焼！？"""
CondShock#10,"""し、しびびびれてててて……"""
CondPoison#10,"""ぐっ……毒かよ……！"""
CondPanic#10,"""頭がぐわんぐわんする……"""
CondStan#10,"""か、身体が動かない……ッ！"""
CondMirage#10,"""な、なんだ、視界が……！"""
Die#10,"""あーあ、やられちゃったか……"""
ThankHeal#10,"""ありがとう！"""
ThankBuff#10,"""サンキューな！"""
ThankCure#10,"""ふー、助かった……！"""
DefeatEnemy#10,"""これで全部だよな！"""
LevelUp#10,"""おめでとう！"""
InvokeSkill1#9,"""くらえーっ！"""
InvokeSkill2#9,"""こいつでどうだっ！"""
InvokeSkill3#9,"""これでどう！"""
TechFire#6,"""いけっ！"""
TechIce#5,"""これでどう！"""
TechThunder#5,"""これならっ！"""
TechWind#5,"""させるかよっ！"""
TechLight#5,"""くらえーっ！"""
TechDark#5,"""こいつでどうだっ！"""
PBFull#10,"""好き勝手しすぎだろ！"""
PBRelease#10,"""おぉ……いい感じじゃん！"""
Avoid#10,"""はっ！"""
HealSelf#10,"""危ない危ない！"""
BuffSelf#10,"""補助も重要、っと"""
HealOther#10,"""危ないよ！"""
BuffOther#10,"""助け合わないと！"""
QuestStart1#10,"""よーっし、頑張るぞ！"""
QuestEnd1#10,"""ふー、なんとかクリアできたか"""
IncidentStart#10,"""な、なんか変な感じ"""
IncidentSuccess#10,"""上手くいって良かったぁ"""
IncidentFailure#10,"""あっちゃあ……失敗かぁ……"""
PSE#10,"""な、なんだかフォトンがすごいぞ！"""
PSELevelUp#10,"""もっと続けていこうよ！"""
PSEBurst#10,"""うわぁ……<br>これが、PSEバーストか……"""
HP30#10,"""ま、まずい……"""
HP10#10,"""これ以上は無理ッ！"""
ItemRare#10,"""あっ、それ<br>レアなやつじゃないですか？"""
DamageSmall#10,"""くっ"""
DamageMiddle#10,"""まずっ！"""
DamageLarge#10,"""うわわっ！"""
Trap#10,"""なっ、罠！？"""
ThankTrapRescue#10,"""ふぃーっ、ありがとう！"""
TrapRescueOther#10,"""だ、大丈夫！？"""
MemberDamaged#10,"""下がってて！"""
MemberDead#10,"""……よくも、やったな！"""
AbilityExe#10,"""この調子なら、いける！"""
AbilitySpecial#9,"""今ならなんでも出来る！"""
Resurrect#10,"""ふぅ、次はやられないように、っと！"""
PartyJoin#10,"""/ci2 1 よろしくお願いします！"""
Marvelous#10,"""さっすが！"""
IncidentJsApcBegin#10,"""/ci2 1 あっ、ちょうどいいところに！<br>ちょっと敵が多くて<br>手伝ってもらえないかな！"""
IncidentJsApcFailure#10,"""ったぁ……やっちゃった……<br>ごめん、先に退かせてもらうね。"""
IncidentJsApcSuccess#10,"""/ci2 1 よーっし、大成功！<br>ありがとうございましたっ！"""
IncidentJsApcBeginEvo#10,"""/ci5 2 これで終わり……って、感じの<br>空気じゃなさそうだな……！"""
EnemyWeak#11,"""弱いヤツはどいてなさいっ！"""
EnemyLarge#11,"""でっかいだけのヤツなんて！"""
EnemyBoss#11,"""げっ、結構強そうなヤツ……！"""
EnemyRare#11,"""あっ、あれ、珍しいヤツ！"""
EnemyBoost#11,"""……この気配、なんか、怖い"""
DestroyEnemy1#11,"""一丁あがり！"""
DestroyEnemy2#11,"""これで終わりっ！"""
DestroyEnemy3#11,"""邪魔するからよ！"""
CondFreeze#11,"""冷たっ……！\u3000と、凍結！？"""
CondBurn#11,"""熱っ！\u3000ちょっと、何すんのよ！"""
CondShock#11,"""か、身体が痺れて動けない！？"""
CondPoison#11,"""うう……気持ち悪い……<br>これ、毒……？"""
CondPanic#11,"""な、なにがなんだかわからない－！"""
CondStan#11,"""か、身体が動かない……っ！"""
CondMirage#11,"""目がかすんで……なんか、ヘン……"""
Die#11,"""う、うそでしょ……こんなところで……？"""
ThankHeal#11,"""あ……ありがと……"""
ThankBuff#11,"""……助かった、かも"""
ThankCure#11,"""その……お礼はいっとく"""
DefeatEnemy#11,"""さっさと次、行くわよ！"""
LevelUp#11,"""べ、別に羨ましくなんて……！"""
InvokeSkill1#10,"""逃がさないわよ！"""
InvokeSkill2#10,"""あーもう、ムカつくーッ！"""
InvokeSkill3#10,"""調子に乗るなーッ！"""
PBFull#11,"""いい加減にしなさいっ！"""
PBRelease#11,"""全部まとめて相手してあげるわよ！"""
Avoid#11,"""はっ！"""
HealSelf#11,"""危なかったぁ……"""
BuffSelf#11,"""準備はしっかり、っと"""
HealOther#11,"""気をつけなさいよ！"""
BuffOther#11,"""油断しちゃダメよ！"""
QuestStart1#11,"""さっさと終わらせましょう"""
QuestEnd1#11,"""結構ソツなく出来てんじゃん"""
IncidentStart#11,"""何か来そう……気をつけて！"""
IncidentSuccess#11,"""ま、まあまあね！<br>このぐらい当たり前よね！"""
IncidentFailure#11,"""はぁ……全然駄目だな、あたし……"""
PSE#11,"""なにこれ……？<br>フォトンが反応してるの？"""
PSELevelUp#11,"""もっと続けていきましょう！"""
PSEBurst#11,"""すごい……綺麗……！"""
HP30#11,"""こ、このぐらいでッ！"""
HP10#11,"""ど、どうなってるのよッ！"""
ItemRare#11,"""あ、それ……レアなやつ……<br>だ、大事にしたら！？"""
DamageSmall#11,"""あうっ！"""
DamageMiddle#11,"""きゃああっ！"""
DamageLarge#11,"""このままじゃ……！"""
Trap#11,"""ちょっ、なんで罠ッ！"""
ThankTrapRescue#11,"""……手間かけて、ごめんなさい"""
TrapRescueOther#11,"""ちょっと、気をつけなさいよ！"""
MemberDamaged#11,"""下がってなさい！"""
MemberDead#11,"""……絶対に許さないんだから！"""
AbilityExe#11,"""この調子なら……いける！"""
AbilitySpecial#10,"""こうなったらこっちのもの！"""
Resurrect#11,"""あーもう、アッタマきた！<br>やりかえしてやる！"""
PartyJoin#11,"""/ci2 1 /moya ……よろしく"""
Marvelous#11,"""や、やるじゃない！"""
IncidentJsApcBegin#11,"""/toge /ci2 1 あっ、いいところに！<br>数が多くて、猫の手も借りたいの！<br>ちょっと手伝って！"""
IncidentJsApcFailure#11,"""もう少し頑張れると思ったのに……<br>……ごめんなさい、退きます！"""
IncidentJsApcSuccess#11,"""/ci2 1 ま、まあまあ連携出来てたんじゃない？<br>その……ありがと。"""
IncidentJsApcBeginEvo#11,"""/ci1 2 ……げ、なんかまだ出てきそう。<br>何だってのよ、まったく！"""
EnemyWeak#12,"""ふっ……雑兵のお出ましか"""
EnemyLarge#12,"""無為なる巨体を持ちしものか"""
EnemyBoss#12,"""この気配……ヤツか！"""
EnemyRare#12,"""これは……！<br>希少なる存在を感じるぞ！"""
EnemyBoost#12,"""なんたる禍々しき気配……！"""
DestroyEnemy1#12,"""まずは一つ！"""
DestroyEnemy2#12,"""我が道を阻むものに<br>容赦はしない！"""
DestroyEnemy3#12,"""これが、永遠の別離だ"""
CondFreeze#12,"""氷瀑の結界か……！"""
CondBurn#12,"""獄炎の蝕か……！"""
CondShock#12,"""雷鎖の戒めか……！"""
CondPoison#12,"""深毒の針か……！"""
CondPanic#12,"""壊乱の階か……！"""
CondStan#12,"""束縛の網か……！"""
