YesText#0,"""はい"""
BuyResultMessage2#1,"""アイテムを購入できませんでした。"""
BuyResultTitle#1,"""アイテム購入"""
CancelTitle#1,"""購入キャンセル確認"""
CancelMessage#1,"""購入をキャンセルします。<br>よろしいですか？"""
SelectItemInputVita#1,"""個数を入力してください"""
MenuErrorTitle#1,"""メッセージ"""
MenuErrorMessage#1,"""「CM交換ショップ2」は、<br><yellow>チャレンジクエスト「MISSION：決断」を<br>ミッション3までクリアすることで利用可能となります。<c><br><br>チャレンジクエスト「MISSION：決断」のミッション3を<br>クリアしていないため、利用することができません。"""
ChallengePoint#0,"""所持チャレンジマイル"""
BlackbordCharaName#0,"""キャラクター名"""
BlackbordPlayerIDname#0,"""プレイヤーIDネーム"""
BlackbordTime#0,"""投稿時間"""
BlackbordMessage#0,"""メッセージを書き込む"""
BlackbordTitleText#0,"""メッセージボード"""
BlackbordTitleTextTeam#0,"""チーム掲示板"""
Blackbord_InputMessage#0,"""書き込むメッセージを入力してください。"""
Blackbord_InputMessageTeam#0,"""チーム掲示板に書き込むメッセージを<br>入力してください。<br><br><yellow>※<pict key_alt>+<pict key_enter>キーで改行できます。<c>"""
Blackbord_NoMessage#0,"""メッセージが入力されていません。<br>メッセージの入力後に、<br>“決定”を選択してください。"""
Blackbord_MessageWriteError#0,"""メッセージの書き込みができませんでした。<br><br>しばらく時間をおいてから、<br>再度お試しください。"""
Blackbord_WriteToast#0,"""メッセージを書き込みました。"""
Blackbord_DeleteMessage#0,"""選択したメッセージを削除します。<br>よろしいですか？"""
Blackbord_DeleteToast#0,"""メッセージを削除しました。"""
Blackbord_MessageDeleteError#0,"""メッセージを削除できませんでした。<br><br>しばらく時間をおいてから、<br>再度お試しください。"""
Blackbord_NoMessageTitle#0,"""メッセージ入力の確認"""
Blackbord_MessageWriteErrorTitle#0,"""エラーメッセージ"""
Blackbord_DeleteMessageTitle#0,"""メッセージの削除"""
Blackbord_MessageDeleteErrorTitle#0,"""エラーメッセージ"""
Blackbord_InputMessage_Announce#0,"""※キーボード操作において[Alt]+[Enter]キーで改行"""
Logout_Title#0,"""ログアウト"""
Logout_GameEnd#0,"""ゲームを終了する"""
Logout_GotoTitle#0,"""タイトルに戻る"""
Logout_GotoShipSelect#0,"""シップ選択に戻る"""
Logout_Cancel#0,"""戻る"""
Logout_Close_Title#0,"""ゲーム終了"""
Logout_Close_Message#0,"""ゲームを終了してよろしいですか？"""
TargetInfo_WeakPoint#0,"""弱点"""
TargetInfo_Level#0,"""Lv.$(0)"""
TargetInfo_Name#0,"""$(0) $(1)"""
TargetInfo_WeekAndResist#0,"""$(0)"""
TargetInfo_Ability#0,"""×$(0)"""
TargetInfo_Resist#0,"""耐性"""
TargetInfo_ShieldWeakPoint#0,"""シールド弱点:"""
INTERRUPT_CODE_ATTACK#0,"""[ATTACK]"""
INTERRUPT_CODE_PROTECTION#0,"""[PROTECTION]"""
INTERRUPT_CODE_ELIMINATION#0,"""[ELIMINATION]"""
INTERRUPT_CODE_COLLECT#0,"""[COLLECT]"""
INTERRUPT_CODE_DUEL#0,"""[DUEL]"""
INTERRUPT_CODE_CHASE#0,"""[CHASE]"""
INTERRUPT_CODE_ARREST#0,"""[ARREST]"""
INTERRUPT_CODE_RESCUE#0,"""[RESCUE]"""
INTERRUPT_CODE_DESTRUCTION#0,"""[DESTRUCTION]"""
INTERRUPT_CODE_AVOID#0,"""[AVOID]"""
INTERRUPT_CODE_CAPTURE#0,"""[CAPTURE]"""
INTERRUPT_CODE_ESCORT#0,"""[ESCORT]"""
INTERRUPT_CODE_PRESENT#0,"""[PRESENT]"""
INTERRUPT_CODE_CLONE#0,"""[CLONE]"""
INTERRUPT_CODE_GESTURE#0,"""[GESTURE]"""
INTERRUPT_CODE_VANISH#0,"""[VANISH]"""
INTERRUPT_CODE_OFFENSIVE#0,"""[OFFENSIVE]"""
INTERRUPT_CODE_INTERCEPT#0,"""[INTERCEPT]"""
INTERRUPT_CODE_FOLLOW#0,"""[FOLLOW]"""
INTERRUPT_CODE_UNITE#0,"""[UNITE]"""
INTERRUPT_CODE_SEARCH#0,"""[SEARCH]"""
INTERRUPT_CODE_HIDE#0,"""[HIDE]"""
INTERRUPT_CODE_BASH#0,"""[BASH]"""
INTERRUPT_CODE_TEST#0,"""[TEST]"""
INTERRUPT_CODE_UNKNOWN#0,"""[UNKNOWN]"""
INTERRUPT_CODE_QUICK#0,"""[QUICK]"""
INTERRUPT_CODE_PERSONA#0,"""[PERSONA]"""
INTERRUPT_CODE_JUDGEMENT#0,"""[JUDGEMENT]"""
INTERRUPT_CODE_FORTUNE#0,"""[FORTUNE]"""
INTERRUPT_CODE_JOKER#0,"""[JOKER]"""
INTERRUPT_CODE_ABYSS#0,"""[ABYSS]"""
INTERRUPT_CODE_EXPLOSION#0,"""[EXPLOSION]"""
INTERRUPT_CODE_VARIANT#0,"""[VARIANT]"""
INTERRUPT_CODE_DISASTER#0,"""[DISASTER]"""
INTERRUPT_CODE_CHALLENGE#0,"""[CHALLENGE]"""
INTERRUPT_CODE_CONTROL#0,"""[CONTROL]"""
INTERRUPT_CODE_DEFEAT#0,"""[DEFEAT]"""
INTERRUPT_CODE_FEAR#0,"""[FEAR]"""
INTERRUPT_CODE_FUSION#0,"""[FUSION]"""
INTERRUPT_CODE_JAMMER#0,"""[JAMMER]"""
INTERRUPT_CODE_KEEP#0,"""[KEEP]"""
INTERRUPT_CODE_KILLER#0,"""[KILLER]"""
INTERRUPT_CODE_MANAGE#0,"""[MANAGE]"""
INTERRUPT_CODE_NEGOTIATION#0,"""[NEGOTIATION]"""
INTERRUPT_CODE_REGIST#0,"""[REGIST]"""
INTERRUPT_CODE_SACRIFICE#0,"""[SACRIFICE]"""
INTERRUPT_CODE_SNIPE#0,"""[SNIPE]"""
INTERRUPT_SUCCESS_CODE_ATTACK#0,"""code [ATTACK]"""
INTERRUPT_SUCCESS_CODE_PROTECTION#0,"""code [PROTECTION]"""
INTERRUPT_SUCCESS_CODE_ELIMINATION#0,"""code [ELIMINATION]"""
INTERRUPT_SUCCESS_CODE_COLLECT#0,"""code [COLLECT]"""
INTERRUPT_SUCCESS_CODE_DUEL#0,"""code [DUEL]"""
INTERRUPT_SUCCESS_CODE_CHASE#0,"""code [CHASE]"""
INTERRUPT_SUCCESS_CODE_ARREST#0,"""code [ARREST]"""
INTERRUPT_SUCCESS_CODE_RESCUE#0,"""code [RESCUE]"""
INTERRUPT_SUCCESS_CODE_DESTRUCTION#0,"""code [DESTRUCTION]"""
INTERRUPT_SUCCESS_CODE_AVOID#0,"""code [AVOID]"""
INTERRUPT_SUCCESS_CODE_CAPTURE#0,"""code [CAPTURE]"""
INTERRUPT_SUCCESS_CODE_ESCORT#0,"""code [ESCORT]"""
INTERRUPT_SUCCESS_CODE_PRESENT#0,"""code [PRESENT]"""
INTERRUPT_SUCCESS_CODE_CLONE#0,"""code [CLONE]"""
INTERRUPT_SUCCESS_CODE_GESTURE#0,"""code[GESTURE]"""
INTERRUPT_SUCCESS_CODE_VANISH#0,"""code[VANISH]"""
INTERRUPT_SUCCESS_CODE_OFFENSIVE#0,"""code[OFFENSIVE]"""
INTERRUPT_SUCCESS_CODE_INTERCEPT#0,"""code[INTERCEPT]"""
INTERRUPT_SUCCESS_CODE_FOLLOW#0,"""code[FOLLOW]"""
INTERRUPT_SUCCESS_CODE_UNITE#0,"""code[UNITE]"""
INTERRUPT_SUCCESS_CODE_SEARCH#0,"""code[SEARCH]"""
INTERRUPT_SUCCESS_CODE_HIDE#0,"""code[HIDE]"""
INTERRUPT_SUCCESS_CODE_BASH#0,"""code[BASH]"""
INTERRUPT_SUCCESS_CODE_TEST#0,"""code[TEST]"""
INTERRUPT_SUCCESS_CODE_UNKNOWN#0,"""code[UNKNOWN]"""
INTERRUPT_SUCCESS_CODE_QUICK#0,"""code[QUICK]"""
INTERRUPT_SUCCESS_CODE_PERSONA#0,"""code[PERSONA]"""
INTERRUPT_SUCCESS_CODE_JUDGEMENT#0,"""code[JUDGEMENT]"""
INTERRUPT_SUCCESS_CODE_FORTUNE#0,"""code[FORTUNE]"""
INTERRUPT_SUCCESS_CODE_JOKER#0,"""code[JOKER]"""
INTERRUPT_SUCCESS_CODE_EXPLOSION#0,"""code[EXPLOSION]"""
INTERRUPT_SUCCESS_CODE_VARIANT#0,"""code [VARIANT]"""
INTERRUPT_SUCCESS_CODE_DISASTER#0,"""code [DISASTER]"""
INTERRUPT_SUCCESS_CODE_CHALLENGE#0,"""code [CHALLENGE]"""
INTERRUPT_SUCCESS_CODE_CONTROL#0,"""code [CONTROL]"""
INTERRUPT_SUCCESS_CODE_DEFEAT#0,"""code [DEFEAT]"""
INTERRUPT_SUCCESS_CODE_FEAR#0,"""code [FEAR]"""
INTERRUPT_SUCCESS_CODE_FUSION#0,"""code [FUSION]"""
INTERRUPT_SUCCESS_CODE_JAMMER#0,"""code [JAMMER]"""
INTERRUPT_SUCCESS_CODE_KEEP#0,"""code [KEEP]"""
INTERRUPT_SUCCESS_CODE_KILLER#0,"""code [KILLER]"""
INTERRUPT_SUCCESS_CODE_MANAGE#0,"""code [MANAGE]"""
INTERRUPT_SUCCESS_CODE_NEGOTIATION#0,"""code [NEGOTIATION]"""
INTERRUPT_SUCCESS_CODE_REGIST#0,"""code [REGIST]"""
INTERRUPT_SUCCESS_CODE_SACRIFICE#0,"""code [SACRIFICE]"""
INTERRUPT_SUCCESS_CODE_SNIPE#0,"""code [SNIPE]"""
QUEST_CLEAR_CODE#0,"""QUEST CLEAR"""
INTERRUPT_TITLE_EMERGENCY#0,"""EMERGENCY CODE"""
INTERRUPT_TITLE_CHANGE#0,"""CHANGE OVER CODE"""
INTERRUPT_TITLE_COMPLETE#0,"""COMPLETED"""
INTERRUPT_TITLE_EXCEPTION#0,"""EXCEPTION CODE"""
DifficultyQuestClear#0,"""DEPTH $(0) """
DifficultyQuestClear_2#0,"""CLEAR"""
QuestEndForm_Title#0,"""クエスト終了確認"""
QuestEndForm_Exp#0,"""クエストを終了して、<br>アークス・ロビーへ帰還しますか？"""
QuestEndForm_Button_Next#0,"""次のクエストへ進む"""
QuestEndForm_Button_Back#0,"""ロビーへ帰還する"""
QuestEndForm_Button_Retry#0,"""もう一度挑戦する"""
QuestEndForm_Button_Cancel#0,"""戻る"""
QuestEndForm_Button_ExitParty#0,"""パーティーを抜けてロビーへ帰還する"""
QuestEndForm_Button_Retry_InBlock#0,"""現在のブロックでリトライ"""
QuestEndForm_Button_Retry_GroupBlock#0,"""複数ブロックの検索でリトライ"""
Chat_Kakin_LobyAction#0,"""このロビーアクションの実行には、対応チケットが必要です。"""
Chat_Lobby_Only_Action#0,"""キャンプシップやフィールドでは使用できません。"""
Chat_Use_Public_Chair_Info#0,"""<%Jump>でジャンプ、<%PhotonArts>で降りる。"""
Chat_Monomane_Error#0,"""「$(0)」は覚えていないため、モノマネできません。"""
Chat_Premiere_Limit#0,"""「プレミアムセット期間中」のみ有効なチャットコマンドです。"""
Chat_Unavailable_Finger_LobbyAction#0,"""このコスチューム・パーツは、ロビーアクションの手のポーズには対応していません。"""
Chat_Unavailable_Combine_Finger#0,"""このロビーアクションは、手のポーズに対応していません。"""
FormView_Incident_Title#0,"""Eトライアル目標"""
FormView_Quest_Title#0,"""クエスト目標"""
MailList_Ship_Title#0,"""メール"""
MailList_Account_Title#0,"""-"""
MailList_MessageForm_Title#0,"""メール"""
Mail_Normal_Title#0,"""メール"""
Mail_Read_Title#0,"""メール詳細"""
Mail_Send_Title#0,"""メール作成"""
Mail_Edit_Time#0,"""送信日時"""
Mail_Edit_Time2#0,"""受信日時"""
Mail_Edit_To#0,"""宛先"""
Mail_Edit_From#0,"""差出人"""
Mail_Edit_Subject#0,"""件名"""
Mail_Edit_Body#0,"""本文"""
Mail_Help_ToList#0,"""宛先を選択します。"""
Mail_Init_Mes_ToList#0,"""<gray>宛先を選択してください<c>"""
Mail_Init_Mes_EditList_PC#0,"""<gray>本文を入力してください<br>※キーボード操作において[Alt]+[Enter]キーで改行<c>"""
Mail_Init_Mes_EditList_vita#0,"""<gray>本文を入力してください<c>"""
Mail_Button_ToList#0,"""…"""
Mail_Button_Reply#0,"""返信"""
Mail_Button_Send#0,"""送信"""
Mail_Button_Item#0,"""-"""
Mail_Button_Close#0,"""閉じる"""
Mail_Result_ReplyText#0,"""に受信した<br>$(0)さんからのメールを引用しています。<br><br>"""
Mail_Result_Reply#0,"""> """
Mail_Result_ReplyTitle#0,"""Re"""
Mail_Result_ReplySplit#0,""":"""
MailAddress_MessageForm_Title#0,"""メンバー"""
MailAddress_Create_Title#0,"""宛先変更"""
MailAddress_Button_Reload#0,"""更新"""
MailAddress_Radio_None#0,"""なし"""
MailAddress_Radio_ListFriend#0,"""フレンドリスト"""
MailAddress_Radio_ListMember#0,"""チームリスト"""
MailList_Tab_All#0,"""1.すべて表示"""
MailList_Tab_System#0,"""2.システム"""
MailList_Tab_Chara#0,"""3.キャラクター"""
MailList_Tab_ShipFriend#0,"""4.フレンドとチーム"""
MailList_Tab_DailyOrder#0,"""-"""
MailList_Tab_ClientOrder#0,"""-"""
MailList_Tab_Scenario#0,"""-"""
MailList_Tab_Reward#0,"""-"""
MailList_Tab_Transmission#0,"""5.送信済み"""
MailList_Button_Reload#0,"""更新"""
VITA_Mail_Button_Reply#0,"""引用して返信"""
VITA_MailList_CreateMail#0,"""<pict Sign_TRIANGLE>新規メール作成"""
MailList_Button_CreateNormalMail#0,"""メール作成"""
MailList_Button_Delete#0,"""選択メールを削除"""
MailList_Button_Next#0,"""次を読み込む"""
MailList_Menu_Open#0,"""開く"""
MailList_Menu_Delete#0,"""削除"""
MailList_Menu_MultiDelete#0,"""複数削除"""
MailList_Menu_MarkRead#0,"""既読にする"""
MailList_Menu_MarkUnRead#0,"""未読にする"""
MailList_Sort_Receive#0,"""送受信順"""
MailList_Sort_From#0,"""送信元・宛先順"""
MailList_Sort_Subject#0,"""件名順"""
MailList_Sort_Read#0,"""未読・未確認順"""
MailList_Mail_None#0,"""メールがありません"""
Mail_Player_None#0,"""対象がいません"""
MailList_List_Remove_Exp#0,"""該当メールを削除しますか？"""
MailList_Error_Command_LISTED#0,"""メール一覧の取得に失敗しました。<br><br>[No.1003］"""
MailList_Error_Command_REMOVED#0,"""メールの削除に失敗しました。<br><br>[No.1004］"""
MailList_Error_Command_UPDATED#0,"""メールの更新に失敗しました。<br><br>[No.1047］"""
MailList_Error_Command_BODY_GOT#0,"""メール本文の受信に失敗しました。<br><br>[No.1005］"""
MailList_Error_Command_CHARA_SENT#0,"""メール送信に失敗しました。<br><br>[No.1006］"""
MailList_Error_Command_SHIP_SENT#0,"""メール送信に失敗しました。<br><br>[No.1007］"""
MailList_Error_Command_SHIP_RECEIVE#0,"""メール処理に失敗しました。<br><br>[No.1008］"""
MailList_Error_Command_Default#0,"""メール処理に失敗しました。<br><br>[No.1009］"""
MailList_Error_Insufficient#0,"""件名と本文のどちらかを記入しないと<br>メールを送信できません。"""
MailList_Error_ToNone#0,"""宛先が空白のままです。<br>メールを送信できませんでした。"""
MailList_Error_Result_Error#0,"""問題が発生したため、<br>処理を実行できませんでした。<br><br>[No.1010］"""
MailList_Error_Result_Unknown#0,"""問題が発生したため、<br>処理を実行できませんでした。<br><br>[No.1011］"""
MailList_Error_Result_Black#0,"""メールを送信できませんでした。<br><br>[No.1012］"""
MailList_Error_Chakkyo_Sareta#0,"""メールを送信しました。"""
MailList_Error_Result_TooMany#0,"""メールが多すぎるため、処理に失敗しました。<br>実行していた処理を中断します。<br><br>[No.1013］"""
MailList_Error_Result_DB#0,"""データベースアクセスに問題が発生したため、<br>処理を実行できませんでした。<br><br>[No.1014］"""
MailList_Error_Result_InvalidChara#0,"""問題が発生したため、<br>処理を実行できませんでした。<br><br>[No.1015］"""
MailList_Error_Result_NotFriend#0,"""相手がフレンドまたは<br>チームメンバーではありません。<br><br>[No.1016］"""
MailList_Error_Result_TooLongSubject#0,"""件名の文字数が長すぎます。<br>メールを送信できませんでした。"""
MailList_Error_Result_TooLongBody#0,"""本文の文字数が長すぎます。<br>メールを送信できませんでした。"""
MailList_Error_Result_Busy#0,"""通信の問題が発生したため、<br>処理を実行できませんでした。<br><br>[No.1017］"""
MailList_Error_Default#0,"""問題が発生したため、<br>処理を実行できませんでした。<br><br>[No.1018］"""
MailList_Result_NotifyMail#0,"""新しいメールが届きました。"""
MailList_Result_SendOK#0,"""メールを送信しました。"""
MailList_Result_SendNG#0,"""問題が発生したため、<br>メールを送信できませんでした。<br><br>[No.1019］"""
Account_Form_Title#0,"""フレンドリスト"""
Ship_Form_Title#0,"""フレンドリスト"""
FriendList_Name_ID#0,"""キャラクター名/プレイヤーＩＤネーム"""
FriendList_Name_Block#0,"""ブロック/場所"""
FriendList_Name_PlayerID#0,"""プレイヤーIDネーム"""
