EnemyWeak#0,"""단숨에 쓸어 버린다"""
IncidentJsApcSuccess#7,"""/ci2 2 에헤헷, 해냈네요!<br>도와주셔서<br>감사합니다!"""
IncidentJsApcBeginEvo#7,"""/ci2 1 새로운 에너미군요.<br>방심하지 말고 가요!"""
EnemyWeak#8,"""후딱 해치우자."""
EnemyLarge#8,"""음, 이 녀석 크네."""
EnemyBoss#8,"""성가신 녀석이 나왔군……<br>침착하게 덤벼."""
EnemyRare#8,"""오?\u3000이 녀석은 희귀하군!"""
EnemyBoost#8,"""얕보지 마.<br>저 녀석, 보기보다 강해."""
DestroyEnemy1#8,"""좋아!"""
DestroyEnemy2#8,"""다음으로 간다!"""
DestroyEnemy3#8,"""자, 끝……이군."""
CondFreeze#8,"""으악!?\u3000차가워!"""
CondBurn#8,"""앗뜨뜨뜨!"""
CondShock#8,"""찌리릿……저려어어어……"""
CondPoison#8,"""우웩……독이냐……"""
CondPanic#8,"""우와, 세상이 돌고 있어……"""
CondStan#8,"""이런……안 움직여……"""
CondMirage#8,"""젠장!<br>눈이 흐려서 잘 안 보여……"""
Die#8,"""쳇……이 정도일 줄이야……"""
ThankHeal#8,"""좋아, 고맙다!"""
ThankBuff#8,"""오, 이건 고맙군."""
ThankCure#8,"""후우……기분 상쾌하군."""
DefeatEnemy#8,"""근처 에너미는<br>전부 쓰러뜨렸나?"""
LevelUp#8,"""오오!\u3000제법인데!"""
InvokeSkill1#7,"""오랏!"""
InvokeSkill2#7,"""보여 주마!"""
InvokeSkill3#7,"""자, 간다!"""
PBFull#8,"""그럼……준비는 됐어."""
PBRelease#8,"""자, 해치울까."""
Avoid#8,"""어이쿠!"""
HealSelf#8,"""한숨 돌렸군……"""
BuffSelf#8,"""좋아, 단숨에 가 볼까."""
HealOther#8,"""무사해!?"""
BuffOther#8,"""자, 받아라!"""
QuestStart1#8,"""정신 바짝 차려!"""
QuestEnd1#8,"""퀘스트 클리어!<br>이야, 수고했다."""
IncidentStart#8,"""뭐야, 뭐야?"""
IncidentSuccess#8,"""후우……어떻게든 됐나?"""
IncidentFailure#8,"""이런……<br>뭐, 신경 쓰지 마.<br>기분 전환하고 가자!"""
PSE#8,"""PSE다!<br>이왕이면 버스트를 노려 볼까?"""
PSELevelUp#8,"""PSE 레벨이<br>오른 모양이네."""
PSEBurst#8,"""좋아, 왔다!<br>PSE 버스트다!"""
HP30#8,"""아직 괜찮지만<br>도와주면 기쁘겠는데."""
HP10#8,"""큭……<br>아무래도 너무 많이 맞았나……"""
ItemRare#8,"""희귀한 걸 주웠어?"""
DamageSmall#8,"""어이쿠!"""
DamageMiddle#8,"""왓!"""
DamageLarge#8,"""우왓!?"""
Trap#8,"""아야, 이건 안 되겠군.<br>함정에 걸렸어."""
ThankTrapRescue#8,"""위험해, 위험해……<br>정말 살았어."""
TrapRescueOther#8,"""무사해?"""
MemberDamaged#8,"""괜찮아!?"""
MemberDead#8,"""자, 이 상황을<br>어떻게 헤쳐 나갈까……"""
AbilityExe#8,"""절호조다!<br>나, 활약해도 되지?"""
AbilitySpecial#8,"""나도 할 땐 한다고!"""
Resurrect#8,"""누워 있을 때가 아니군."""
PartyJoin#8,"""/ci1 1 그럼, 가 볼까."""
Marvelous#8,"""제법이네!"""
IncidentJsApcBegin#8,"""/ci1 1 오, 마침 잘 왔네!<br>조금 성가신 일이 생겨서<br>편하게……아니, 협력해 줘!"""
IncidentJsApcFailure#8,"""이런, 안 되나……<br>어쩔 수 없지, 물러날게."""
IncidentJsApcSuccess#8,"""/ci2 1 이야, 역시 제법이네.<br>덕분에 살았어!"""
IncidentJsApcBeginEvo#8,"""/ci1 1 어라, 아직 더 오는 건가.<br>우리 엄청 인기 많네……"""
EnemyWeak#9,"""잡졸이, 방해하지 마!"""
EnemyLarge#9,"""덩치 큰 놈인가, 좋은 표적이군!"""
EnemyBoss#9,"""제법 뼈대 있는 녀석이잖아"""
EnemyRare#9,"""응, 저건 뭐야?<br>희귀한 녀석 아니야?"""
EnemyBoost#9,"""위험한 분위기를 풍기는군……"""
DestroyEnemy1#9,"""한 놈 해치웠다!"""
DestroyEnemy2#9,"""자, 다음으로 가자!"""
DestroyEnemy3#9,"""상대가 안 되는군"""
CondFreeze#9,"""쳇, 동결이냐……!"""
CondBurn#9,"""이름처럼 불타고 있다곤 하지 마!"""
CondShock#9,"""몸이 저려 오잖아……!"""
CondPoison#9,"""젠장, 독인가……!"""
CondPanic#9,"""머리가 뒤죽박죽이 되는데……!"""
CondStan#9,"""몸이 안 움직여……뭐라고……!?"""
CondMirage#9,"""쳇, 시야가 흔들려……!"""
Die#9,"""진짜냐……말도 안 되잖아……이런 건"""
ThankHeal#9,"""미안하다!"""
ThankBuff#9,"""오, 센스 있네!"""
ThankCure#9,"""살았다!"""
DefeatEnemy#9,"""이 근처는 끝났군"""
LevelUp#9,"""이거 질 수 없겠는데!"""
InvokeSkill1#8,"""자, 자, 날아가라!"""
InvokeSkill2#8,"""놓치지 않아!"""
InvokeSkill3#8,"""안됐구나!"""
PBFull#9,"""아낌없이 간다!\u3000전부 받아라!"""
PBRelease#9,"""이건 내가 고른 길이다, 방해하지 마!"""
Avoid#9,"""여어!"""
HealSelf#9,"""위험해, 위험해"""
BuffSelf#9,"""준비는 게을리하지 않는 성격이라"""
HealOther#9,"""방심은 금물이다!"""
BuffOther#9,"""단숨에 끝내자!"""
QuestStart1#9,"""빠르게 끝내자"""
QuestEnd1#9,"""역시 보통이 아니군"""
IncidentStart#9,"""이 기척……뭔가 오는군!"""
IncidentSuccess#9,"""좋아, 나쁘지 않아!"""
IncidentFailure#9,"""아, 젠장, 실수했어!"""
PSE#9,"""이건……PSE라는 건가?"""
PSELevelUp#9,"""계속 가자!"""
PSEBurst#9,"""좋아, 잘됐군!"""
HP30#9,"""정말, 성가셔지는군"""
HP10#9,"""아직 끝이 아니야"""
ItemRare#9,"""오, 그거 좋은 물건 아니야?"""
DamageSmall#9,"""칫"""
DamageMiddle#9,"""크악!"""
DamageLarge#9,"""제법이잖아……!"""
Trap#9,"""이런, 함정이냐!"""
ThankTrapRescue#9,"""미안, 방심했어"""
TrapRescueOther#9,"""요즘 세상에 함정이라니 별나군!<br>지금 도와줄게!"""
MemberDamaged#9,"""괜찮아?\u3000무리하지 마!"""
MemberDead#9,"""……네놈, 감히 그랬겠다!"""
AbilityExe#9,"""자, 죽고 싶은 놈은 누구냐?"""
AbilitySpecial#9,"""어디부터 정리해 줄까?"""
Resurrect#9,"""……정말, 성가신 일이 됐군!"""
PartyJoin#9,"""/ci2 1 잘 부탁한다"""
Marvelous#9,"""휘유, 제법인데"""
IncidentJsApcBegin#9,"""/ci1 1 오, 마침 잘 왔군!<br>성가신 일에 휘말려서 말이야!<br>미안하지만 도와줄래!"""
IncidentJsApcFailure#9,"""진짜냐……꼴사납군……<br>미안, 먼저 물러날게."""
IncidentJsApcSuccess#9,"""/ci1 1 좋아, 어떻게든 해결했군!<br>도와준 덕분이야<br>고맙다!"""
IncidentJsApcBeginEvo#9,"""/ci1 1 이걸로 끝……날 분위기는 아니군<br>다음부터 다음까지 질리지도 않나 봐!<br>미안, 조금만 더 어울려 줘!"""
EnemyWeak#10,"""이 정도 상대는<br>얼른 해치우죠!"""
EnemyLarge#10,"""우와……조금 클지도……"""
EnemyBoss#10,"""가, 강해 보여……<br>그래도 어떻게든 되겠죠!"""
EnemyRare#10,"""앗, 보세요!<br>희귀한 게 있어요!"""
EnemyBoost#10,"""뭔가 위험해 보이는 분위기가<br>엄청나게 느껴지는데요……"""
DestroyEnemy1#10,"""잘됐나요?"""
DestroyEnemy2#10,"""해냈다!\u3000해냈다!"""
DestroyEnemy3#10,"""후우, 어떻게든!"""
CondFreeze#10,"""코오리가 꽁꽁 얼었어……<br>아니, 이럴 때가 아니지!"""
CondBurn#10,"""코오리가 불타고 있다니……<br>아니, 아니, 도와주세요!"""
CondShock#10,"""모모모몸이이이이<br>저저저저려어어어……!"""
CondPoison#10,"""으으……독은 아픈 걸 떠나서<br>일단 기분 나빠……!"""
CondPanic#10,"""뭔가 엄청<br>빙글빙글 몽글몽글해"""
CondStan#10,"""모, 몸이 안 움직여……?<br>앗!\u3000이거 정말 위험한 상황이야!"""
CondMirage#10,"""와아, 알 군이 잔뜩 보여……!<br>꿈만 같아……그런데 이거<br>정상은 아니란 거지!"""
Die#10,"""아우……당해 버렸어……"""
ThankHeal#10,"""앗, 감사합니다!"""
ThankBuff#10,"""왠지 힘이 솟아나요!"""
ThankCure#10,"""후우, 기분 상쾌해!"""
DefeatEnemy#10,"""대충 다 쓰러뜨린 것 같나요?"""
LevelUp#10,"""엣, 아직 더 강해지는 건가요!"""
InvokeSkill1#9,"""싹둑!"""
InvokeSkill2#9,"""와와왓!"""
InvokeSkill3#9,"""싹 베어 버릴게!"""
TechIce#4,"""얼어 버려!"""
PBFull#10,"""좋아, 비장의 수단 같은 걸<br>써 버릴게!"""
PBRelease#10,"""에잇, 이젠 될 대로 돼라!"""
Avoid#10,"""네!"""
HealSelf#10,"""이 틈에 바로 회복!"""
BuffSelf#10,"""만전의 상태로 맞서겠어!"""
HealOther#10,"""틈을 찾아 회복할게요!"""
BuffOther#10,"""이런 것도 있어요!"""
QuestStart1#10,"""발목 잡지 마, 발목 잡지 마<br>발목 잡지 마……좋아!"""
QuestEnd1#10,"""힘낸 보람이 있을지도!"""
IncidentStart#10,"""음, 뭔가 이상한 분위기……<br>이거, 무슨 일 생기는 거죠?"""
IncidentSuccess#10,"""잘돼서 다행이다……!"""
IncidentFailure#10,"""……이거 실패네요.<br>뭐, 뭐, 기분 전환하죠!"""
PSE#10,"""뭔가 세상이 술렁술렁<br>하지 않나요?\u3000그렇죠?"""
PSELevelUp#10,"""오오오!\u3000술렁임이 커지고 있어요!"""
PSEBurst#10,"""우와, 정말 예뻐……<br>그런데 이게 뭐죠?"""
HP30#10,"""으으, 흔히 말하는 위기일지도……"""
HP10#10,"""이, 이건 너무하잖아요!"""
ItemRare#10,"""앗, 그거 알아요!<br>레어 아이템이죠, 좋겠다!"""
DamageSmall#10,"""아파!"""
DamageMiddle#10,"""꺄악!"""
DamageLarge#10,"""너무해!"""
Trap#10,"""어라……혹시 나<br>함정에 걸린 건가……?"""
ThankTrapRescue#10,"""사, 살았다……"""
TrapRescueOther#10,"""괜찮아요? 지금 도와줄게요!"""
MemberDamaged#10,"""무리는 금물!"""
MemberDead#10,"""……아, 저질렀네.<br>그람은 분노의 검이라고?"""
AbilityExe#10,"""왠지 나, 절호조일지도!"""
AbilitySpecial#10,"""지금이라면 뭐든 잘 풀릴 것<br>같기도 해!"""
Resurrect#10,"""……조금만 더,<br>힘내 볼까……<br>싶기도 하고."""
PartyJoin#10,"""/ci2 1 잘 부탁드립니다"""
Marvelous#10,"""우와……대단하다……"""
IncidentJsApcBegin#10,"""/ci2 1 앗, 마침 잘 왔어요!<br>갑자기 적에게 포위돼서<br>도와주시겠어요!"""
IncidentJsApcFailure#10,"""으으……발목 잡고 싶진 않았는데<br>……미안해요, 먼저 물러날게요."""
IncidentJsApcSuccess#10,"""/ci2 1 해냈다, 해냈어요!<br>완전무결한 승리라는 거예요!<br>감사합니다!"""
IncidentJsApcBeginEvo#10,"""/ci1 1 이걸로 일단락!<br>……이란 느낌은 아닌 것 같네요.<br>조금만 더 도와주시겠어요?"""
EnemyWeak#11,"""한꺼번에 쓸어 버린다!"""
EnemyLarge#11,"""덩치만 큰 녀석 따위!"""
EnemyBoss#11,"""아무리 강대한 상대라도<br>난 절대 포기하지 않아!"""
EnemyRare#11,"""저거, 희귀한 녀석이지!"""
EnemyBoost#11,"""정말 불길한 기운이야……<br>내가 정화하겠어!"""
DestroyEnemy1#11,"""다음!"""
DestroyEnemy2#11,"""이 정도론 멈추지 않아!"""
DestroyEnemy3#11,"""고마워, 아메노무라쿠모!"""
CondFreeze#11,"""차, 차가워!\u3000잠깐, 이게 뭐야!"""
CondBurn#11,"""부, 불타고 있어!?\u3000불 꺼, 불 꺼!"""
CondShock#11,"""저, 저려어어어……!"""
CondPoison#11,"""도, 독……?\u3000기분 나빠……"""
CondPanic#11,"""아하하하!<br>저기가 여기고 여기가 어디지?"""
CondStan#11,"""모, 몸이 안 움직여……!"""
CondMirage#11,"""누, 눈이……번쩍거려서……!"""
Die#11,"""실수했어……모두 미안해……!"""
ThankHeal#11,"""고마워!"""
ThankBuff#11,"""살았어!"""
ThankCure#11,"""후우, 진정됐어."""
DefeatEnemy#11,"""자, 다음 장소로 가자!"""
LevelUp#11,"""질 수 없지!"""
InvokeSkill1#10,"""망설임을 끊어 낸다!"""
InvokeSkill2#10,"""나와 아메노무라쿠모라면!"""
InvokeSkill3#10,"""일섬!"""
PBFull#11,"""난 이제 자신을 속이지 않아!"""
PBRelease#11,"""이것이 나의……선택이다!"""
Avoid#11,"""흥!"""
HealSelf#11,"""회복은 제대로 해야지"""
BuffSelf#11,"""봐주기도, 사정도 일절 없어!"""
HealOther#11,"""괜찮아?\u3000회복할게!"""
BuffOther#11,"""만전의 상태로 맞서자!"""
QuestStart1#11,"""가자, 아메노무라쿠모"""
QuestEnd1#11,"""제법 잘된 것 같아?"""
IncidentStart#11,"""이 기척……뭔가 올 것 같아!"""
IncidentSuccess#11,"""좋아, 잘됐네!"""
IncidentFailure#11,"""으음……안 됐나"""
PSE#11,"""이 느낌……PSE 아니야?"""
PSELevelUp#11,"""계속 가자!"""
PSEBurst#11,"""우와, 예뻐……!<br>이게 PSE 버스트구나……"""
HP30#11,"""이 정도론 꺾이지 않아!"""
HP10#11,"""아직 난 포기하지 않아!"""
ItemRare#11,"""레어 드롭이다, 좋겠다!"""
DamageSmall#11,"""큭!"""
DamageMiddle#11,"""아직 멀었어!"""
DamageLarge#11,"""위험한가……!"""
Trap#11,"""헉, 함정!?"""
ThankTrapRescue#11,"""살았다, 고마워!"""
TrapRescueOther#11,"""함정이라니 고전적이네……!<br>금방 도와줄게!"""
MemberDamaged#11,"""무리하지 마!"""
MemberDead#11,"""……지키지 못했지만<br>아직 끝이 아니야!"""
AbilityExe#11,"""힘이 넘쳐흘러……<br>이건 에테르?\u3000포톤?"""
AbilitySpecial#11,"""지금이라면 뭐든 일도양단!<br>농담이야!"""
Resurrect#11,"""……쉬고 있을 때가 아니라니까!"""
PartyJoin#11,"""/ci2 1 좋아, 힘내 볼까."""
Marvelous#11,"""여전하네!"""
IncidentJsApcBegin#11,"""/ci2 1 앗, <%me>!<br>마침 잘 왔어!<br>조금 실수했는데 도와줄래?"""
IncidentJsApcFailure#11,"""으음……실수투성이라 미안해.<br>많이 반성해야겠네……<br>미안, 먼저 퇴각할게."""
IncidentJsApcSuccess#11,"""/ci2 1 끝났다, 끝났어!<br><%me>!<br>도와줘서 고마워!"""
IncidentJsApcBeginEvo#11,"""/ci5 1 끝났다……고 믿고 싶지만<br>그런 분위기는 아닌 것 같네.<br>미안, 조금만 더 도와줘!"""
EnemyWeak#12,"""하찮은 놈들에게 볼일 없어!"""
EnemyLarge#12,"""덩치만 큰 놈이!"""
EnemyBoss#12,"""흥, 상대로 부족함은 없겠네!"""
EnemyRare#12,"""저건 보기 드문 녀석 아닌가?"""
EnemyBoost#12,"""불길한 기운이 드는군"""
DestroyEnemy1#12,"""다음!"""
DestroyEnemy2#12,"""별것 아니었네!"""
DestroyEnemy3#12,"""방해한 네 탓이다!"""
CondFreeze#12,"""크윽……동결……!"""
CondBurn#12,"""크윽……연소인가……!"""
CondShock#12,"""몸이 저려서……!"""
CondPoison#12,"""크윽, 독인가……!"""
CondPanic#12,"""생각을 정리할 수가 없어……!"""
CondStan#12,"""몸이 움직이지 않아……!"""
CondMirage#12,"""시야가 이상해……!"""
Die#12,"""이럴 수가……!"""
ThankHeal#12,"""살았어!"""
ThankBuff#12,"""미안하네!"""
ThankCure#12,"""다시 시작이다!"""
DefeatEnemy#12,"""자, 다음으로 가자!"""
LevelUp#12,"""오, 괜찮잖아"""
InvokeSkill1#11,"""이얏!"""
InvokeSkill2#11,"""이건 어떠냐!"""
InvokeSkill3#11,"""날아가 버려!"""
PBFull#12,"""격의 차이를 보여 주지!"""
PBRelease#12,"""모조리 날려 버리겠어!"""
Avoid#12,"""여어"""
HealSelf#12,"""어림없다!"""
BuffSelf#12,"""그렇게는 안 돼!"""
HealOther#12,"""방심하지 마!"""
BuffOther#12,"""엄호하겠어!"""
QuestStart1#12,"""어서 임무를 끝내자"""
QuestEnd1#12,"""뭐, 훌륭하네"""
IncidentStart#12,"""뭔가 올 것 같군……"""
IncidentSuccess#12,"""좋아, 잘 해냈잖아!"""
IncidentFailure#12,"""제길, 한심하군……"""
PSE#12,"""이 기척, 포톤이 술렁이나?"""
PSELevelUp#12,"""계속 간다!"""
PSEBurst#12,"""제법이잖아"""
HP30#12,"""우쭐대지 마"""
HP10#12,"""……내가 포기할 것 같았나?"""
ItemRare#12,"""보기 드문 물건이겠지<br>챙겨 둬!"""
DamageSmall#12,"""큭"""
DamageMiddle#12,"""위험한가……?"""
DamageLarge#12,"""우왓!"""
Trap#12,"""함정이라고!?"""
ThankTrapRescue#12,"""미안하군, 수고를 끼쳤어"""
TrapRescueOther#12,"""수고를 끼치게 하지 마"""
MemberDamaged#12,"""물러서!"""
MemberDead#12,"""……감히 이런 짓을!"""
AbilityExe#12,"""감이 살아났어!"""
AbilitySpecial#12,"""기분 나쁘지 않군!"""
Resurrect#12,"""난 질 수 없다고!"""
PartyJoin#12,"""/ci2 1 발목 잡지 마"""
Marvelous#12,"""상태 좋잖아"""
IncidentJsApcBegin#12,"""/ci2 1 <%me>!<br>마침 잘 왔군!<br>조금 도와주고 가!"""
IncidentJsApcFailure#12,"""제길……꼴사납군……<br>미안해, 먼저 물러나겠어."""
IncidentJsApcSuccess#12,"""/ci2 1 좋아, 끝난 모양이군!<br>도와줘서 살았어!"""
IncidentJsApcBeginEvo#12,"""/ci1 1 이걸로 끝……난 분위기는<br>아닌 것 같군!\u3000미안하지만 조금만 더<br>어울려 주겠나?"""
EnemyWeak#13,"""한꺼번에 쓸어 버린다!"""
EnemyLarge#13,"""덩치만 큰 녀석 따위!"""
EnemyBoss#13,"""아무리 강대한 상대라도<br>난 절대 포기하지 않아!"""
EnemyRare#13,"""저거, 희귀한 녀석이지!"""
EnemyBoost#13,"""정말 불길한 기운이야……<br>내가 정화하겠어!"""
DestroyEnemy1#13,"""다음!"""
DestroyEnemy2#13,"""이 정도론 멈추지 않아!"""
DestroyEnemy3#13,"""고마워, 아메노무라쿠모!"""
CondFreeze#13,"""차, 차가워!\u3000잠깐, 이게 뭐야!"""
CondBurn#13,"""부, 불타고 있어!?\u3000불 꺼, 불 꺼!"""
CondShock#13,"""저, 저려어어어……!"""
CondPoison#13,"""도, 독……?\u3000기분 나빠……"""
CondPanic#13,"""아하하하!<br>저기가 여기고 여기가 어디지?"""
CondStan#13,"""모, 몸이 안 움직여……!"""
CondMirage#13,"""누, 눈이……번쩍거려서……!"""
Die#13,"""실수했어……모두 미안해……!"""
ThankHeal#13,"""고마워!"""
ThankBuff#13,"""살았어!"""
ThankCure#13,"""후우, 진정됐어."""
DefeatEnemy#13,"""자, 다음 장소로 가자!"""
LevelUp#13,"""질 수 없지!"""
InvokeSkill1#12,"""망설임을 끊어 낸다!"""
InvokeSkill2#12,"""나와 아메노무라쿠모라면!"""
InvokeSkill3#12,"""일섬!"""
PBFull#13,"""난 이제 자신을 속이지 않아!"""
PBRelease#13,"""이것이 나의……선택이다!"""
Avoid#13,"""흥!"""
HealSelf#13,"""회복은 제대로 해야지"""
BuffSelf#13,"""봐주기도, 사정도 일절 없어!"""
HealOther#13,"""괜찮아?\u3000회복할게!"""
BuffOther#13,"""만전의 상태로 맞서자!"""
QuestStart1#13,"""가자, 아메노무라쿠모"""
QuestEnd1#13,"""제법 잘된 것 같아?"""
IncidentStart#13,"""이 기척……뭔가 올 것 같아!"""
IncidentSuccess#13,"""좋아, 잘됐네!"""
IncidentFailure#13,"""으음……안 됐나"""
PSE#13,"""이 느낌……PSE 아니야?"""
PSELevelUp#13,"""계속 가자!"""
PSEBurst#13,"""우와, 예뻐……!<br>이게 PSE 버스트구나……"""
HP30#13,"""이 정도론 꺾이지 않아!"""
HP10#13,"""아직 난 포기하지 않아!"""
ItemRare#13,"""레어 드롭이다, 좋겠다!"""
DamageSmall#13,"""큭!"""
DamageMiddle#13,"""아직 멀었어!"""
DamageLarge#13,"""위험한가……!"""
Trap#13,"""헉, 함정!?"""
ThankTrapRescue#13,"""살았다, 고마워!"""
TrapRescueOther#13,"""함정이라니 고전적이네……!<br>금방 도와줄게!"""
MemberDamaged#13,"""무리하지 마!"""
MemberDead#13,"""……지키지 못했지만<br>아직 끝이 아니야!"""
AbilityExe#13,"""힘이 넘쳐흘러……<br>이건 에테르?\u3000포톤?"""
AbilitySpecial#13,"""지금이라면 뭐든 일도양단!<br>농담이야!"""
Resurrect#13,"""……쉬고 있을 때가 아니라니까!"""
PartyJoin#13,"""/ci2 1 좋아, 힘내 볼까."""
Marvelous#13,"""여전하네!"""
IncidentJsApcBegin#13,"""/ci2 2 오빠와 코오리를 찾다가<br>어느새 포위당해 버렸어……<br>미안하지만, 도와줄래?"""
IncidentJsApcFailure#13,"""/ci4 2 아차……익숙해졌다고<br>우쭐댄 탓일까……<br>미안해, 먼저 물러날게."""
IncidentJsApcSuccess#13,"""/ci8 2 좋아, 다 해치웠어!<br>도와줘서 고마워!<br>그럼 난 두 사람을 찾으러 갈게!"""
