EnemyWeak#0,"""試し斬りにもならないの……"""
IncidentStart#28,"""雰囲気が変わったな……<br>何かが起こるぞ、気をつけろ"""
IncidentSuccess#28,"""上々の結果だな"""
IncidentFailure#28,"""……残念な結果だ"""
PSE#28,"""フォトンが揺らいでいる……<br>ＰＳＥの前兆か"""
PSELevelUp#28,"""ＰＳＥ……まだ続くようだな"""
PSEBurst#28,"""これが噂に聞く<br>ＰＳＥバースト、というやつか"""
HP30#28,"""ちっ"""
HP10#28,"""まずいな……"""
ItemRare#28,"""それは、いいものだ"""
DamageSmall#28,"""損傷軽微……"""
DamageMiddle#28,"""ぐうっ"""
DamageLarge#28,"""……損傷が大きいな"""
Trap#28,"""トラップか！"""
ThankTrapRescue#28,"""……すまない、助かった"""
TrapRescueOther#28,"""大丈夫か？"""
MemberDamaged#28,"""一旦下がれ"""
MemberDead#28,"""……私の力不足だ"""
AbilityExe#28,"""ここからが本番だ"""
AbilitySpecial#28,"""この調子ならば……いける"""
Resurrect#28,"""……借りは返させてもらう"""
PartyJoin#37,"""/ci1 1 期待には全力で応えよう"""
Marvelous#28,"""想像以上だな"""
EnemyWeak#29,"""力試しにもならんな"""
EnemyLarge#29,"""少しは手応えがありそうだ"""
EnemyBoss#29,"""試験相手には十分だ"""
EnemyRare#29,"""……希少種か"""
EnemyBoost#29,"""禍々しい気を発しているな"""
WeatherChange#4,"""風向きが変わったか"""
DestroyEnemy1#29,"""次だ"""
DestroyEnemy2#29,"""良いデータが取れたな"""
DestroyEnemy3#28,"""次の目標に移る"""
CondFreeze#29,"""凍結状態か……"""
CondBurn#29,"""燃焼状態か……"""
CondShock#29,"""感電状態か……"""
CondPoison#29,"""これは……毒か……"""
CondPanic#29,"""ち、正常な判断ができん……"""
CondStan#29,"""身体の自由がきかん……"""
CondMirage#29,"""ち、幻覚が……"""
Die#29,"""継続戦闘は不可能……か"""
ThankHeal#29,"""すまない"""
ThankBuff#29,"""感謝する"""
ThankCure#29,"""手間をかけた"""
DefeatEnemy#29,"""制圧、完了"""
LevelUp#29,"""強くなるのは良いことだ"""
InvokeSkill1#28,"""これで終わりだ"""
InvokeSkill2#27,"""ここで決める"""
InvokeSkill3#26,"""逃しはしない"""
TechFire#10,"""燃えろ"""
TechIce#11,"""凍れ"""
TechThunder#12,"""雷よ"""
TechWind#10,"""風よ"""
TechLight#12,"""光よ"""
TechDark#11,"""闇よ"""
PBFull#28,"""準備は出来たようだ"""
PBRelease#29,"""フォトンブラストを起動する"""
TacticsFree#13,"""では、自由に動くとしよう"""
TacticsGuard#13,"""では、防御を固めるとしよう"""
TacticsMassedAttack#13,"""では、一点突破といこう"""
TacticsAttack#13,"""囮は任せてもらおう"""
Avoid#29,"""遅い"""
HealSelf#29,"""惜しかったな"""
BuffSelf#29,"""手加減はなしだ"""
HealOther#29,"""油断が過ぎるぞ"""
BuffOther#29,"""援護を行う"""
QuestStart1#29,"""任務を開始する"""
QuestStart2#10,"""頼らせてもらうぞ"""
QuestEnd1#29,"""流石だな"""
QuestEnd2#13,"""この結果は、お前のおかげだ"""
IncidentStart#29,"""雰囲気が変わったな……<br>何かが起こるぞ、気をつけろ"""
IncidentSuccess#29,"""上々の結果だな"""
IncidentFailure#29,"""……残念な結果だ"""
PSE#29,"""フォトンが揺らいでいる……<br>ＰＳＥの前兆か"""
PSELevelUp#29,"""ＰＳＥ……まだ続くようだな"""
PSEBurst#29,"""これが噂に聞く<br>ＰＳＥバースト、というやつか"""
HP30#29,"""ちっ"""
HP10#29,"""まずいな……"""
ItemRare#29,"""それは、いいものだ"""
DamageSmall#29,"""損傷軽微……"""
DamageMiddle#29,"""ぐうっ"""
DamageLarge#29,"""……損傷が大きいな"""
Trap#29,"""トラップか！"""
ThankTrapRescue#29,"""……すまない、助かった"""
TrapRescueOther#29,"""大丈夫か？"""
MemberDamaged#29,"""一旦下がれ"""
MemberDead#29,"""……私の力不足だ"""
AbilityExe#29,"""ここからが本番だ"""
AbilitySpecial#29,"""この調子ならば……いける"""
Resurrect#29,"""……借りは返させてもらう"""
PartyJoin#38,"""/ci1 1 期待には全力で応えよう"""
Marvelous#29,"""想像以上だな"""
IncidentJsApcBegin#34,"""/ci3 2 いいところに来てくれた。<br>少々手間取っている<br>手伝ってはくれないか？"""
IncidentJsApcFailure#32,"""……私が未熟だった。<br>退かせてもらう。"""
IncidentJsApcSuccess#34,"""/ci1 2 任務、完了。<br>協力感謝するぞ。"""
IncidentJsApcBeginEvo#33,"""/ci1 2 任務、完了……いや<br>この反応は、どうやらまだ<br>来るみたいだな。"""
EnemyWeak#30,"""あらあらあ、雑魚さんが<br>迷い込んだんですかあ？"""
EnemyLarge#30,"""大きいことはいいことですよお<br>どこを狙っても当たりますからねえ"""
EnemyBoss#30,"""すごい強そうな感じですねえ<br>楽しそうな相手ですよお"""
EnemyRare#30,"""あらあらあらあ？<br>珍しいのがうろちょろしてますねえ<br>撃ってみたいですねえ"""
EnemyBoost#30,"""あれは……なんでしょうねえ？<br>なんとも不気味で不思議で<br>こわーい感じですよお？"""
DestroyEnemy1#30,"""ふふふふふっ"""
DestroyEnemy2#30,"""次の玩具はどこですかあ？"""
DestroyEnemy3#29,"""いいですねえ<br>とっても楽しいですよお"""
CondFreeze#30,"""かちんこちんに<br>凍っちゃいましたねえ<br>今のリサ、とーっても冷たいですよお"""
CondBurn#30,"""ふふふっ、燃えてるリサはどうですか？"""
CondShock#30,"""いいですねえ、痺れる瞬間に<br>トリガーをにぎっているのが<br>たまらないですよお……"""
CondPoison#30,"""毒の気持ち悪さって<br>なかなかどうして、いいですねえ"""
CondPanic#30,"""混乱してても変わりませんよお<br>リサはいっつも混乱してるような<br>ものですからねえ"""
CondStan#30,"""短時間とはいえ<br>身動き取れないというのは……<br>そそりますねえ"""
CondMirage#30,"""よおく見えませんが<br>まあ、ばらまけば変わりませんねえ"""
Die#30,"""……悪くない……ですねえ"""
ThankHeal#30,"""ふふっ、助かりましたよお"""
ThankBuff#30,"""それじゃもーっと頑張りますよお"""
ThankCure#30,"""すっきりしたので<br>もっと殺ってきますねえ"""
DefeatEnemy#30,"""他に敵さんはいないんですかあ？"""
LevelUp#30,"""強くなりましたねえ"""
InvokeSkill1#29,"""動かないでくださいねえ"""
InvokeSkill2#28,"""気持ちよくありませんかあ？"""
InvokeSkill3#27,"""ふふふっ、踊ってくださいねえ"""
PBFull#29,"""もっと楽しいこと<br>知りたいんですかあ？"""
PBRelease#30,"""ここから楽しくなりますよお"""
TacticsFree#14,"""好きにやらせてもらいますねえ"""
TacticsGuard#14,"""守りを固めて<br>のちのち百倍返しですねえ"""
TacticsMassedAttack#14,"""集中的にいじめてあげましょう"""
TacticsAttack#14,"""敵さんこちら、銃のなるほうへ"""
Avoid#30,"""あららあ？"""
HealSelf#30,"""そろそろ回復でもしましょうかねえ"""
BuffSelf#30,"""補助があれば<br>もっと楽しめそうですねえ"""
HealOther#30,"""ちゃんと回復してくださいねえ"""
BuffOther#30,"""補助も忘れちゃだめなんですよお？"""
QuestStart1#30,"""ふふっ、うふふっ"""
QuestStart2#11,"""いいですよお<br>一緒に楽しみましょうねえ"""
QuestEnd1#30,"""終わっちゃいましたねえ"""
QuestEnd2#14,"""もっとずうっと<br>楽しみたかったんですけどねえ"""
IncidentStart#30,"""ふふっ、何か起こりそうですよお"""
IncidentSuccess#30,"""上手くいったみたいですねえ"""
IncidentFailure#30,"""欲求不満ですねえ"""
PSE#30,"""おやおやおやおや<br>これってこれってもしかして？"""
PSELevelUp#30,"""はいはいはいはい<br>どんどん続けていきましょうねえ"""
PSEBurst#30,"""ふふっ、うっとりするほど<br>すばらしいですねえ"""
HP30#30,"""気持ちよくなってきましたよお"""
HP10#30,"""いいですねぇ……<br>このギリギリな感じ"""
ItemRare#30,"""それっていいものですよねえ<br>いいですねえ、ふふっ"""
DamageSmall#30,"""うっ"""
DamageMiddle#30,"""ふふっ"""
DamageLarge#30,"""いたい"""
Trap#30,"""罠にかかるのも<br>なかなか新鮮ですねえ"""
ThankTrapRescue#30,"""罠にかかったごっこは<br>おしまいですかあ？"""
TrapRescueOther#30,"""罠、どうでした？<br>気持ちよかったですかあ？"""
MemberDamaged#30,"""無理をしていいのは<br>リサだけですよお？"""
MemberDead#30,"""ふうん、ふむふむ……<br>これはこれは、久々に<br>怒ってきちゃいましたね"""
AbilityExe#30,"""/toge うふふっ、ふふふふっ<br>調子、出てきましたよお"""
AbilitySpecial#30,"""/toge リサにおまかせですよおー！"""
Resurrect#30,"""おはようございます"""
PartyJoin#39,"""/ci1 1 気を付けてくださいねえ"""
Marvelous#30,"""獲物、取られましたねえ"""
IncidentJsApcBegin#35,"""/ci5 2 ようこそようこそ楽しい訓練ですよお。<br>でもでも訓練とはいえ、気を抜くと<br>大変なことになっちゃうかもですねえ。"""
IncidentJsApcSuccess#35,"""/ci4 3 ＶＲはいいですねえ。<br>誤射とか気にせず好き放題やれますし。<br>ではでは、また呼んでくださいねえ。"""
IncidentJsApcBeginEvo#34,"""/ci2 4 おやおやおや、新手ですか。<br>いいですねえ、期待できそうですよお。<br>もっと楽しませてくださいねえ。"""
EnemyWeak#31,"""ふふふ……このぐらいの相手なら<br>私一人でも十分ですわ！"""
EnemyLarge#31,"""大きければいいというものでは<br>ないんですからね！"""
EnemyBoss#31,"""うう……なんだか強そう……<br>見なかったことにしたいですわ"""
EnemyRare#31,"""あら？\u3000あちらにいらっしゃるのは<br>希少種というやつでは？"""
EnemyBoost#31,"""むむむ……<br>なんとも気味悪い気配をした<br>エネミーですわね……"""
WeatherChange#5,"""環境変化もなんのその、ですわ！"""
DestroyEnemy1#31,"""やりましたわ！"""
DestroyEnemy2#31,"""いかがです！"""
DestroyEnemy3#30,"""見ていただけました？"""
CondFreeze#31,"""水もしたたるいい女……<br>って違っ、これ凍ってる！\u3000冷たっ！"""
CondBurn#31,"""燃え上がるような情熱……<br>じゃなくてすっごく熱いんですけど！"""
CondShock#31,"""痺れるほどに、刺激的……<br>というか本当に痺れが……！"""
CondPoison#31,"""ふふっ、美女は毒を隠し持つ……<br>……私、美女じゃなくていいから<br>解毒を、解毒をー！"""
CondPanic#31,"""ふふふ……<br>今なら何にも出来なさそうな<br>そんな気がしますわ！"""
CondStan#31,"""なんと言われようとも<br>私この場を一歩も動きませんわ！<br>というか動けませんわ！"""
CondMirage#31,"""いつも夢見がちな私に幻覚なんて！<br>……あら？\u3000あそこに<br>とってもおいしそうなケーキが……"""
Die#31,"""もうだめ……休ませてください……"""
ThankHeal#31,"""感謝しますわ！"""
ThankBuff#31,"""強くなった気分ですわ！"""
ThankCure#31,"""気分爽快、というやつですわ！"""
DefeatEnemy#31,"""これにて一件落着、ですわ！<br>ささ、次の場所へ行きましょう"""
LevelUp#31,"""私にも分けていただけません？"""
InvokeSkill1#30,"""見とれてもいいですよ？"""
InvokeSkill2#29,"""これで、終わりですわ！"""
InvokeSkill3#28,"""やるときはやります！"""
PBFull#30,"""こちらは準備オッケーですわ！"""
PBRelease#31,"""力を貸してくださいね"""
TacticsFree#15,"""おまかせあれ！<br>今以上に自由に動いて<br>みせますわ！"""
TacticsGuard#15,"""おまかせあれ！<br>しっかり耐えてみせますわ！"""
TacticsMassedAttack#15,"""おまかせあれ！<br>集中攻撃といきましょう！"""
TacticsAttack#15,"""おまかせあれ！<br>って、私が囮なのですか！？"""
Avoid#31,"""華麗に回避！"""
HealSelf#31,"""まだ死にたくありませんので"""
BuffSelf#31,"""足りない力は補助でフォロー！"""
HealOther#31,"""無理はなさらないで！"""
BuffOther#31,"""能力強化もお忘れなく！"""
QuestStart1#31,"""よろしくお願いいたします"""
QuestStart2#12,"""貴方様と一緒なら<br>私、何でも出来そうな気がします！<br>まあたぶん気のせいですけど！"""
QuestEnd1#31,"""ずっと、貴方様に<br>おんぶにだっこでしたけど……<br>終わりよければ、です！"""
QuestEnd2#15,"""これにて任務完了、ですわね！"""
IncidentStart#31,"""障害を乗り越えてこその成長！<br>どんなものでもどんとこい、ですわ！"""
IncidentSuccess#31,"""やりましたね！<br>貴方様と一緒だったから楽……<br>じゃなくて、貴方様のおかげですわ！"""
IncidentFailure#31,"""うう……<br>私、足を引っ張っちゃいましたね……"""
PSE#31,"""むむっ、むむむっ！<br>これはPSEの感じですよ！"""
PSELevelUp#31,"""やりました！<br>どんどん続けていきましょう！"""
PSEBurst#31,"""お見事ですわ！<br>これが、PSEバーストです！"""
HP30#31,"""なんだかすっごく集中的に<br>狙われている気が……"""
HP10#31,"""戦力分析、出来ていますわね。<br>もっとも弱い私を叩いてくるなんて<br>……た、助けてくださーい！"""
ItemRare#31,"""いいもの拾えましたか？"""
DamageSmall#31,"""痛っ！"""
DamageMiddle#31,"""わわわっ！"""
DamageLarge#31,"""ひどいですわ……"""
Trap#31,"""ちょっ、罠とか！<br>なんでそんなのあるんです！？"""
ThankTrapRescue#31,"""た、助かりましたわ……"""
TrapRescueOther#31,"""罠に気をつけてくださいね！<br>私もさっきひっかかりそうに<br>なりましたから！"""
MemberDamaged#31,"""無理はなさらないで！"""
MemberDead#31,"""……許せません。<br>絶対に、許せませんわ！"""
AbilityExe#31,"""ふふふ、ここからが<br>私のターン、ですわ！"""
AbilitySpecial#31,"""私におまかせ、ですわ！"""
Resurrect#31,"""そろそろ起きましょうか"""
PartyJoin#40,"""/ci1 1 私、参上ですわ！"""
Marvelous#31,"""素晴らしいお手前です！"""
IncidentJsApcBegin#36,"""/toge /ci3 2 あっ、あっ、貴方様はっ！<br>素晴らしいタイミングです！<br>手伝っていただけませんか！"""
IncidentJsApcFailure#33,"""きゅう……これ以上は無理です……<br>すみませんが、撤退します"""
IncidentJsApcSuccess#36,"""/ci2 2 いやいや、一時はどうなることかと……<br>ほんと、感謝感謝です！<br>ありがとうございました！"""
IncidentJsApcBeginEvo#35,"""/ci1 2 ふー、なんとかなって一安心……<br>……とは、いかないようですわね。<br>もう少しお付き合いいただけます？"""
EnemyWeak#32,"""これなら余裕ですね！"""
EnemyLarge#32,"""ぺしゃんこにされないよう<br>気を付けていきましょう……！"""
EnemyBoss#32,"""手ごわそうな相手ですね！<br>張り切っていきましょう！"""
EnemyRare#32,"""わっ、珍しいエネミーですね！"""
EnemyBoost#32,"""この雰囲気……<br>ただのエネミーじゃありません……！"""
DestroyEnemy1#32,"""やりました！"""
DestroyEnemy2#32,"""まだまだいけます！"""
DestroyEnemy3#31,"""バッチリ倒せました！"""
CondFreeze#32,"""ふぇっくしょ！<br>ざ、ざぶいでず～！"""
CondBurn#32,"""あ、あつっ！<br>熱いですっ！"""
CondShock#32,"""し、しびれ……ます……！"""
CondPoison#32,"""ううっ<br>き、気持ち悪いです……"""
CondPanic#32,"""はれれ……？<br>視界が、ぐるぐるします～"""
CondStan#32,"""う、動けない……！"""
CondMirage#32,"""ほぉぉー……！<br>なんだか世界が<br>ぼんやりしてます！"""
Die#32,"""やらなきゃいけないことが……<br>あるのに……"""
ThankHeal#32,"""ありがとうございますっ！"""
ThankBuff#32,"""助かりましたっ！"""
ThankCure#32,"""ふぅ……落ち着いてきました……"""
DefeatEnemy#32,"""どんどん進みましょう！"""
LevelUp#32,"""わぁ！<br>おめでとうございます！"""
InvokeSkill1#31,"""行きます！"""
InvokeSkill2#30,"""この一撃で！"""
InvokeSkill3#29,"""/toge とっておきの……いきますっ！！"""
PBFull#31,"""いつでもいけますっ！"""
PBRelease#32,"""/toge わたしのフォトン……受け止めて下さい！！"""
Avoid#32,"""ひゃっ！"""
HealSelf#32,"""まだまだやれますっ！"""
BuffSelf#32,"""準備万端ですっ！"""
HealOther#32,"""大丈夫ですか？"""
BuffOther#32,"""これでばっちりですねっ！"""
QuestStart1#32,"""張り切っていきましょう！"""
QuestEnd1#32,"""クエストクリアですっ！<br>えへへっ、やりましたね！"""
IncidentStart#32,"""なんだか、胸騒ぎがします……！"""
IncidentSuccess#32,"""はぁ……はぁ……<br>リーダーのおかげで<br>何とかなりました！"""
IncidentFailure#32,"""すみません……わたしが<br>リーダーの足を引っ張ったから……"""
PSE#32,"""これは……ＰＳＥ、でしょうか？"""
PSELevelUp#32,"""レベルが上がりましたっ！"""
PSEBurst#32,"""ＰＳＥバースト！<br>何度見ても、美しいですね…！"""
HP30#32,"""はぁ……はぁ……<br>ちょっと、バテてきちゃいました……"""
HP10#32,"""もう……倒れちゃいそうです……"""
ItemRare#32,"""珍しいアイテムですね！<br>おめでとうございますっ！"""
DamageSmall#32,"""うぅ……っ！"""
DamageMiddle#32,"""きゃっ！"""
DamageLarge#32,"""うわぁぁっ！！"""
Trap#32,"""うぎゃっ！<br>罠にひっかかりましたー！"""
ThankTrapRescue#32,"""助かりました！<br>ありがとうございます！"""
TrapRescueOther#32,"""だ、大丈夫ですか？"""
MemberDamaged#32,"""わたしに任せてください！"""
MemberDead#32,"""許せません……！"""
AbilityExe#32,"""力が溢れてきます！"""
AbilitySpecial#32,"""なんだかわたし、<br>今ならどんなことでも<br>出来ちゃいそうな気がします！"""
Resurrect#32,"""わたし……まだ、死ねない。"""
PartyJoin#41,"""/toge /ci2 1 よろしくお願いします！"""
Marvelous#32,"""さすがです！"""
IncidentJsApcBegin#37,"""/ci1 1 すみません！<br>敵がいっぱいで手こずってるんです。<br>手伝ってもらえませんか？"""
IncidentJsApcFailure#34,"""ううっ、すみません。<br>わたしの力が足りないばっかりに……"""
IncidentJsApcSuccess#37,"""/ci2 2 えへへっ、やりましたね！<br>助けてくださって<br>ありがとうございました！"""
IncidentJsApcBeginEvo#36,"""/ci2 1 新手のエネミーですね。<br>油断せずにいきましょう！"""
EnemyWeak#33,"""手早く片付けましょう。"""
EnemyLarge#33,"""大型のエネミーね。<br>注意して。"""
EnemyBoss#33,"""相手の動きをよく見て。<br>必ず隙があるはず……"""
EnemyRare#33,"""珍しいのが出たわね……"""
EnemyBoost#33,"""なんて威圧感……<br>油断したら危険だわ。"""
DestroyEnemy1#33,"""こんなところね。"""
DestroyEnemy2#33,"""終わりよ。"""
DestroyEnemy3#32,"""仕留めたわ。"""
CondFreeze#33,"""身体が、凍って……！"""
CondBurn#33,"""つっ……！<br>身体に、火が……！"""
CondShock#33,"""……っ！\u3000し、しび、れ……"""
CondPoison#33,"""毒を受けたようね……"""
CondPanic#33,"""方向感覚が狂っている……<br>厄介ね……"""
CondStan#33,"""身体が、動かない……！？"""
CondMirage#33,"""視界をやられたわ……"""
Die#33,"""終わり……なの……？"""
ThankHeal#33,"""ありがとう。"""
ThankBuff#33,"""助かるわ……"""
ThankCure#33,"""これなら万全だわ。"""
DefeatEnemy#33,"""この一帯は安全が確保されたようね。"""
LevelUp#33,"""あら、よかったじゃない。"""
TechFire#11,"""燃やし尽くす。"""
TechIce#12,"""凍ってなさい……"""
TechThunder#13,"""轟け……！"""
TechWind#11,"""風を巻き起こす……！"""
TechLight#13,"""光を力に……"""
TechDark#12,"""闇に……覆われなさい。"""
PBFull#32,"""力が満ちているわ……"""
PBRelease#33,"""今なら、行ける……！"""
Avoid#33,"""はっ！"""
HealSelf#33,"""これで平気よ。"""
BuffSelf#33,"""ここから攻めるわ。"""
HealOther#33,"""無理はしないことね……"""
BuffOther#33,"""援護するわ。"""
QuestStart1#33,"""落ち着いていきましょう。"""
QuestEnd1#33,"""任務完了ね。"""
IncidentStart#33,"""まずは状況の把握ね……"""
IncidentSuccess#33,"""うまくいったようね。"""
IncidentFailure#33,"""……失敗ね。<br>この反省……次に活かすわ……"""
PSE#33,"""ＰＳＥが発生したみたいね。"""
PSELevelUp#33,"""ＰＳＥの水準が高まっていく……"""
PSEBurst#33,"""ＰＳＥバースト……<br>この恩恵を有効活用しましょう。"""
HP30#33,"""心配には、及ばないわ……"""
HP10#33,"""これは……厳しいわね……"""
ItemRare#33,"""希少なアイテムね。<br>……良かったじゃない。"""
DamageSmall#33,"""くぅっ……！"""
DamageMiddle#33,"""ぐ……！"""
DamageLarge#33,"""うっ……く……！"""
Trap#33,"""しまった、罠に……！"""
ThankTrapRescue#33,"""助かったわ……"""
TrapRescueOther#33,"""平気かしら？"""
MemberDamaged#33,"""無事！？"""
MemberDead#33,"""くっ……<br>なんてこと……！"""
AbilityExe#33,"""普段よりも、身体の調子がいい……"""
AbilitySpecial#33,"""全力で……行くわ！"""
Resurrect#33,"""まだ、戦える……！"""
PartyJoin#42,"""/ci1 よろしく……"""
Marvelous#33,"""……すごいじゃない。"""
IncidentJsApcBegin#38,"""/ci1 1 ちょっと私の手に余る<br>事態なのだけれど……<br>よければ手伝ってくれないかしら？"""
IncidentJsApcFailure#35,"""ごめんなさい……<br>私は退却するわ……"""
IncidentJsApcSuccess#38,"""/ci1 1 ありがとう……<br>おかげで切り抜けられたわ。"""
IncidentJsApcBeginEvo#37,"""/ci1 2 まだ出てくるのね。<br>息をつく暇も無いわ……"""
EnemyWeak#34,"""うふふ、カワイイじゃない？"""
EnemyLarge#34,"""あら、おっきいのも好みよぉ……？"""
EnemyBoss#34,"""すっごく立派ねぇ……ス・テ・キ！<br>じっくり……楽しみましょう♪"""
EnemyRare#34,"""いいわね……珍種は大好きよ"""
EnemyBoost#34,"""こんなに真っ赤になって……<br>うふふ、カワイイ"""
DestroyEnemy1#34,"""いいカンジよ"""
DestroyEnemy2#34,"""あら、もう終わり？"""
DestroyEnemy3#33,"""次のコ、いらっしゃい？"""
CondFreeze#34,"""さ、寒いのぉ……<br>お願い、アナタの体で温めて！"""
CondBurn#34,"""ふう、暑くなってきちゃった……<br>この水着、脱いでもいいわよね？"""
CondShock#34,"""あぁん！\u3000ビリビリしてるぅ！<br>ん……クセになりそう……"""
CondPoison#34,"""ふう、ちょっと酔っちゃった……<br>アナタのマイルームで休みましょ？"""
CondPanic#34,"""アタシと水着と<br>どっちが好きなのっ……！？"""
CondStan#34,"""あんまり見ないでぇ……<br>この水着、布が多くて恥ずかしいの……"""
CondMirage#34,"""うふふふ……<br>よりどりみどりだわぁ……"""
Die#34,"""あぁ……もう……立てないわぁ……"""
ThankHeal#34,"""あらぁ、ありがと。<br>あとでイイコトしてあ・げ・る♪"""
ThankBuff#34,"""うふふ、ありがと。<br>いい気持ちよ"""
ThankCure#34,"""助かったわ。<br>お礼は、なにがいい？"""
DefeatEnemy#34,"""もうおしまい？<br>早すぎよぉ、もっと粘ってくれなくちゃ"""
LevelUp#34,"""あーらぁ、また逞しくなったわねぇ"""
InvokeSkill1#32,"""大丈夫よぉ。<br>痛いのは、最初だけだからぁん！"""
InvokeSkill2#31,"""うふふ……<br>たっぷり楽しませて……あ・げ・る！"""
InvokeSkill3#30,"""悪い子ね……<br>どこを責めてほしいの？"""
PBFull#33,"""準備オッケーよ……<br>いつでも来て！"""
PBRelease#34,"""いいもの見せて、ア・ゲ・ル！"""
Avoid#34,"""もぅ！\u3000無茶しないで！"""
HealSelf#34,"""ふぅ……"""
BuffSelf#34,"""ゾクゾクしてきたわ……"""
HealOther#34,"""癒やしてあげる"""
BuffOther#34,"""うふふ……<br>こうすると、どうなるのかしら？"""
QuestStart1#34,"""お楽しみの時間よ"""
QuestEnd1#34,"""うふふ、お疲れさま。<br>よく頑張ったわね"""
IncidentStart#34,"""じゃあ、見ててあげるから<br>やってごらんなさい？"""
IncidentSuccess#34,"""とっても上手だったわ。<br>なでなでしてあげるわね"""
IncidentFailure#34,"""もっと露出の高い水着なら<br>アタシも力を発揮できたのに……"""
PSE#34,"""ＰＳＥね。<br>オトナの階段、昇っちゃいましょ？"""
PSELevelUp#34,"""感じる……感じるわぁ……！<br>もっと高めて！\u3000ＰＳＥ！"""
PSEBurst#34,"""さあ、いっちゃいなさい！<br>ＰＳＥバースト！"""
HP30#34,"""んっ……くっ……"""
HP10#34,"""んんっ……<br>も、もう……"""
ItemRare#34,"""そのアイテムとアタシ……<br>交換なんてどう？<br>サービスするからぁん！"""
DamageSmall#34,"""いやぁん"""
DamageMiddle#34,"""ああんっ"""
DamageLarge#34,"""はぁーんっ！"""
Trap#34,"""やだぁ、拘束されちゃったぁ。<br>これ、すごい……っ……！"""
ThankTrapRescue#34,"""もぅ、ここからだったのにぃ……<br>責任……とってね"""
TrapRescueOther#34,"""アナタが、かかっていいのは……<br>アタシの甘い罠だけよ"""
MemberDamaged#34,"""まだ、ガマンできるわね？"""
MemberDead#34,"""あ、あ……<br>しょうがないコねぇ"""
AbilityExe#34,"""はぁん……<br>すごく調子がイイわっ！"""
AbilitySpecial#34,"""ふふ、ふふふふ……満ちてきたわ。<br>アタシの本気、見せてあげる。<br>さあ、最後までいくわよっ！"""
Resurrect#34,"""たぎるわ……みなぎるわ……！<br>まだまだやれるっ……！"""
PartyJoin#43,"""/ci9 3 ご指名アリガト。がんばっちゃうわよ"""
Marvelous#34,"""うふふ……<br>食べちゃいたいくらい魅力的よ"""
IncidentJsApcBegin#39,"""/ci2 2 もぅ、この子たちってば……<br>遊びなのに、本気になっちゃって。<br>リーダー、相手してあげましょ♪"""
IncidentJsApcFailure#36,"""あぁん、もうダメ！<br>疲れちゃったぁ……<br>リーダー……激しすぎよぉ……"""
IncidentJsApcSuccess#39,"""/ci9 4 うふふ、楽しかったわ。<br>また一緒に楽しみましょう。<br>今度はふたりで……ね？"""
IncidentJsApcBeginEvo#38,"""/ci2 2 もっとしたいの？<br>ふふふ、欲しがりさんね♪"""
EnemyWeak#35,"""んん？<br>あんまり強くない、かな？"""
EnemyLarge#35,"""すっごく……おおきいなぁ……"""
EnemyBoss#35,"""面倒な相手が来ちゃった……"""
EnemyRare#35,"""すっごいレアな種ね<br>ついてるかも……"""
EnemyBoost#35,"""この感じは……<br>よくない雰囲気ですよ"""
DestroyEnemy1#35,"""やっちゃいました"""
DestroyEnemy2#35,"""決めちゃいました"""
DestroyEnemy3#34,"""優雅に決めっ！"""
CondFreeze#35,"""冷たいなぁ……"""
CondBurn#35,"""熱いかも……"""
CondShock#35,"""びりびりする……"""
CondPoison#35,"""気持ち悪い……"""
CondPanic#35,"""ぐるぐるして……<br>なんだろ、コレ……"""
CondStan#35,"""ふぬけちゃった……"""
CondMirage#35,"""何か視界がヘン……"""
Die#35,"""お姉ちゃん……"""
ThankHeal#35,"""ありがとう"""
ThankBuff#35,"""もっと頑張る"""
ThankCure#35,"""気分スッキリ"""
DefeatEnemy#35,"""とりあえず、終わりかな？"""
LevelUp#35,"""強くなるのはいいこと"""
InvokeSkill1#33,"""こういうのは<br>パティちゃんの役目だよ"""
TechFire#12,"""無駄は嫌いなの"""
TechIce#13,"""逃がさない"""
TechThunder#14,"""見えてるんだけど？"""
TechWind#12,"""いろいろ出来るんだよ？"""
TechLight#14,"""テクニックなら任せて"""
TechDark#13,"""終わりにする"""
PBFull#34,"""私も怒るときは怒るから"""
PBRelease#35,"""二番、ティア。行きます"""
TacticsFree#16,"""それじゃ、自由にやります"""
TacticsGuard#16,"""防御を固めて隙をうかがう<br>常套戦術ね"""
TacticsMassedAttack#16,"""一点集中……<br>合理的だと思う"""
TacticsAttack#16,"""私がひきつけます"""
Avoid#35,"""残念"""
HealSelf#35,"""そう簡単に倒れたりはしないから"""
BuffSelf#35,"""補助だって忘れません"""
HealOther#35,"""はやめの回復を心がけて"""
BuffOther#35,"""能力強化を忘れずに"""
QuestStart1#35,"""それじゃ、よろしく"""
QuestEnd1#35,"""終わり、かな？"""
IncidentStart#35,"""何か、起こりそうな予感が"""
IncidentSuccess#35,"""成功したみたい"""
IncidentFailure#35,"""失敗は成功の元"""
PSE#35,"""フォトンの活性化……？<br>始まったみたい"""
PSELevelUp#35,"""さらに続けてみましょう"""
PSEBurst#35,"""ここまで<br>活性化するものなのね"""
HP30#35,"""まだまだ元気です"""
HP10#35,"""少し……辛いかも"""
ItemRare#35,"""それ、いいものみたいね"""
DamageSmall#35,"""つっ"""
DamageMiddle#35,"""きゃあっ"""
