YesText#0,"""Да"""
Mail_Init_Mes_EditList_PC#0,"""<gray>Введите текст<br>※Используйте [Alt]+[Enter] для перехода на следующую строку.<c>"""
Mail_Init_Mes_EditList_vita#0,"""<gray>Введите текст<c>"""
Mail_Button_ToList#0,"""…"""
Mail_Button_Reply#0,"""Ответить"""
Mail_Button_Send#0,"""Отправить"""
Mail_Button_Item#0,"""-"""
Mail_Button_Close#0,"""Закрыть"""
Mail_Result_ReplyText#0,"""$(0) написал:<br>"""
Mail_Result_Reply#0,"""> """
Mail_Result_ReplyTitle#0,"""Re"""
Mail_Result_ReplySplit#0,""":"""
MailAddress_MessageForm_Title#0,"""Член"""
MailAddress_Create_Title#0,"""Изменить получателя"""
MailAddress_Button_Reload#0,"""Обновить"""
MailAddress_Radio_None#0,"""Отсутствуют"""
MailAddress_Radio_ListFriend#0,"""Список друзей"""
MailAddress_Radio_ListMember#0,"""Список команды"""
MailList_Tab_All#0,"""1. Отображать всё"""
MailList_Tab_System#0,"""2. Системные"""
MailList_Tab_Chara#0,"""3. От персонажей"""
MailList_Tab_ShipFriend#0,"""4. От друзей и команды"""
MailList_Tab_DailyOrder#0,"""-"""
MailList_Tab_ClientOrder#0,"""-"""
MailList_Tab_Scenario#0,"""-"""
MailList_Tab_Reward#0,"""-"""
MailList_Tab_Transmission#0,"""5. Отправленные"""
MailList_Button_Reload#0,"""Обновить"""
VITA_Mail_Button_Reply#0,"""Ответить с цитатой"""
VITA_MailList_CreateMail#0,"""<pict Sign_TRIANGLE>Написать новое письмо"""
MailList_Button_CreateNormalMail#0,"""Написать письмо"""
MailList_Button_Delete#0,"""Удалить письмо"""
MailList_Button_Next#0,"""Прочесть следующее"""
MailList_Menu_Open#0,"""Открыть"""
MailList_Menu_Delete#0,"""Удалить"""
MailList_Menu_MultiDelete#0,"""Удалить несколько"""
MailList_Menu_MarkRead#0,"""Пометить прочтенным"""
MailList_Menu_MarkUnRead#0,"""Пометить не прочтенным"""
MailList_Sort_Receive#0,"""По дате"""
MailList_Sort_From#0,"""По отправителю/получателю"""
MailList_Sort_Subject#0,"""По теме"""
MailList_Sort_Read#0,"""По состоянию"""
MailList_Mail_None#0,"""У вас нет писем"""
Mail_Player_None#0,"""Выберите получателя"""
MailList_List_Remove_Exp#0,"""Хотите удалить письмо?"""
MailList_Error_Command_LISTED#0,"""Ошибка получения почты.<br><br>[No.1003]"""
MailList_Error_Command_REMOVED#0,"""Ошибка удаления письма.<br><br>[No.1004]"""
MailList_Error_Command_UPDATED#0,"""Ошибка обновления почты.<br><br>[No.1047]"""
MailList_Error_Command_BODY_GOT#0,"""Ошибка при отправке почты.<br><br>[No.1005]"""
MailList_Error_Command_CHARA_SENT#0,"""Ошибка отправки.<br><br>[No.1006]"""
MailList_Error_Command_SHIP_SENT#0,"""Ошибка отправки.<br><br>[No.1007]"""
MailList_Error_Command_SHIP_RECEIVE#0,"""Ошибка отправки.<br><br>[No.1008]"""
MailList_Error_Command_Default#0,"""Ошибка обработки сообщения.<br><br>[No.1009]"""
MailList_Error_Insufficient#0,"""В письме необходимо указать тему и текст письма."""
MailList_Error_ToNone#0,"""Вы не указали получателя.<br>Письмо не может быть отправлено."""
MailList_Error_Result_Error#0,"""Не получилось отправить письмо<br>ввиду ошибки.<br><br>[No.1010]"""
MailList_Error_Result_Unknown#0,"""Не получилось отправить письмо<br>ввиду ошибки.<br><br>[No.1011]"""
MailList_Error_Result_Black#0,"""Письмо не отправлено.<br><br>[No.1012]"""
MailList_Error_Chakkyo_Sareta#0,"""Письмо отправлено."""
MailList_Error_Result_TooMany#0,"""Невозможно обработать письмо, так как у вас их и так много.<br><br>[No.1013］"""
MailList_Error_Result_DB#0,"""Не получилось отправить сообщениеl, так как нет доступа к базе данных.<br><br>[No.1014］"""
MailList_Error_Result_InvalidChara#0,"""Не получилось отправить письмо<br>ввиду ошибки.<br><br>[No.1015]"""
MailList_Error_Result_NotFriend#0,"""Получатель не является<br>другом или членом команды.<br><br>[No.1016］"""
MailList_Error_Result_TooLongSubject#0,"""Длина заголовка слишком длинная.<br>Невозможно отправить сообщение."""
MailList_Error_Result_TooLongBody#0,"""Слишком большой текст.<br>Невозможно отправить сообщение."""
MailList_Error_Result_Busy#0,"""Невозможно отправить ваше сообщениеl,<br>сервер занят.<br><br>[No.1017]"""
MailList_Error_Default#0,"""Не получилось отправить письмо<br>ввиду ошибки.<br><br>[No.1018]"""
MailList_Result_NotifyMail#0,"""Получено новое письмо."""
MailList_Result_SendOK#0,"""Письмо отправлено."""
MailList_Result_SendNG#0,"""Не получилось отправить письмо<br>ввиду ошибки.<br><br>[No.1019"""
Account_Form_Title#0,"""Список друзей"""
Ship_Form_Title#0,"""Список друзей"""
FriendList_Name_ID#0,"""Имя персонажа / Имя Player ID"""
FriendList_Name_Block#0,"""Блок / Месность"""
FriendList_Name_PlayerID#0,"""Имя Player ID"""
FriendList_Name_Login#0,"""Время захода"""
FriendList_Name_Ship#0,"""Текущий корабль"""
FriendList_Name_Chara_Vita#0,"""Имя персонажа"""
FriendList_Name_Block_Vita#0,"""Блок"""
FriendList_Name_Place_Vita#0,"""Область"""
FriendList_Name_Priority_Vita#0,"""Приоритет"""
FriendList_Name_LoginStatus_Vita#0,"""Статус захода"""
Priority_Title#0,"""Настройки приоритета"""
Priority1#0,"""Приоритет 1"""
Priority2#0,"""Приоритет 2"""
Priority3#0,"""Приоритет 3"""
Priority4#0,"""Приоритет 4"""
Priority5#0,"""Приоритет 5"""
FriendList_NotifyInviteSend#0,"""Отправить запрос на добавление в друзья."""
FriendList_NotifyInvite#0,"""Вы отправили запрос на добавление в друзья $(0)."""
FriendList_NotifyInviteReplyOK#0,"""$(0) принял предложение дружбы."""
FriendList_NotifyInviteReplyNG#0,"""$(0) отклонил предложение дружбы."""
FriendList_FrindOK#0,"""Вы теперь друзья с $(0)."""
FriendList_FrindNG#0,"""Вы отказались быть друзьями с $(0)."""
FriendList_LogincallON#0,"""Оповещение о входе включено"""
FriendList_LogincallOFF#0,"""Оповещение о входе выключено"""
FriendList_FrindRemove#0,"""Отказать в дружбе."""
FriendList_Button_Reload#0,"""Обновить"""
FriendList_Button_Search#0,"""Поиск"""
FriendList_Sort_Name#0,"""Сортировать по имени"""
FriendList_Sort_Registration#0,"""Сортировать по регистрации."""
FriendList_Sort_Group#0,"""Сортировать по группе"""
FriendList_Tree_RecvInvite#0,"""У вас есть приглашения без ответов ($(0))"""
FriendList_Tree_SendInvite#0,"""Вы до сих пор не ответили на некоторые запросы ($(0))."""
FriendList_Tree_Online#0,"""Онлайн ($(0))"""
FriendList_Tree_Offline#0,"""Оффлайн ($(0))"""
FriendList_Tree_BlackList#0,"""Черный список ($(0))"""
Account_Menu_Mail#0,"""Отправить письмо"""
Account_Menu_FriendRemove#0,"""Убрать из друзей"""
Friend_Invite_Search_Title#0,"""-"""
Friend_Invite_Search_Exp#0,"""-"""
Ship_Menu_Whisper#0,"""-"""
Ship_Menu_Channel#0,"""-"""
Ship_Menu_Party#0,"""-"""
Ship_Menu_GJ#0,"""-"""
Ship_Menu_ItemMail#0,"""-"""
Ship_Menu_Mail#0,"""Отправить письмо"""
Ship_Menu_FriendCard#0,"""-"""
Ship_Menu_CharaData#0,"""-"""
Ship_Menu_LoginCallON#0,"""Оповещение о заходе ВКЛ"""
Ship_Menu_LoginCallOFF#0,"""Оповещение о заходе ВЫКЛ"""
Ship_Menu_ShipRemove#0,"""Отказать в дружбе."""
Ship_Menu_Myroom#0,"""В свою комнату"""
Frined_Invite_Menu_Remove#0,"""Отозвать предложение"""
Frined_Invite_Menu_Accept#0,"""Принять дружбу"""
Frined_Invite_Menu_Reject#0,"""Отклонить дружбу"""
Frined_Invite_Reject_Exp#0,"""Отказать в дружбе $(0).<br>Вы уверены?<br><br>(Вы все ещё будете получать новые запросы от этого игрока)"""
Frined_List_Remove_Exp#0,"""Удалить из друзей?"""
Frined_Invite_Remove_Exp#0,"""Вы хотите отозвать запрос дружбы с $(0)?"""
Friend_Menu_None#0,"""-"""
BlackList_Menu_Remove#0,"""Убрать из черного списка"""
Chara_Form_Title#0,"""Друг"""
Friend_Where_Lobby#0,"""Лобби"""
Friend_Where_Quest#0,"""Квесты"""
Friend_Where_MyRoom#0,"""Комната"""
Friend_Where_GuildRoom#0,"""Комната команды"""
Friend_Where_Amusement#0,"""Зона казино"""
Friend_Where_ChallengeLobby#0,"""Лобби испытаний"""
Friend_Where_BridgeLobby#0,"""Командный мостик"""
Friend_Where_CafeLobby#0,"""Кафе Франки"""
Friend_Where_PokaLobby#0,"""Лобби битв"""
Friend_Where_Default#0,"""Не известно"""
Friend_Message_None#0,"""Список друзей"""
Friend_Message_Error#0,"""Список друзей"""
Friend_Message_FriendOK#0,"""Заявка принята"""
Friend_Message_FriendNG#0,"""Заявка отклонена"""
Friend_Message_Invite#0,"""Запрос отправлен"""
Friend_Message_InviteOK#0,"""Запрос принят"""
Friend_Message_InviteNG#0,"""Запрос отклонен"""
Friend_Message_InviteCancell#0,"""Запрос отменен"""
Friend_Message_Logincall#0,"""Настройки оповещения о входе"""
Friend_Message_FriendGroup#0,"""Настройка групп"""
Friend_Message_BlackError#0,"""Чёрный список"""
Friend_Message_BlackAdd#0,"""Создание чёрного списка закончено."""
Friend_Message_BlackRemove#0,"""Убрать из чёрного списка"""
BlackList_Error_None#0,"""Такого игрока нет в ЧС.<br><br>[No.1020]"""
BlackList_Error_Unknown#0,"""Невозможно обработать<br>ввиду ошибки.<br><br>[No.1021]"""
BlackList_Error_DB#0,"""Ошибка обработки,<br>база данных недоступна.<br><br>[No.1022]"""
BlackList_Error_Already#0,"""Этот персонаж уже в чёрном списке."""
BlackList_Error_GM#0,"""Невозможно добавить этого игрока в ЧС."""
BlackList_Error_Busy#0,"""Ошибка обработки,<br>проблемы со связью.<br><br>[No.1023]"""
BlackList_Error_Default#0,"""Невозможно обработать<br>ввиду ошибки.<br><br>[No.1024]"""
BlackList_Result_Add#0,"""Вы добавили $(0) в ЧС."""
BlackList_Result_Remove#0,"""Вы убрали $(0) из ЧС."""
BlackList_Add_Title#0,"""Добавить в черный список"""
BlackList_Add_Exp#0,"""Добавив игрока в ЧС,<br>вы перестанете получать сообщения от него<br>(Приглашения в группу, почту, сообщения).<br><br>※ Вы можете убрать из ЧС в любое время.<br><br>Вы уверены что хотите добавить в ЧС?"""
BlackList_Result_Unknown#0,"""Невозможно обработать<br>ввиду ошибки.<br><br>[No.1025]"""
BlackList_Error_TooMany#0,"""Слишком много игроков в чёрном списке."""
FriendList_Error_MailErr#0,"""Невозможно обработать<br>ввиду ошибки.<br><br>[No.1026]"""
FriendList_Error_Unknown#0,"""Невозможно обработать<br>ввиду ошибки.<br><br>[No.1027」］"""
FriendList_Error_NotOnline#0,"""Выбранный пользователь не в сети.<br><br>[No.1028]"""
FriendList_Error_Black#0,"""Нельзя отправлять запрос на дружбу пользователям<br>находящимся в чёрном списке."""
FriendList_Error_Black01#0,"""Сейча невозможно стать другом этого игрока."""
FriendList_Error_Black_send#0,"""Сейчас данный персонаж не может ответить на запрос дружбы.<br><br>[No.1030]"""
FriendList_Error_Black_reply#0,"""Невозможно обработать<br>ввиду ошибки.<br><br>[No.1031]"""
FriendList_Error_TooMany#0,"""Один из вас достиг лимита друзей (200)."""
FriendList_Error_DB#0,"""Ошибка обработки,<br>база данных недоступна.<br><br>[No.1032]"""
FriendList_Error_InvalidCharacter#0,"""Вы добавили этого друга снова."""
FriendList_Error_InvalidAccount#0,"""Вы не можете зарегистрировать как друга себя самого."""
FriendList_Error_NotFriend#0,"""Этот игрок не является ни другом<br>ни членом команды."""
