PartyJoin#0,"""/toge /ci2 1 ผมจะพยายามครับ!"""
Resurrect#40,"""งานของฉันที่นี่ยังไม่จบหรอกนะ"""
PartyJoin#61,"""คราวนี้ ฉันจะไปด้วยนะ"""
DestroyEnemy1#53,"""โห"""
DestroyEnemy2#53,"""นายเก่งใช้ได้เลยนะ"""
DestroyEnemy3#53,"""ไม่เลวเลยนี่"""
Die#41,"""อึก ฉันขอถอยก่อนล่ะ"""
ThankHeal#53,"""ขอบใจนะ"""
LevelUp#53,"""ดูเหมือนนายจะเก่งขึ้นนะ"""
InvokeSkill1#51,"""หึ!"""
InvokeSkill2#51,"""ฮ่าาาห์!"""
InvokeSkill3#51,"""เจ้านี่มันน่ารำคาญจริงๆ"""
PBFull#53,"""ฉันจัดการเอง"""
PBRelease#53,"""แกจบสิ้นแล้ว"""
Avoid#53,"""ฮะ!"""
HealSelf#39,"""ฟู่..."""
BuffSelf#39,"""ฉันเพิ่งจะเริ่มเองนะ"""
HealOther#53,"""อย่าฝืนตัวเองสิ"""
BuffOther#53,"""ตั้งสมาธิไว้"""
ItemRare#53,"""โอ้ เจอของดีนี่"""
DamageSmall#53,"""อึก!"""
DamageLarge#53,"""อั่ก!"""
Resurrect#41,"""เราจะยอมให้มันจบลงแบบนั้นไม่ได้หรอก จริงไหม?"""
PartyJoin#62,"""ดีใจที่ได้เจอนะ"""
DestroyEnemy1#54,"""ว้าว..."""
DestroyEnemy2#54,"""คุณมีฝีมือมากเลยนะ"""
DestroyEnemy3#54,"""ฉันหวังพึ่งคุณอยู่นะ"""
Die#42,"""อึก... ฉันไม่ไหวแล้ว..."""
ThankHeal#54,"""ขอบคุณมากเลยนะ"""
LevelUp#54,"""ยินดีด้วยนะ!"""
InvokeSkill1#52,"""ฮะ!"""
InvokeSkill2#52,"""ย่าาาห์!"""
InvokeSkill3#52,"""ฉันยังไม่จบกับแกหรอกนะ!"""
PBFull#54,"""ได้โปรดปล่อยให้เป็นหน้าที่ฉันเถอะ"""
PBRelease#54,"""มาจบเรื่องนี้กันเถอะ"""
Avoid#54,"""พยายามได้ดีนี่!"""
HealSelf#40,"""ฉันยังสู้ไหว"""
BuffSelf#40,"""ระวังไว้ก่อนดีกว่า"""
HealOther#54,"""คุณต้องไม่หักโหมจนเกินไปนะ"""
BuffOther#54,"""แบบนี้จะได้ผลไหมนะ?"""
ItemRare#54,"""แหม ดูมีค่าจังเลยนะ"""
DamageSmall#54,"""อึก"""
DamageLarge#54,"""อั่ก"""
Resurrect#42,"""ฉันยังไปต่อได้"""
PartyJoin#63,"""ขอบคุณมาก"""
DestroyEnemy1#55,"""สุดยอดไปเลย..."""
DestroyEnemy2#55,"""...โห เยี่ยม"""
DestroyEnemy3#55,"""ดีใจจังที่คุณอยู่ฝ่ายเดียวกับเรา..."""
ThankHeal#55,"""ขะ-ขอบคุณนะ..."""
InvokeSkill1#53,"""ย่าาาห์!"""
InvokeSkill2#53,"""ฮ่าาาห์!"""
InvokeSkill3#53,"""ระ-รับนี่ไป!"""
PBFull#55,"""ฉันพร้อมแล้ว..."""
PBRelease#55,"""นะ-นี่คือสิ่งที่ฉันทำได้...!"""
Avoid#55,"""หวา!"""
HealSelf#41,"""เกือบไปแล้วเชียว..."""
BuffSelf#41,"""เผื่อเอาไว้ก่อน..."""
HealOther#55,"""คุณเป็นอะไรไหม?"""
BuffOther#55,"""ทำใจดีๆ ไว้นะ..."""
ItemRare#55,"""โชคดีจังเลย"""
DestroyEnemy1#56,"""สมกับเป็นนายเลยนะ!"""
DestroyEnemy2#56,"""ฉันคงต้องจำกลยุทธ์นั้นไว้บ้างแล้วล่ะ!"""
DestroyEnemy3#56,"""โห สุดยอด!"""
ThankHeal#56,"""ขอบใจที่ช่วยนะ!"""
InvokeSkill1#54,"""ฮะ!"""
InvokeSkill2#54,"""ย่าห์!"""
InvokeSkill3#54,"""รับนี่ไป!"""
PBFull#56,"""พร้อมเสมอแหละ!"""
PBRelease#56,"""นี่คือการโจมตีที่รุนแรงที่สุดของฉัน!"""
Avoid#56,"""เกือบไปแล้ว!"""
HealSelf#42,"""แบบนี้จะได้สู้ต่อได้!"""
BuffSelf#42,"""เอาล่ะ!"""
HealOther#56,"""นายโอเคไหม?!"""
BuffOther#56,"""ฉันคุ้มกันให้เอง!"""
ItemRare#56,"""เจอของดีเข้าแล้วไง!"""
DestroyEnemy1#57,"""ดีมากเลย"""
DestroyEnemy2#57,"""ได้อย่างที่หวังไว้เลย"""
DestroyEnemy3#57,"""ดีใจนะที่พึ่งพาคุณได้"""
ThankHeal#57,"""ขอบคุณที่คอยดูแลฉันนะ"""
InvokeSkill1#55,"""รับนี่ไป!"""
InvokeSkill2#55,"""แกหนีไปไหนไม่รอดหรอก!"""
InvokeSkill3#55,"""อย่ามาดูถูกฉันนะ!"""
TechFire#24,"""จงกลายเป็นเถ้าถ่านไปซะ!"""
TechIce#24,"""แช่แข็ง!"""
TechThunder#24,"""รับสายฟ้าหน่อยเป็นไง?"""
TechWind#24,"""ปลิวไปซะ!"""
TechLight#24,"""ด้วยพลังแห่งแสง!"""
TechDark#24,"""ด้วยพลังแห่งความมืด!"""
PBFull#57,"""เตรียมตัวไว้ให้ดี"""
PBRelease#57,"""ฉันจะแสดงให้ดู... พลังของฉัน!"""
Avoid#57,"""ช้าไปนะ!"""
HealSelf#43,"""ฉันไม่แพ้ง่ายๆ หรอกน่า"""
BuffSelf#43,"""ฉันยังสู้ต่อไหว"""
HealOther#57,"""คุณประมาทเกินไปแล้วนะ"""
BuffOther#57,"""แสดงให้ฉันดูหน่อยสิว่าคุณทำอะไรได้บ้าง"""
ItemRare#57,"""...อิจฉาเหรอ? ฉันไม่ได้อิจฉาสักหน่อย..."""
DestroyEnemy1#58,"""เยี่ยมเลย!"""
DestroyEnemy2#58,"""แบบนั้นแหละ!"""
DestroyEnemy3#58,"""สวย!"""
ThankHeal#58,"""ขอบใจ!"""
InvokeSkill1#56,"""กินนี่ซะ!"""
InvokeSkill2#56,"""นั่นเป็นไง!"""
InvokeSkill3#56,"""ฉันจับแกได้แล้ว!"""
PBFull#58,"""เตรียมการเสร็จสิ้น!"""
PBRelease#58,"""หน่วยเสบียงก็สู้เป็นเหมือนกันนะ จะบอกให้!"""
Avoid#58,"""อุ๊บ!"""
HealSelf#44,"""เสบียงคือกระดูกสันหลังของสงครามนะ!"""
BuffSelf#44,"""ฉันยังลุยต่อได้!"""
HealOther#58,"""เอ้า เติมเสบียงหน่อย!"""
BuffOther#58,"""อย่าปล่อยให้พวกมันชนะได้นะ!"""
ItemRare#58,"""เอาล่ะ!"""
DestroyEnemy1#59,"""ชอบดูตอนสู้จัง"""
DestroyEnemy2#59,"""ยอดเยี่ยมไปเลย"""
DestroyEnemy3#59,"""สง่างามราวกับ Rappy เลย!"""
ThankHeal#59,"""ขอบคุณนะ"""
InvokeSkill1#57,"""ฮะ!"""
InvokeSkill2#57,"""หึ!"""
InvokeSkill3#57,"""ฮ่าาาห์!"""
PBFull#59,"""นี่สำหรับพวก Rappy..."""
PBRelease#59,"""ฉันจะปกป้อง Rappy ทั้งหมดเอง!"""
Avoid#59,"""ฮะ!"""
HealSelf#45,"""ค่อยโล่งอกหน่อย"""
BuffSelf#45,"""แค่นี้ก็พอที่จะพลิกสถานการณ์แล้ว!"""
HealOther#59,"""เป็นอะไรไหม?"""
BuffOther#59,"""ขอให้พรของ Rappy สถิตอยู่กับคุณนะ"""
ItemRare#59,"""ช่างเป็นความแรปปี้... เอ่อ แฮปปี้บังเอิญจริงๆ"""
DestroyEnemy1#60,"""น่าประทับใจมาก"""
DestroyEnemy2#60,"""แน่นอนอยู่แล้ว"""
DestroyEnemy3#60,"""ฉันไม่ยอมให้คุณแย่งสนุกไปคนเดียวหรอก"""
ThankHeal#60,"""ฉันซาบซึ้งใจมาก"""
TechFire#25,"""ฮ่าาาห์!"""
TechIce#25,"""ย่าาาห์!"""
TechThunder#25,"""ฮ่าาาห์!"""
TechWind#25,"""หึ!"""
TechLight#25,"""ย่าาาห์!"""
TechDark#25,"""ฮ่าาาาา...!"""
PBFull#60,"""โฟตอนพร้อม ฉันลุยได้แล้ว"""
PBRelease#60,"""เพื่อความสงบสุขบนฮาลฟา!"""
Avoid#60,"""ฉันมองการโจมตีนั้นออกหรอก"""
HealSelf#46,"""ฉันควรรักษาตัวเองไว้ก่อนดีกว่า..."""
BuffSelf#46,"""รอก่อน ขอฉันเตรียมตัวหน่อย"""
HealOther#60,"""เดี๋ยวฉันรักษาให้นะ"""
BuffOther#60,"""นี่น่าจะช่วยได้นะ"""
ItemRare#60,"""ดูเหมือนคุณจะเจอของดีเข้านะ"""
DestroyEnemy1#61,"""น่าประทับใจมาก"""
DestroyEnemy2#61,"""แน่นอนอยู่แล้ว"""
DestroyEnemy3#61,"""ฉันไม่ยอมให้คุณแย่งสนุกไปคนเดียวหรอก"""
ThankHeal#61,"""ฉันซาบซึ้งใจมาก"""
InvokeSkill1#58,"""ฮะ!"""
InvokeSkill2#58,"""ย่าห์!"""
InvokeSkill3#58,"""แบบนี้เป็นไง!"""
PBFull#61,"""โฟตอนพร้อม ฉันลุยได้แล้ว"""
PBRelease#61,"""เพื่อความสงบสุขบนฮาลฟา!"""
Avoid#61,"""ฉันมองการโจมตีนั้นออกหรอก"""
HealSelf#47,"""ฉันควรรักษาตัวเองไว้ก่อนดีกว่า..."""
BuffSelf#47,"""รอก่อน ขอฉันเตรียมตัวหน่อย"""
HealOther#61,"""เดี๋ยวฉันรักษาให้นะ"""
BuffOther#61,"""นี่น่าจะช่วยได้นะ"""
ItemRare#61,"""ดูเหมือนคุณจะเจอของดีเข้านะ"""
DestroyEnemy1#62,"""ทำได้แล้วนี่!"""
DestroyEnemy2#62,"""ดูดีเลยนี่นา!"""
DestroyEnemy3#62,"""ฉันต้องเริ่มออกแรงช่วยบ้างแล้วล่ะ!"""
ThankHeal#62,"""ขอบใจนะ!"""
InvokeSkill1#59,"""จับได้ล่ะ!"""
InvokeSkill2#59,"""ยิงล่ะนะ!"""
InvokeSkill3#59,"""แกหนีไปไหนไม่พ้นหรอก!"""
PBFull#62,"""พลังมาเต็มเปี่ยมแล้ว!"""
PBRelease#62,"""ลิ้มรสเจ้านี่หน่อยเป็นไง!"""
Avoid#62,"""พลาดแล้วล่ะ!"""
HealSelf#48,"""ฉันยังสู้ต่อไหว!"""
BuffSelf#48,"""เพิ่มพลัง!"""
HealOther#62,"""นายโอเคไหม? เดี๋ยวฉันรักษาให้นะ"""
BuffOther#62,"""รอก่อน เดี๋ยวฉันบัฟให้"""
ItemRare#62,"""เย่! เจอของดีนี่นา!"""
DestroyEnemy1#63,"""เก่งไม่เบานี่"""
DestroyEnemy2#63,"""สมกับเป็นเธอเลย"""
DestroyEnemy3#63,"""ยอมแพ้ไม่ได้แล้วสิ"""
ThankHeal#63,"""ช่วยได้เยอะเลย"""
InvokeSkill1#60,"""ฮะ!"""
InvokeSkill2#60,"""ย่าห์!"""
InvokeSkill3#60,"""แบบนี้เป็นไง!"""
TechFire#26,"""<br>      """
TechIce#26,"""<br>      """
TechThunder#26,"""<br>      """
TechWind#26,"""<br>      """
TechLight#26,"""<br>      """
TechDark#26,"""<br>      """
PBFull#63,"""เตรียมพร้อมเสร็จสิ้น ลุยได้ทุกเมื่อเลย"""
PBRelease#63,"""เพื่อสันติภาพบนฮาลฟา!"""
Avoid#63,"""มองออกหรอกน่า"""
HealSelf#49,"""หักโหมไปก็ไม่ดีนะ..."""
BuffSelf#49,"""ขอเวลาเตรียมตัวสักหน่อยนะ"""
HealOther#63,"""เดี๋ยวจะฟื้นฟูให้เดี๋ยวนี้แหละ"""
BuffOther#63,"""เท่านี้ก็ไม่เป็นไรแล้วล่ะ"""
ItemRare#63,"""ดูเหมือนจะได้ของดีมาสินะ"""
DestroyEnemy1#64,"""เยี่ยมไปเลย!"""
DestroyEnemy2#64,"""ดูดีเลยนะ"""
DestroyEnemy3#64,"""ฉันเองก็ต้องพยายามบ้างแล้ว!"""
ThankHeal#64,"""ช่วยได้เยอะเลย!"""
InvokeSkill1#61,"""ตรงนั้นแหละ!"""
InvokeSkill2#61,"""โดนแน่!"""
InvokeSkill3#61,"""ไม่ให้หนีหรอก!"""
TechFire#27,"""<br>      """
TechIce#27,"""<br>      """
TechThunder#27,"""<br>      """
TechWind#27,"""<br>      """
TechLight#27,"""<br>      """
TechDark#27,"""<br>      """
PBFull#64,"""ลุยสุดตัวไปเลย!"""
PBRelease#64,"""รับท่าไม้ตายนี้ไปซะ!"""
Avoid#64,"""ไม่โดนหรอก!"""
HealSelf#50,"""ฉันยังสู้ไหวนะ!"""
BuffSelf#50,"""ลุยเต็มที่ไปเลย!"""
HealOther#64,"""เป็นอะไรไหม? เดี๋ยวรักษาให้นะ"""
BuffOther#64,"""รอก่อนนะ รับนี่ไปสิ"""
ItemRare#64,"""ว้าว เยี่ยมไปเลยนะ!"""
