YesText#0,"""Yes"""
BlackbordTime#0,"""Posted"""
BlackbordMessage#0,"""Post Message"""
BlackbordTitleText#0,"""Message Board"""
BlackbordTitleTextTeam#0,"""Team Bulletin Board"""
Blackbord_InputMessage#0,"""Input the message you want to post."""
Blackbord_InputMessageTeam#0,"""Input the message you want to post on<br>the Team Bulletin Board."""
Blackbord_NoMessage#0,"""There are no messages.<br>Enter a message then press<br>\""Post Message\"" to confirm."""
Blackbord_MessageWriteError#0,"""You were unable to post<br>your message.<br><br>Please wait a little while,<br>and try again."""
Blackbord_WriteToast#0,"""Your message has been posted."""
Blackbord_DeleteMessage#0,"""The selected message will be deleted.<br>Is this okay?"""
Blackbord_DeleteToast#0,"""The message has been deleted."""
Blackbord_MessageDeleteError#0,"""You were unable to delete<br>the message.<br><br>Please wait a little while,<br>and try again."""
Blackbord_NoMessageTitle#0,"""Empty Message Confirmation"""
Blackbord_MessageWriteErrorTitle#0,"""Message Post Error"""
Blackbord_DeleteMessageTitle#0,"""Delete Message Confirmation"""
Blackbord_MessageDeleteErrorTitle#0,"""Delete Message Error"""
Blackbord_InputMessage_Announce#0,"""※Press [Alt]+[Enter] to add a new line"""
Logout_Title#0,"""Log Out"""
Logout_GameEnd#0,"""Exit Game"""
Logout_GotoTitle#0,"""Return to the Title"""
Logout_GotoShipSelect#0,"""Return to Ship Select"""
Logout_Cancel#0,"""Return"""
Logout_Close_Title#0,"""Exit Game"""
Logout_Close_Message#0,"""Are you sure you want to exit?"""
TargetInfo_WeakPoint#0,"""Weak:"""
TargetInfo_Level#0,"""Lv.$(0)"""
TargetInfo_Name#0,"""$(0) $(1)"""
TargetInfo_WeekAndResist#0,"""$(0)"""
TargetInfo_Ability#0,"""×$(0)"""
TargetInfo_Resist#0,"""Resists: """
TargetInfo_ShieldWeakPoint#0,"""Shield Defect: """
INTERRUPT_CODE_ATTACK#0,"""[ATTACK]"""
INTERRUPT_CODE_PROTECTION#0,"""[PROTECTION]"""
INTERRUPT_CODE_ELIMINATION#0,"""[ELIMINATION]"""
INTERRUPT_CODE_COLLECT#0,"""[COLLECT]"""
INTERRUPT_CODE_DUEL#0,"""[DUEL]"""
INTERRUPT_CODE_CHASE#0,"""[CHASE]"""
INTERRUPT_CODE_ARREST#0,"""[ARREST]"""
INTERRUPT_CODE_RESCUE#0,"""[RESCUE]"""
INTERRUPT_CODE_DESTRUCTION#0,"""[DESTRUCTION]"""
INTERRUPT_CODE_AVOID#0,"""[AVOID]"""
INTERRUPT_CODE_CAPTURE#0,"""[CAPTURE]"""
INTERRUPT_CODE_ESCORT#0,"""[ESCORT]"""
INTERRUPT_CODE_PRESENT#0,"""[PRESENT]"""
INTERRUPT_CODE_CLONE#0,"""[CLONE]"""
INTERRUPT_CODE_GESTURE#0,"""[GESTURE]"""
INTERRUPT_CODE_VANISH#0,"""[VANISH]"""
INTERRUPT_CODE_OFFENSIVE#0,"""[OFFENSIVE]"""
INTERRUPT_CODE_INTERCEPT#0,"""[INTERCEPT]"""
INTERRUPT_CODE_FOLLOW#0,"""[FOLLOW]"""
INTERRUPT_CODE_UNITE#0,"""[UNITE]"""
INTERRUPT_CODE_SEARCH#0,"""[SEARCH]"""
INTERRUPT_CODE_HIDE#0,"""[HIDE]"""
INTERRUPT_CODE_BASH#0,"""[BASH]"""
INTERRUPT_CODE_TEST#0,"""[TEST]"""
INTERRUPT_CODE_UNKNOWN#0,"""[UNKNOWN]"""
INTERRUPT_CODE_QUICK#0,"""[QUICK]"""
INTERRUPT_CODE_PERSONA#0,"""[PERSONA]"""
INTERRUPT_CODE_JUDGEMENT#0,"""[JUDGEMENT]"""
INTERRUPT_CODE_FORTUNE#0,"""[FORTUNE]"""
INTERRUPT_CODE_JOKER#0,"""[JOKER]"""
INTERRUPT_CODE_ABYSS#0,"""[ABYSS]"""
INTERRUPT_CODE_EXPLOSION#0,"""[EXPLOSION]"""
INTERRUPT_CODE_VARIANT#0,"""[VARIANT]"""
INTERRUPT_CODE_DISASTER#0,"""[DISASTER]"""
INTERRUPT_CODE_CHALLENGE#0,"""[CHALLENGE]"""
INTERRUPT_CODE_CONTROL#0,"""[CONTROL]"""
INTERRUPT_CODE_DEFEAT#0,"""[DEFEAT]"""
INTERRUPT_CODE_FEAR#0,"""[FEAR]"""
INTERRUPT_CODE_FUSION#0,"""[FUSION]"""
INTERRUPT_CODE_JAMMER#0,"""[JAMMER]"""
INTERRUPT_CODE_KEEP#0,"""[KEEP]"""
INTERRUPT_CODE_KILLER#0,"""[KILLER]"""
INTERRUPT_CODE_MANAGE#0,"""[MANAGE]"""
INTERRUPT_CODE_NEGOTIATION#0,"""[NEGOTIATION]"""
INTERRUPT_CODE_REGIST#0,"""[REGIST]"""
INTERRUPT_CODE_SACRIFICE#0,"""[SACRIFICE]"""
INTERRUPT_CODE_SNIPE#0,"""[SNIPE]"""
INTERRUPT_SUCCESS_CODE_ATTACK#0,"""code [ATTACK]"""
INTERRUPT_SUCCESS_CODE_PROTECTION#0,"""code [PROTECTION]"""
INTERRUPT_SUCCESS_CODE_ELIMINATION#0,"""code [ELIMINATION]"""
INTERRUPT_SUCCESS_CODE_COLLECT#0,"""code [COLLECT]"""
INTERRUPT_SUCCESS_CODE_DUEL#0,"""code [DUEL]"""
INTERRUPT_SUCCESS_CODE_CHASE#0,"""code [CHASE]"""
INTERRUPT_SUCCESS_CODE_ARREST#0,"""code [ARREST]"""
INTERRUPT_SUCCESS_CODE_RESCUE#0,"""code [RESCUE]"""
INTERRUPT_SUCCESS_CODE_DESTRUCTION#0,"""code [DESTRUCTION]"""
INTERRUPT_SUCCESS_CODE_AVOID#0,"""code [AVOID]"""
INTERRUPT_SUCCESS_CODE_CAPTURE#0,"""code [CAPTURE]"""
INTERRUPT_SUCCESS_CODE_ESCORT#0,"""code [ESCORT]"""
INTERRUPT_SUCCESS_CODE_PRESENT#0,"""code [PRESENT]"""
INTERRUPT_SUCCESS_CODE_CLONE#0,"""code [CLONE]"""
INTERRUPT_SUCCESS_CODE_GESTURE#0,"""code [GESTURE]"""
INTERRUPT_SUCCESS_CODE_VANISH#0,"""code [VANISH]"""
INTERRUPT_SUCCESS_CODE_OFFENSIVE#0,"""code [OFFENSIVE]"""
INTERRUPT_SUCCESS_CODE_INTERCEPT#0,"""code [INTERCEPT]"""
INTERRUPT_SUCCESS_CODE_FOLLOW#0,"""code [FOLLOW]"""
INTERRUPT_SUCCESS_CODE_UNITE#0,"""code [UNITE]"""
INTERRUPT_SUCCESS_CODE_SEARCH#0,"""code [SEARCH]"""
INTERRUPT_SUCCESS_CODE_HIDE#0,"""code [HIDE]"""
INTERRUPT_SUCCESS_CODE_BASH#0,"""code [BASH]"""
INTERRUPT_SUCCESS_CODE_TEST#0,"""code [TEST]"""
INTERRUPT_SUCCESS_CODE_UNKNOWN#0,"""code [UNKNOWN]"""
INTERRUPT_SUCCESS_CODE_QUICK#0,"""code [QUICK]"""
INTERRUPT_SUCCESS_CODE_PERSONA#0,"""code [PERSONA]"""
INTERRUPT_SUCCESS_CODE_JUDGEMENT#0,"""code [JUDGEMENT]"""
INTERRUPT_SUCCESS_CODE_FORTUNE#0,"""code [FORTUNE]"""
INTERRUPT_SUCCESS_CODE_JOKER#0,"""code [JOKER]"""
INTERRUPT_SUCCESS_CODE_EXPLOSION#0,"""code [EXPLOSION]"""
INTERRUPT_SUCCESS_CODE_VARIANT#0,"""code [VARIANT]"""
INTERRUPT_SUCCESS_CODE_DISASTER#0,"""code [DISASTER]"""
INTERRUPT_SUCCESS_CODE_CHALLENGE#0,"""code [CHALLENGE]"""
INTERRUPT_SUCCESS_CODE_CONTROL#0,"""code [CONTROL]"""
INTERRUPT_SUCCESS_CODE_DEFEAT#0,"""code [DEFEAT]"""
INTERRUPT_SUCCESS_CODE_FEAR#0,"""code [FEAR]"""
INTERRUPT_SUCCESS_CODE_FUSION#0,"""code [FUSION]"""
INTERRUPT_SUCCESS_CODE_JAMMER#0,"""code [JAMMER]"""
INTERRUPT_SUCCESS_CODE_KEEP#0,"""code [KEEP]"""
INTERRUPT_SUCCESS_CODE_KILLER#0,"""code [KILLER]"""
INTERRUPT_SUCCESS_CODE_MANAGE#0,"""code [MANAGE]"""
INTERRUPT_SUCCESS_CODE_NEGOTIATION#0,"""code [NEGOTIATION]"""
INTERRUPT_SUCCESS_CODE_REGIST#0,"""code [REGIST]"""
INTERRUPT_SUCCESS_CODE_SACRIFICE#0,"""code [SACRIFICE]"""
INTERRUPT_SUCCESS_CODE_SNIPE#0,"""code [SNIPE]"""
QUEST_CLEAR_CODE#0,"""QUEST CLEAR"""
INTERRUPT_TITLE_EMERGENCY#0,"""EMERGENCY CODE"""
INTERRUPT_TITLE_CHANGE#0,"""CHANGE OVER CODE"""
INTERRUPT_TITLE_COMPLETE#0,"""COMPLETED"""
INTERRUPT_TITLE_EXCEPTION#0,"""EXCEPTION CODE"""
DifficultyQuestClear#0,"""DEPTH $(0) """
DifficultyQuestClear_2#0,"""CLEAR"""
QuestEndForm_Title#0,"""Confirm Quest Completion"""
QuestEndForm_Exp#0,"""Complete quest and<br>return to the ARKS Lobby?"""
QuestEndForm_Button_Next#0,"""Continue to the next quest"""
QuestEndForm_Button_Back#0,"""Return to the lobby"""
QuestEndForm_Button_Retry#0,"""Play the quest again"""
QuestEndForm_Button_Cancel#0,"""Return"""
QuestEndForm_Button_ExitParty#0,"""Return to lobby, leave the party"""
QuestEndForm_Button_Retry_InBlock#0,"""Retry in current block"""
QuestEndForm_Button_Retry_GroupBlock#0,"""Retry with multiple blocks"""
Chat_Kakin_LobyAction#0,"""To perform this Lobby Action, the corresponding ticket is needed."""
Chat_Lobby_Only_Action#0,"""Cannot be used in the Campship or field."""
Chat_Use_Public_Chair_Info#0,"""Jump with <%Jump>, stand with <%PhotonArts>."""
Chat_Monomane_Error#0,"""Cannot mimic because [$(0)] has not been learned."""
Chat_Premiere_Limit#0,"""「プレミアムセット期間中」のみ有効なチャットコマンドです。"""
Chat_Unavailable_Finger_LobbyAction#0,"""このコスチューム・パーツは、ロビーアクションの手のポーズには対応していません。"""
Chat_Unavailable_Combine_Finger#0,"""このロビーアクションは、手のポーズに対応していません。"""
Chat_Unavailable_AllShipMatching#0,"""全シップマッチング中は選択できません。"""
FormView_Incident_Title#0,"""E-Trial Objective"""
FormView_Quest_Title#0,"""Quest Objective"""
MailList_Ship_Title#0,"""Mail"""
MailList_Account_Title#0,"""-"""
MailList_MessageForm_Title#0,"""Mail"""
Mail_Normal_Title#0,"""Mail"""
Mail_Read_Title#0,"""Mail Details"""
Mail_Send_Title#0,"""Compose Mail"""
Mail_Edit_Time#0,"""Sent"""
Mail_Edit_Time2#0,"""Received"""
Mail_Edit_To#0,"""To"""
Mail_Edit_From#0,"""From"""
Mail_Edit_Subject#0,"""Subject"""
Mail_Edit_Body#0,"""Body"""
Mail_Help_ToList#0,"""Choose a recipient"""
Mail_Init_Mes_ToList#0,"""<gray>Select a recipient<c>"""
Mail_Init_Mes_EditList_PC#0,"""<gray>Please enter a message.<br>※Pressing [Alt]+[Enter] will create a new line.<c>"""
Mail_Init_Mes_EditList_vita#0,"""<gray>Enter text<c>"""
Mail_Button_ToList#0,"""..."""
Mail_Button_Reply#0,"""Reply"""
Mail_Button_Send#0,"""Send"""
Mail_Button_Item#0,"""-"""
Mail_Button_Close#0,"""Close"""
Mail_Result_ReplyText#0,"""$(0) wrote:<br>"""
Mail_Result_Reply#0,""">"""
Mail_Result_ReplyTitle#0,"""Re"""
Mail_Result_ReplySplit#0,""":"""
MailAddress_MessageForm_Title#0,"""Member"""
MailAddress_Create_Title#0,"""Change Recipient"""
MailAddress_Button_Reload#0,"""Refresh"""
MailAddress_Radio_None#0,"""None"""
MailAddress_Radio_ListFriend#0,"""Friend List"""
MailAddress_Radio_ListMember#0,"""Team List"""
MailList_Tab_All#0,"""1. Display All"""
MailList_Tab_System#0,"""2. System"""
MailList_Tab_Chara#0,"""3. Character"""
MailList_Tab_ShipFriend#0,"""4. Friends and Team"""
MailList_Tab_DailyOrder#0,"""-"""
MailList_Tab_ClientOrder#0,"""-"""
MailList_Tab_Scenario#0,"""-"""
MailList_Tab_Reward#0,"""-"""
MailList_Tab_Transmission#0,"""5. Sent"""
MailList_Button_Reload#0,"""Refresh"""
VITA_Mail_Button_Reply#0,"""Reply with quote"""
VITA_MailList_CreateMail#0,"""<pict Sign_TRIANGLE>Write new mail"""
MailList_Button_CreateNormalMail#0,"""Compose Mail"""
MailList_Button_Delete#0,"""Delete selected mail"""
MailList_Button_Next#0,"""Read next"""
MailList_Menu_Open#0,"""Open"""
MailList_Menu_Delete#0,"""Delete"""
MailList_Menu_MultiDelete#0,"""Delete Multiple"""
MailList_Menu_MarkRead#0,"""Mark as Read"""
MailList_Menu_MarkUnRead#0,"""Mark as Unread"""
MailList_Sort_Receive#0,"""By Date Received"""
MailList_Sort_From#0,"""By Sender/Recipient"""
MailList_Sort_Subject#0,"""By Subject"""
MailList_Sort_Read#0,"""By Read/Unread"""
MailList_Mail_None#0,"""You don't have any mail"""
Mail_Player_None#0,"""Please select a recipient"""
MailList_List_Remove_Exp#0,"""Would you like to delete this mail?"""
MailList_Error_Command_LISTED#0,"""Failed to obtain mail list.<br><br>[No.1003]"""
MailList_Error_Command_REMOVED#0,"""Failed to delete mail.<br><br>[No.1004]"""
MailList_Error_Command_UPDATED#0,"""Failed to refresh mail.<br><br>[No.1047]"""
MailList_Error_Command_BODY_GOT#0,"""Failed to receive mail contents.<br><br>[No.1005]"""
MailList_Error_Command_CHARA_SENT#0,"""Failed to send mail.<br><br>[No.1006]"""
MailList_Error_Command_SHIP_SENT#0,"""Failed to send mail.<br><br>[No.1007]"""
MailList_Error_Command_SHIP_RECEIVE#0,"""Failed to process mail.<br><br>[No.1008]"""
MailList_Error_Command_Default#0,"""Failed to process mail.<br><br>[No.1009]"""
MailList_Error_Insufficient#0,"""Mails require both a subject and body."""
MailList_Error_ToNone#0,"""You haven't entered a recipient.<br>Mail could not be sent."""
MailList_Error_Result_Error#0,"""Could not process mail<br>as an error occurred.<br><br>[No.1010]"""
MailList_Error_Result_Unknown#0,"""Could not process mail<br>as an error occurred.<br><br>[No.1011]"""
MailList_Error_Result_Black#0,"""Could not send mail.<br><br>[No.1012]"""
MailList_Error_Chakkyo_Sareta#0,"""Mail sent."""
MailList_Error_Result_TooMany#0,"""Failed to process mail, as you have too many.<br><br>[No.1013］"""
MailList_Error_Result_DB#0,"""Failed to process mail, as the database could not be accessed.<br><br>[No.1014］"""
MailList_Error_Result_InvalidChara#0,"""Could not process mail<br>as an error occurred.<br><br>[No.1015]"""
MailList_Error_Result_NotFriend#0,"""The recipient is neither<br>a friend nor a Team member.<br><br>[No.1016］"""
MailList_Error_Result_TooLongSubject#0,"""Your subject line is too long.<br>Failed to send mail."""
MailList_Error_Result_TooLongBody#0,"""Your mail content is too long.<br>Failed to send mail."""
MailList_Error_Result_Busy#0,"""Failed to process your mail,<br>as the server is busy.<br><br>[No.1017]"""
MailList_Error_Default#0,"""Could not process mail<br>as an error occurred.<br><br>[No.1018]"""
MailList_Result_NotifyMail#0,"""New mail has arrived."""
MailList_Result_SendOK#0,"""Mail sent."""
MailList_Result_SendNG#0,"""Could not send mail<br>as an error occurred.<br><br>[No.1019"""
Account_Form_Title#0,"""Friend List"""
Ship_Form_Title#0,"""Friend List"""
FriendList_Name_ID#0,"""Character Name/Player ID Name"""
FriendList_Name_Block#0,"""Block/Location"""
FriendList_Name_PlayerID#0,"""Player ID Name"""
FriendList_Name_Login#0,"""Login Time"""
FriendList_Name_Ship#0,"""Current Ship"""
FriendList_Name_Chara_Vita#0,"""Character Name"""
FriendList_Name_Block_Vita#0,"""Block"""
FriendList_Name_Place_Vita#0,"""Location"""
FriendList_Name_Priority_Vita#0,"""Priority"""
FriendList_Name_LoginStatus_Vita#0,"""Login Status"""
Priority_Title#0,"""Display Priority Settings"""
Priority1#0,"""Priority 1"""
Priority2#0,"""Priority 2"""
Priority3#0,"""Priority 3"""
Priority4#0,"""Priority 4"""
Priority5#0,"""Priority 5"""
FriendList_NotifyInviteSend#0,"""Sent a Friend Request."""
FriendList_NotifyInvite#0,"""You received a Friend Request from $(0)."""
FriendList_NotifyInviteReplyOK#0,"""$(0) has accepted your Friend Request."""
FriendList_NotifyInviteReplyNG#0,"""$(0) has declined your Friend Request."""
FriendList_FrindOK#0,"""You are now friends with $(0)."""
FriendList_FrindNG#0,"""You chose not to become friends with $(0)."""
FriendList_LogincallON#0,"""Turned Login Call ON"""
FriendList_LogincallOFF#0,"""Turned Login Call OFF"""
FriendList_FrindRemove#0,"""Removed friend registration."""
FriendList_Button_Reload#0,"""Refresh"""
FriendList_Button_Search#0,"""Search"""
FriendList_Sort_Name#0,"""Sort by Name"""
FriendList_Sort_Registration#0,"""Sort by Registration"""
FriendList_Sort_Group#0,"""Group Order"""
FriendList_Tree_RecvInvite#0,"""You have unanswered invitations ($(0))"""
FriendList_Tree_SendInvite#0,"""Some of your requests have yet to be answered ($(0))."""
FriendList_Tree_Online#0,"""Online ($(0))"""
FriendList_Tree_Offline#0,"""Offline ($(0))"""
FriendList_Tree_BlackList#0,"""Blocklist ($(0))"""
FriendList_BlackList#0,"""Blocklist"""
Account_Menu_Mail#0,"""Send mail"""
Account_Menu_FriendRemove#0,"""Remove friend"""
Friend_Invite_Search_Title#0,"""-"""
Friend_Invite_Search_Exp#0,"""-"""
Ship_Menu_Whisper#0,"""-"""
Ship_Menu_Channel#0,"""-"""
Ship_Menu_Party#0,"""-"""
Ship_Menu_GJ#0,"""-"""
Ship_Menu_ItemMail#0,"""-"""
Ship_Menu_Mail#0,"""Send mail"""
Ship_Menu_FriendCard#0,"""-"""
Ship_Menu_CharaData#0,"""-"""
Ship_Menu_LoginCallON#0,"""Login call ON"""
Ship_Menu_LoginCallOFF#0,"""Login call OFF"""
Ship_Menu_ShipRemove#0,"""Unsubscribe friend"""
Ship_Menu_Myroom#0,"""Go to your room"""
Frined_Invite_Menu_Remove#0,"""Withdraw Friend Request"""
Frined_Invite_Menu_Accept#0,"""Approve friend"""
Frined_Invite_Menu_Reject#0,"""Reject friend"""
Frined_Invite_Reject_Exp#0,"""Rejecting the Friend Request from $(0).<br>Is that okay?<br><br>(You can still receive new Friend Requests from this person.)"""
Frined_List_Remove_Exp#0,"""Removing friend registration.<br>Continue?"""
Frined_Invite_Remove_Exp#0,"""Would you like to cancel the Friend Request to $(0)?"""
Friend_Menu_None#0,"""-"""
BlackList_Menu_Remove#0,"""Unblock Player"""
Chara_Form_Title#0,"""Friend"""
Friend_Where_Lobby#0,"""Main Lobby"""
Friend_Where_Quest#0,"""Quests"""
Friend_Where_MyRoom#0,"""Room"""
Friend_Where_GuildRoom#0,"""Team Room"""
Friend_Where_Amusement#0,"""Casino Area"""
Friend_Where_ChallengeLobby#0,"""Challenge Lobby"""
Friend_Where_BridgeLobby#0,"""Bridge"""
Friend_Where_CafeLobby#0,"""Franca's Cafe"""
Friend_Where_PokaLobby#0,"""Battle Lobby"""
Friend_Where_Default#0,"""Unknown"""
Friend_Message_None#0,"""Friend List"""
Friend_Message_Error#0,"""Friend List"""
Friend_Message_FriendOK#0,"""Friend List registration complete"""
Friend_Message_FriendNG#0,"""Friend List registration rejected"""
Friend_Message_Invite#0,"""Received a Friend Request"""
Friend_Message_InviteOK#0,"""Accept Friend Request"""
Friend_Message_InviteNG#0,"""Reject Friend Request"""
Friend_Message_InviteCancell#0,"""Cancel Friend Request"""
Friend_Message_Logincall#0,"""Login call settings"""
Friend_Message_FriendGroup#0,"""Friend Group Settings"""
Friend_Message_BlackError#0,"""Blocklist"""
Friend_Message_BlackAdd#0,"""Block Player"""
Friend_Message_BlackRemove#0,"""Unblock Player"""
BlackList_Error_None#0,"""There is no such person.<br><br>[No.1020]"""
BlackList_Error_Unknown#0,"""Could not process,<br>as an error occurred.<br><br>[No.1021]"""
BlackList_Error_DB#0,"""Could not process,<br>as the database could not be accessed.<br><br>[No.1022]"""
BlackList_Error_Already#0,"""You have already blocked this person."""
BlackList_Error_GM#0,"""You cannot block this player."""
BlackList_Error_Busy#0,"""Could not process,<br>due to a communication problem.<br><br>[No.1023]"""
BlackList_Error_Default#0,"""Could not process,<br>as an error occurred.<br><br>[No.1024]"""
BlackList_Result_Add#0,"""You have blocked $(0)."""
BlackList_Result_Remove#0,"""You unblocked $(0)."""
BlackList_Add_Title#0,"""Block Player"""
BlackList_Add_Exp#0,"""When blocking someone,<br>you will no longer receive certain communication<br>(e.g. party requests, mails, and chat).<br><br>※ You can unblock people at any time.<br><br>Are you sure you wish to block this person?"""
