01_MainLobby_001#0,"""Cuando eres premium, puedes aceptar hasta 40 Ordenes de clientes a la vez."""
Dead_BD3Ctl_001#0,"""Destruir los dos anillos de un Lafaga Ringahda hará que exponga el núcleo <br>en su estómago para recuperarlos."""
Dead_BD3Ctl_002#0,"""Un Lafaga Ringahda seguirá su ataque de carga con un gigantesco ataque de tornado. Este<br>ataque no caerá directamente frente a Ringahda, así que mantente cerca para evadirlo."""
Dead_BD3Ctl_003#0,"""Cuando está enfadado, un Lafaga Ringahda lanza un ataque relámpago con su katana. El ataque es muy amplio, así que evítalo moviéndote hacia un lado."""
Dead_BD3Ctl_004#0,"""Al atacar a un Lafaga Ringahda a larga distancia, mantén sus dos anillos a la vista para evitar que te ataque desde un punto ciego."""
Dead_CY1Tan_001#0,"""La armadura de los hombros y las rodillas de Dralberouge se puede destruir. Destrúyelas <br>para exponer los núcleos que hay debajo."""
Dead_CY1Tan_002#0,"""Cuando está enfadado, Dralberouge desata un ataque de rayo devastador. El rayo tiene un <br>amplio alcance, así que evítalo manteniéndote detrás de Dralberouge."""
Dead_CY1Tan_003#0,"""Las dolencias de estado no son efectivas contra Dralberouge. Sin embargo, se dejará vulnerable<br>después del ataque, así que no pierdas ninguna oportunidad de golpearlo."""
Dead_CY1Tan_004#0,"""Dralberouge dispara rayos en el aire que caen después de un corto tiempo. Si ves este<br>ataque, sigue moviéndote para evitarlos."""
Dead_M1Tra_001#0,"""Shutolmizer dispara diferentes tipos de misiles. Presta atención al color de los misiles para evitar enfermedades de estado."""
Dead_M1Tra_002#0,"""Shutolmizer dispara misiles cada vez que se transforma. Ten cuidado con los misiles que se acercan<br>desde fuera de la vista."""
Dead_M1Tra_003#0,"""El ataque de ametralladora de un Shutolmizer se puede evadir flanqueando a la izquierda y a la derecha mientras saltas."""
Dead_M1Tra_004#0,"""Cuando los cuatro apéndices de Shutolmizer se transforman, dispara un potente rayo. Evítalo moviéndote por detrás de Shutolmizer."""
Dead_N3Bbe_001#0,"""El punto débil de un Vangabear es su cara. Fíjate para apuntar tus ataques hacia él."""
Dead_N3Bbe_002#0,"""Cuando está enfadado, un Vangabear realiza múltiples golpes corporales seguidos. Detenlo esquivando y rodeando al Vangabear por la espalda."""
Dead_N3Bbe_003#0,"""El ataque de un Vangabear es temible, pero puedes escapar pulsando repetidamente las teclas de movimiento."""
Dead_N3Bbe_004#0,"""Si flanqueas a un Vangabear, éste responderá con un ataque por la espalda. Ten cuidado con este movimiento<br>cuando levante una pierna."""
Dead_CY1TanR_001#0,"""La armadura de los hombros y las rodillas de Dralberoudi se puede destruir. Destrúyelas para<br>exponer los núcleos que hay debajo."""
Dead_CY1TanR_002#0,"""Las dolencias de estado no son efectivas contra Dralberoudi, pero se dejará vulnerable<br>tras el ataque. No pierdas ninguna oportunidad de golpearlo."""
Dead_CY1TanR_003#0,"""Cuando está enfadado, Dralberoudi se mueve a toda velocidad. Aguanta estos rápidos ataques y busca un hueco."""
Dead_CY1TanR_004#0,"""Dralberoudi preparará su brazo izquierdo para señalar un ataque de rayo. Evita quedarte delante de él<br> para evadir este ataque."""
Dead_CY1Ace_001#0,"""Nemesangele está equipado con un dispositivo que genera una barrera a su alrededor. Destruye este<br>dispositivo rápidamente, ya que deja sin efecto ciertos ataques."""
Dead_CY1Ace_002#0,"""Nemesangele desplegará sus alas para indicar un ataque combinado. Concéntrate en la evasión<br>hasta que puedas volver a poner la batalla a tu favor."""
Dead_CY1Ace_003#0,"""Al atacar los núcleos de Nemesangele se destruirán las partes correspondientes. Las partes destruidas no pueden lanzar ataques, así que céntrate en debilitarlo de esta manera."""
Dead_CY1Ace_004#0,"""Los misiles teledirigidos de Nemesangele rastrean y siguen con extrema precisión. Concéntrate en la<br>evasión cuando se produzcan estos ataques."""
Dead_CY1AceR_001#0,"""Avaalnemesis está equipada con un dispositivo que genera una barrera a su alrededor. Destruye este<br>dispositivo rápidamente, ya que deja sin efecto ciertos ataques."""
Dead_CY1AceR_002#0,"""Avaalnemesis desplegará sus alas para indicar un ataque combinado. Concéntrate en la evasión<br>hasta que puedas volver a poner la batalla a tu favor."""
Dead_CY1AceR_003#0,"""Si atacas los núcleos de Avaalnemesis, destruirás las partes correspondientes. Las partes destruidas no pueden lanzar ataques, así que céntrate en debilitarla de esta manera."""
Dead_CY1AceR_004#0,"""Las balas que dispara Avaalnemesis pueden rebotar, así que no te olvides de ellas después de esquivarlas una vez."""
Dead_N3PanA_001#0,"""Una vez destruidas todas las garras de un Blizzard Banser, éste perderá el equilibrio<br>después de cargar ataques."""
Dead_N3PanA_002#0,"""Los Blizzard Banser siempre realizarán un seguimiento después de un ataque de aliento. Esquiva su<br>aliento y contrarresta después de su embestida."""
Dead_N3PanA_003#0,"""Si el hielo empieza a rondar a un Blizzard Banser, está a punto de rugir. Tiene un amplio<br> alcance, así que asegúrate de mantener una distancia segura."""
Dead_N3PanA_004#0,"""Quemar es eficaz contra los Blizzard Banser. Intentarán apagar el fuego, abriéndoles el camino al ataque."""
Dead_N3PanB_001#0,"""Una vez destruidas todas las garras de un Blizzard Banshee, éste perderá el equilibrio<br>después de cargar ataques."""
Dead_N3PanB_002#0,"""Las Blizzard Banshees siempre realizarán un seguimiento después de un ataque de aliento. Esquiva su<br>aliento y contrarresta después de su embestida."""
Dead_N3PanB_003#0,"""Si el hielo empieza a rondar a una Blizzard Banshee, está a punto de rugir. Tiene un amplio<br> alcance, así que asegúrate de mantener una distancia segura."""
Dead_N3PanB_004#0,"""Quemar es eficaz contra las Blizzard Banshees. Intentarán apagar el fuego, abriéndolas para que ataquen."""
Dead_FD2All_001#0,"""Inflige daño a un Gorshraider una vez que sus patas están destruidas y se tambalea para derribarlo y exponer su punto débil."""
Dead_FD2All_002#0,"""Cuando la cabeza de un Gorshraider sale de su caparazón, puedes derribarlo y exponer su punto débil infligiendo un gran daño."""
Dead_FD2All_003#0,"""Puedes subirte a un Gorshraider derribado. Sube al abdomen por uno de los brazos para atacar el punto débil de la criatura."""
Dead_FD2All_004#0,"""Cuando la cola de un Gorshraider sale de su caparazón, su cabeza está a punto de salir por<br>el otro lado."""
Dead_CY1Bos_001#0,"""Dimolduminus dispara un enorme láser después de enfrentar sus brazos superiores al suelo. Observa el<br>terreno en busca de señales de advertencia y esquiva en consecuencia."""
Dead_CY1Bos_002#0,"""Las enormes piernas de Dimolduminus pueden destruirse cuando se extienden frente a él.<br> Destrúyelas para detener sus ataques basados en las piernas."""
Dead_CY1Bos_003#0,"""La barrera protectora que activa Dimolduminus puede destruirse atacando el núcleo en<br>su centro."""
Dead_CY1Bos_004#0,"""Las balas de energía triangulares que dispara Dimolduminus pueden evadirse pasando por el<br>espacio que hay en su centro."""
Dead_O1Sle_001#0,"""Gazar Casadohra desencadena un ataque especial después de destruir su arma que lo deja incapacitado. Apunta al punto débil de su cabeza mientras la criatura está derribada."""
Dead_O1Sle_002#0,"""Puedes destruir las patas delanteras afiladas de un Gazar Casadohra. Al hacerlo, reducirás la velocidad de movimiento y de giro de la criatura."""
Dead_O1Sle_003#0,"""Puedes destruir las patas traseras en forma de cañón de un Gazar Casadohra. Al hacerlo, se reducirá el número de proyectiles disparados."""
Dead_O1Sle_004#0,"""La congelación es eficaz contra Gazar Casadohra. Congela el cuerpo de la criatura para evitar que se mueva durante un tiempo. """
Dead_O1Wan_001#0,"""Anfeduraad desencadena un ataque especial después de destruir las garras de sus patas delanteras<br>que le hace perder el equilibrio. Aprovecha esta oportunidad para atacar."""
Dead_O1Wan_002#0,"""El punto débil de Anfeduraad es su sección media. Derríbalo para que sea más fácil atacar la sección media."""
Dead_O1Wan_003#0,"""Quemar es eficaz contra un Anfeduraad con cambio de color. Quemar restablece el color original de la criatura y elimina su efecto de mejora."""
Dead_O1Wan_004#0,"""Recibes daño si tocas el líquido expulsado por Anfeduraad. El contacto con el líquido también puede infligir una dolencia de estado de pánico."""
Dead_U1Gg_001#0,"""Destruye una de las alas de un Deos Gryphon mientras vuela por el aire para desequilibrarlo y hacer que caiga al suelo, proporcionando una apertura para un ataque."""
Dead_U1Gg_002#0,"""Los colmillos de Deos Gryphon pueden ser destruidos. Al hacerlo, se debilitará en gran medida cualquier ataque que los utilice."""
Dead_U1Gg_003#0,"""Es posible destruir las pezuñas de un Deos Gryphon. Destruye las cuatro pezuñas para<br>derribar a la criatura durante un tiempo."""
Dead_U1Gg_004#0,"""La congelación es efectiva contra un Deos Gryphon. Cuando se congela, el Gryphon de Deos deja de moverse durante un tiempo."""
Dead_O1Orc_001#0,"""Un Brigantbran deja una gran abertura cuando ataca con ambos brazos, así que gire alrededor<br>y ataque por la retaguardia."""
Dead_O1Orc_002#0,"""El abdomen de un Brigantbran es su punto débil. Ten cuidado de evitar sus ataques con dos brazos<br>y de saltar."""
Dead_O1Orc_003#0,"""Un brigantbran que ha cavado bajo tierra sacará la cabeza para realizar un ataque láser. El ataque es difícil de evitar a larga distancia, así que mantente cerca del brigantbran<br>cuando escarbe."""
Dead_O1Orc_004#0,"""Si infliges una gran cantidad de daño a un brigantbran mientras está bajo tierra, hará que salga, lo que te dará una gran oportunidad de atacar."""
Dead_O1Afl_001#0,"""Si destruyes todos los tentáculos de un Gratsi Meduna, éste los clavará en el suelo para fijarse. Entonces podrás subirte a él por detrás y atacar su cabeza, que<br>es su punto débil."""
Dead_O1Afl_002#0,"""Cuando las gigantescas tijeras de un Gratsi Meduna brillan, está a punto de lanzar un ataque relámpago. Permanecer directamente frente a él es peligroso, así que esquiva con fuerza hacia la izquierda o la derecha."""
Dead_O1Afl_003#0,"""Cuando una Meduna Gratsi junta sus tentáculos y se levanta, se está preparando para realizar un ataque giratorio. Evade huyendo rápidamente o realizando una acción de esquiva."""
Dead_O1Afl_004#0,"""La congelación es eficaz contra los tentáculos de Gratsi Meduna. Los tentáculos se pueden congelar para<br>impedir que se muevan durante un tiempo."""
Dead_CY2Jam_001#0,"""Un Veldfodrus cargará contra un objetivo mientras gira si se acerca demasiado. Mantén la distancia y utiliza una acción de esquiva para evitar este ataque."""
Dead_CY2Jam_002#0,"""El choque es eficaz contra un Veldfodrus. Cuando recibe una descarga, el Veldfodrus deja de moverse durante un tiempo."""
Dead_CY2Jam_003#0,"""Si destruyes los ocho cañones de un Veldfodrus, éste dejará de moverse durante un tiempo."""
Dead_CY2Jam_004#0,"""Un Veldfodrus puede lanzar proyectiles que curan y mejoran a los enemigos cercanos. Da prioridad a la eliminación de los enemigos agrupados para reducir las posibilidades de que estos proyectiles sean lanzados."""
Dead_TD2Blo_001#0,"""El cuerpo de una Oduna Zordata está oculto dentro de un enorme exoesqueleto. Destruye el exoesqueleto sacando cuatro de sus articulaciones."""
Dead_TD2Blo_002#0,"""Cuando una Oduna Zordata retira lentamente su brazo derecho, está a punto de lanzar su ataque de taladro. Esquiva a un lado para evitar este ataque increíblemente potente."""
Dead_TD2Blo_003#0,"""Una Oduna Zordata realizará un ataque de caída tras girar a gran velocidad en el aire.<br>Trata de evitar el ataque dando vueltas."""
Dead_TD2Blo_004#0,"""La congelación es eficaz contra una Oduna Zordata. Puedes congelar su cuerpo e impedir que se mueva durante un tiempo."""
Dead_T1Xcu_001#0,"""Puedes destruir el espejo del abdomen de un Viliga Zignind para exponer el punto débil de la criatura de forma permanente."""
Dead_T1Xcu_002#0,"""Puedes reducir el número de proyectiles de energía que puede disparar una Viliga Zignind destruyendo sus dos colas."""
Dead_T1Xcu_003#0,"""Si no consigues evitar el ataque especial de hoz de una Viliga Zignind, quedarás incapacitado al cabo de un tiempo. Ataca la retaguardia de la criatura para liberar tu espíritu antes de que sea absorbido por completo."""
Dead_T1Xcu_004#0,"""El veneno es eficaz contra una Viliga Zignind. Al ser envenenado, el Viliga Zignind dejará de moverse durante un tiempo."""
Dead_T1Yor_001#0,"""Tras realizar un furioso ataque de hielo, un Broll Brengam quedará inmovilizado durante un tiempo.<br>Usa el hielo generado por sus ataques como plataforma para atacar su cabeza."""
Dead_T1Yor_002#0,"""Quemar es eficaz contra los cristales brillantes de color púrpura que se encuentran en un Broll Brengam. Los cristales se verán envueltos en llamas, causando un gran daño."""
Dead_T1Yor_003#0,"""Destruye la armadura de los pies de un Broll Brengam para derribar a la criatura. Esto facilitará el acceso a los cristales de su cabeza y abdomen."""
Dead_T1Yor_004#0,"""Los cristales de hielo formados por Broll Brengam acabarán explotando con una explosión de congelación.<br>Daña y destruye los cristales a tiempo para evitarlo."""
Dead_T1Yor_005#0,"""Destruye el casco de un Broll Brengam para revelar dos cristales en su cabeza. Puedes<br>desactivar permanentemente la barrera que rodea su cabeza destruyendo ambos cristales."""
Dead_P4Tra_001#0,"""Destruye las puertas que se encuentran en la cola y la cabeza de un Rixes Gidor para exponer sus puntos débiles cuando realiza un ataque materializado."""
Dead_P4Tra_002#0,"""Un Rixes Gidor puede ser potencialmente derribado e impedido de moverse durante un tiempo al<br>infligir la dolencia de estado 'Ciego'."""
Dead_P4Tra_003#0,"""Cuando las piernas de un Rixes Gidor han recibido una cierta cantidad de daño, la criatura<br>quedará derribada durante un tiempo, facilitando el ataque a las puertas de sus cabezas."""
Dead_P4Tra_004#0,"""Siempre hay una gran abertura tras un ataque materializado de las cabezas<br>y la cola de un Rixes Gidor. Haz tu contraataque después de evadir estos ataques."""
Dead_D2DMag_001#0,"""Puedes reducir el daño que sufres por el ataque de fuego de un Dragón Evilion<br>equipando una Unidad con un alto nivel de resistencia al fuego."""
Dead_D2DMag_002#0,"""Los puntos débiles de un Dragón Evilion son su cabeza, los cuernos de su cabeza, los cuernos de su espalda y el cristal de su cola."""
Dead_D2DMag_003#0,"""Si destruyes el cristal de la cola de un dragón maligno, éste se verá envuelto en magma púrpura. Sus ataques serán más feroces en este estado, así que estate atento."""
Dead_D2DMag_004#0,"""Si destruyes los cuernos de la cabeza y la espalda de un dragón maligno mientras está cubierto de magma púrpura, crearás una gran abertura."""
Dead_D2Gla_001#0,"""Un Dragón Ignisimo levantará ambas garras delanteras para indicar el inicio de un poderoso ataque.<br>Gira hacia el lado del Dragón Ignisimo para evadir el ataque."""
Dead_D2Gla_002#0,"""Si te golpean los cristales disparados por un Dragón Ignisimo, te infligirán<br>Pánico."""
Dead_D2Gla_003#0,"""Puedes destruir los escudos izquierdo y derecho de un Dragón Ignisimo. Una vez destruidos los escudos, el dragón será vulnerable cuando ataque con su espada."""
Dead_D2Gla_004#0,"""El veneno es eficaz contra la cabeza, los escudos y la cola de un dragón Ignisimo. Una vez que una de<br>estas partes está envenenada, recibirá el daño más fácilmente."""
Dead_CY3Des_001#0,"""El Grave Exegul se transformará después de recibir un daño sostenido en su espalda. Sus ataques se volverán más intensos, pero su defensa se reducirá, lo que supone una buena oportunidad para infligir un gran daño."""
Dead_CY3Des_002#0,"""Cuando un Grave Exegul emite un pilar de luz, está a punto de desencadenar su ataque gravitatorio.<br>El área dentro del pilar tendrá una gravedad aumentada, así que esquiva para mantenerte fuera de él."""
Dead_CY3Des_003#0,"""La parte trasera de las patas del Grave Exegul puede ser destruida. Esto debilitará su ataque de acometida, lo que podría inclinar la batalla a tu favor."""
Dead_CY3Des_004#0,"""Si un Grave Exegul se levanta, se está preparando para lanzar un poderoso ataque. El ataque<br>cubre un área increíblemente grande, así que estate atento a un lugar seguro para evitarlo."""
Dead_CY3DesG_001#0,"""El Gildina Exegul se transformará tras recibir un daño sostenido en su espalda. Sus ataques se volverán<br>más intensos, pero su defensa bajará, lo que supone una buena oportunidad para infligir un gran daño."""
Dead_CY3DesG_002#0,"""Cuando un Gildina Exegul emite un pilar de luz, está a punto de desatar su ataque gravitatorio. El área<br>dentro del pilar tendrá una gravedad aumentada, así que esquiva para quedarte fuera de él."""
Dead_CY3DesG_003#0,"""La parte trasera de las patas de Gildina Exegul puede ser destruida. Esto debilitará su ataque de acometida, lo que podría inclinar la batalla a tu favor."""
Dead_CY3DesG_004#0,"""Si un Gildina Exegul se levanta, se está preparando para lanzar un poderoso ataque. El ataque<br>cubre un área increíblemente grande, así que estate atento a un lugar seguro para evitarlo."""
Dead_BoDelBeast_001#0,"""Gomorus, la Oscuridad Primordial, posee un ataque capaz de destruir plataformas.<br>Si estás sobre ella, quedarás incapacitado, así que asegúrate de moverte a otra antes de que eso ocurra."""
Dead_BoDelBeast_002#0,"""Gomorus, la Oscuridad Primordial, enterrará tentáculos en las paredes para sostener su<br>cuerpo. Destruye todos los tentáculos para que Gomorus caiga en picado al suelo."""
Dead_BoDelBeast_003#0,"""Cuando Gomorus, la oscuridad primordial, inhala profundamente, se está preparando para su rugido. Observa atentamente los movimientos de su boca para calcular tu acción de esquivar."""
Dead_BoDelBeast_004#0,"""La parte del globo ocular de Gomorus, la Oscuridad Primordial es su punto débil. Atácalo para causar más daño, pero ten cuidado con sus contadores."""
Dead_BoDelBeastU_001#0,"""Gomorus, la Oscuridad Primordial, posee un ataque capaz de destruir plataformas.<br>Si estás sobre ella quedarás incapacitado, así que asegúrate de moverte a otra antes de que eso ocurra."""
Dead_BoDelBeastU_002#0,"""Gomorus, la Oscuridad Primordial, enterrará tentáculos en las paredes para sostener su<br>cuerpo. Destruye todos los tentáculos para que Gomorus caiga en picado al suelo."""
Dead_BoDelBeastU_003#0,"""Cuando Gomorus, la oscuridad primordial, inhala profundamente, se está preparando para su rugido. Observa atentamente los movimientos de su boca para calcular tu acción de esquivar."""
Dead_BoDelBeastU_004#0,"""La parte del globo ocular de Gomorus, la Oscuridad Primordial es su punto débil. Atácalo para infligir más daño, pero ten cuidado con sus contadores."""
Dead_BoDelFoot_001#0,"""Las acciones y debilidades elementales de Sodam, la Oscuridad Primordial, cambiarán dependiendo del campo. Los ataques sostenidos en sintonía con su debilidad elemental lo derribarán durante un tiempo determinado."""
Dead_BoDelFoot_002#0,"""Serás infligido con Bind si eres golpeado por la ráfaga de miasma generada por<br>Sodam, la Oscuridad Primordial. Estate atento a las señales y esquiva en consecuencia."""
Dead_BoDelFoot_003#0,"""Sodam, la Oscuridad Primordial puede extender un gran brazo desde su espalda para atacar.<br> Observa con atención los movimientos del brazo para evitarlo."""
Dead_BoDelFoot_004#0,"""Cuando Sodam, la Oscuridad Primordial se desplaza fuera del campo, un ataque de gran alcance<br>está en camino. Aprovecha los objetos del campo para evitarlo."""
Dead_BoDelFootU_001#0,"""Las acciones y debilidades elementales de Sodam, la Oscuridad Primordial cambiarán dependiendo<br>del campo. Los ataques sostenidos en sintonía con su debilidad elemental lo derribarán durante un tiempo determinado."""
Dead_BoDelFootU_002#0,"""Serás infligido con Bind si eres golpeado por la ráfaga de miasma generada por<br>Sodam, la Oscuridad Primordial. Estate atento a las señales y esquiva en consecuencia."""
Dead_BoDelFootU_003#0,"""Sodam, la Oscuridad Primordial puede extender un gran brazo desde su espalda para atacar.<br>Observa los movimientos del brazo con cuidado para evitarlo."""
Dead_BoDelFootU_004#0,"""Cuando Sodam, la Oscuridad Primordial se desplaza fuera del campo, un ataque de gran alcance<br>está en camino. Aprovecha los objetos del campo para evitarlo."""
Dead_BoDelFootS_001#0,"""Las acciones y debilidades elementales de Sodam, la Oscuridad Primordial,<br> cambian según el campo. Intenta descubrir su debilidad elemental."""
