CorrectionAssignMapTitle#0,"""조작 설정 복원"""
Config_Reb_139_Select_1#0,"""오토"""
Config_Reb_139_Select_2#0,"""퀄리티"""
Config_Reb_139_Select_3#0,"""밸런스"""
Config_Reb_139_Select_4#0,"""퍼포먼스"""
Config_Reb_140_Name#0,"""소재 창고로 자동 전송"""
Config_Reb_140_Hint#0,"""\""소재\""카테고리 아이템 획득 시<br>소재 창고가 있는 경우 자동으로 소재창고로<br>보낼지 설정합니다.<br><br>【대상 아이템의 주요 취득 방법】<br>・드랍 아이템<br>・개더링<br>・트라이얼 보상<br>・태스크/퀘스트 보상<br>・미션 패스 보상<br>・스크래치 횟수 보너스 보상"""
Config_Reb_141_Name#0,"""AMD FSR 1.0"""
Config_Reb_141_Hint#0,"""AMD FidelityFX Super Resolution 1.0을<br>사용할지 설정합니다.<br><br>FSR 1.0을 사용하면<br>화면 처리 부하를 낮춘 후<br>최대 그래픽 설정으로 가능한 최고의<br>프레임 레이트를 달성하도록 조정됩니다.<br><br><yellow>※FSR 1.0을 사용하려면<br>\u3000대응하는 그래픽 카드가 필요합니다.<c>"""
Config_Reb_141_Select_0#0,"""OFF"""
Config_Reb_141_Select_1#0,"""오토"""
Config_Reb_141_Select_2#0,"""울트라 퀄리티"""
Config_Reb_141_Select_3#0,"""퀄리티"""
Config_Reb_141_Select_4#0,"""밸런스"""
Config_Reb_141_Select_5#0,"""퍼포먼스"""
Config_Reb_142_Name#0,"""신규/복귀 플레이어 아이콘 표시"""
Config_Reb_142_Hint#0,"""신규/복귀 플레이어 아이콘을<br>표시할지 설정합니다."""
Config_047_Hint_Streamer#0,"""파티에 초대받았을 때<br>신규 알림 윈도우를 표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_048_Hint_Streamer#0,"""프렌드 등록을 신청하셨을 때<br>신규 알림 윈도우를 표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_049_Hint_Streamer#0,"""팀에 스카웃 되었을 때<br>신규 알림 윈도우를 표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_058_Hint_Streamer#0,"""프리미엄 세트의<br>유효기간이 끝나기 7일 전에<br>로그인 시 해당 정보를 표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_059_Hint_Streamer#0,"""자기가 로그인했을 때<br>프렌드에게 로그인 콜을 보낼지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_070_Hint_Streamer#0,"""그룹 채팅의 초대를 받을지 설정합니다.<br>받지 않음으로 설정하면 초대를 받지 않게 됩니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_049_Hint_Streamer#0,"""다른 플레이어의 오토워드 \""이벤트\""를<br>표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_091_Hint_Streamer#0,"""다른 플레이어의 오토워드 \""멤버\""를<br>표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_092_Hint_Streamer#0,"""다른 플레이어의 오토워드 \""액션\""을<br>표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_050_Hint_Streamer#0,"""오토워드를 로그에 표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_088_Hint_Streamer#0,"""그룹 채팅의 초대를 받을지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_118_Hint_Streamer#0,"""\""주변\""의 채팅에서<br>심볼 아트를 표시할지 선택합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_120_Hint_Streamer#0,"""팀 채팅에서<br>심볼 아트를 표시할지 선택합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_121_Hint_Streamer#0,"""그룹 채팅에서<br>심볼 아트를 표시할지 선택합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_122_Hint_Streamer#0,"""로그 윈도우의 \""모두 표시\"" 탭에<br>\""주변\"" 채널의 발언을<br>표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_124_Hint_Streamer#0,"""로그 윈도우의 \""모두 표시\"" 탭에<br>\""팀\"" 채널의 발언을<br>표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_125_Hint_Streamer#0,"""로그 윈도우의 \""모두 표시\"" 탭에<br>\""귓속말\"" 채널의 발언을<br>표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_128_Hint_Streamer#0,"""로그 윈도우의 \""모두 표시\"" 탭에<br>\""그룹 (그룹 채팅)\""의<br>채널에서 발언을 표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_132_Hint_Streamer#0,"""다른 플레이어의 주변 채팅을<br>표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_053_Hint_Streamer#0,"""다른 플레이어의 팀 채팅을<br>표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_134_Hint_Streamer#0,"""다른 플레이어가 설정하고 있는<br>온라인 상태의 프리 메시지를<br>표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_135_Hint_Streamer#0,"""다른 플레이어의 귓속말 채팅을<br>표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_136_Hint_Streamer#0,"""다른 플레이어의 그룹 채팅을<br>표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_016_Hint_Streamer#0,"""파티에 초대받았을 때<br>신규 알림 윈도우를 표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_017_Hint_Streamer#0,"""프렌드 등록을 신청하셨을 때<br>신규 알림 윈도우를 표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_018_Hint_Streamer#0,"""팀에 스카웃 되었을 때<br>신규 알림 윈도우를 표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_021_Hint_Streamer#0,"""프리미엄 세트의<br>유효기간이 끝나기 7일 전에<br>로그인 시 해당 정보를 표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_025_Hint_Streamer#0,"""자기가 로그인했을 때<br>프렌드에게 로그인 콜을 보낼지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_130_Hint_Streamer#0,"""그룹 채팅에 초대 받았을 때<br>참가 선택 윈도우를 표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_053b_Hint_Streamer#0,"""팀 채팅의 말풍선을<br>표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_073_Hint_Streamer#0,"""다른 플레이어의 그룹 채팅을<br>표시할지 설정합니다.<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_Streamer_Title#0,"""스트리머 모드"""
Config_Reb_Streamer_Name#0,"""스트리머 모드"""
Config_Reb_Streamer_Select0#0,"""사용"""
Config_Reb_Streamer_Select1#0,"""사용안함"""
Config_Reb_Streamer_Hint#0,"""스트리머 모드는<br>개인 정보를 보호하기 위해 화면 공유 시<br>채팅 등을 숨기는 기능입니다.<br><br>스트리머 모드 중에는<br>일부 옵션 설정이 자동으로 변경됩니다.<br>변경된 항목은 옵션에서 확인할 수 있습니다."""
Config_Reb_152_Name#0,"""채팅 자동 회신"""
Config_Reb_152_Hint#0,"""<yellow>귓속말<c>의 표시와 관련된 항목을<br>\""표시하지 않음\""으로 설정하고 있을 때<br>상대방이 귓속말을 할 수 없다는 사실을<br>자동으로 회신할 지 설정합니다.<br><br><yellow>정형문 1: 【자동 회신】귓속말을 이용할 수 없는 상태입니다.<br>정형문 2: 【자동 회신】스트리머 모드이기 때문에 귓속말을 이용할 수 없습니다.<c>"""
Config_Reb_152_Select_0#0,"""사용하지 않음"""
Config_Reb_152_Select_1#0,"""정형문 1"""
Config_Reb_152_Select_2#0,"""정형문 2"""
StreamerText#0,"""$(0)<br><br><yellow>스트리머 모드 중에는 설정을 변경할 수 없습니다.<c>"""
Config_Reb_154_Name#0,"""앰비언트 오클루전: 캐릭터"""
Config_Reb_154_Hint#0,"""캐릭터 주위에 새로운 음영을 추가하는 기능의<br>ON/OFF를 바꿉니다.<br><br>OFF로 하면 처리가 약간 가벼워집니다."""
Config_Reb_155_Name#0,"""HDR 설정"""
Config_Reb_155_Hint#0,"""HDR(하이 다이내믹 레인지)를<br>사용할지 설정합니다.<br><br>HDR 대응 모니터로 연결해 PC 설정에서<br>HDR 기능을 켜야 합니다.<br>기기 설정 후 게임의 재실행이 필요합니다.<br><br><yellow>※HDR 설정을 사용 할 때의 스크린샷이나<br>캡처 영상은 실제 게임 화면과는<br>다르게 보일 수 있습니다.<c>"""
Config_Reb_156_Name#0,"""HDR 설정：표준 백색 레벨"""
Config_Reb_156_Hint#0,"""HDR 설정을 사용 할 때의<br>화면의 밝기를 조정합니다.<br><br>화면에 표시되는 마크가<br>살짝 보이는 정도로 조정해주세요."""
Config_Reb_157_Name#0,"""HDR 설정：최대 밝기 레벨"""
Config_Reb_157_Hint#0,"""HDR 설정을 사용 할 때의<br>화면의 밝은 부분의 출력 방식 조정합니다.<br><br>화면에 표시되는 마크가<br>살짝 보이는 정도로 조정해주세요."""
Config_Reb_158_Name#0,"""HDR 설정：채도 조정"""
Config_Reb_158_Hint#0,"""HDR 설정을 사용 할 때의<br>색의 선명도를 조정합니다."""
Config_Reb_159_Name#0,"""캐릭터 모션 보정"""
Config_Reb_159_Hint#0,"""플레이어와 파티 캐릭터의<br>움직임을 자연스럽게 보여주는 기능의<br>ON/OFF를 전환합니다.<br><br>캐릭터의 움직임이 부자연스러울 때,<br>OFF로 전환해 개선되는 경우가 있습니다."""
Config_Reb_161_Name#0,"""심볼 아트 표시: 마이 샵"""
Config_Reb_161_Hint#0,"""마이 샵에서<br>심볼 아트를 표시할 지 선택합니다.<br><br><yellow>※\""표시안함\""을 선택하면<br>\u3000다른 플레이어의 마이 샵에 설정되어 있는<br>\u3000심볼 아트가 표시되지 않습니다.<c>"""
Config_Reb_162_Name#0,"""간이 모델 표시 방식"""
Config_Reb_162_Hint#0,"""캐릭터를 상세하게 표시할 수 없을 때<br>표시할 타입을 설정합니다.<br><br>【모델 1】실루엣 형태의 모델로 표시합니다.<br>【모델 2】흰색 모델로 표시합니다.<br>【모델 3】반투명 모델로 표시합니다.<br><br><yellow>※\""모델 3\""은 처리가 다소 무거워집니다.<c>"""
Config_Reb_162_Select_0#0,"""모델 1"""
Config_Reb_162_Select_1#0,"""모델 2"""
Config_Reb_162_Select_2#0,"""모델 3"""
Config_Reb_163_Name#0,"""돋보기 모드 사용"""
Config_Reb_163_Hint#0,"""돋보기 모드를 사용할지 설정합니다.<br><br><yellow>※\""사용\""을 선택하면<c><swguidetype ShiftTrigger><yellow>＋<c><swguidetype EscMenu><yellow>로<br>\u3000돋보기 모드를 사용할 수 있습니다.<c>"""
Config_Reb_164_Name#0,"""알림 메시지 표시 건수"""
Config_Reb_164_Hint#0,"""태스크 목표 달성 등<br>화면 하단에 표시되는 알림 메시지를<br>최대 몇 건까지 동시에 표시할지를 설정합니다."""
Config_Reb_164_Select_0#0,"""3건"""
Config_Reb_164_Select_1#0,"""1건"""
Config_Reb_165_Name#0,"""에너미의 데미지 표시: 플레이어 캐릭터"""
Config_Reb_165_Hint#0,"""플레이어 캐릭터가<br>에너미에게 데미지를 주었을 때에<br>표시하는 숫자의 사이즈를 설정합니다."""
Config_Reb_165_Select_0#0,"""표준"""
Config_Reb_165_Select_1#0,"""작게"""
Config_Reb_165_Select_2#0,"""매우 작게"""
Config_Reb_165_Select_3#0,"""표시하지 않음"""
Config_Reb_166_Name#0,"""에너미의 데미지 표시: 파티 멤버"""
Config_Reb_166_Hint#0,"""파티멤버가<br>에너미에게 데미지를 주었을 때에<br>표시하는 숫자의 사이즈를 설정합니다."""
Config_Reb_167_Name#0,"""에너미의 데미지 표시: 기타 캐릭터"""
Config_Reb_167_Hint#0,"""기타 캐릭터가<br>에너미에게 데미지를 주었을 때에<br>표시하는 숫자의 사이즈를 설정합니다."""
Config_Reb_168_Name#0,"""받는 데미지나 회복 표시: 플레이어 캐릭터"""
Config_Reb_168_Hint#0,"""플레이어 캐릭터가<br>에너미에게 데미지를 받거나<br>회복할 때<br>표시하는 숫자의 사이즈를 설정합니다."""
Config_Reb_169_Name#0,"""받는 데미지나 회복 표시: 파티 멤버"""
Config_Reb_169_Hint#0,"""파티멤버가<br>에너미에게 데미지를 받거나<br>회복할 때<br>표시하는 숫자의 사이즈를 설정합니다."""
Config_Reb_170_Name#0,"""받는 데미지나 회복 표시: 기타 캐릭터"""
Config_Reb_170_Hint#0,"""기타 캐릭터가<br>에너미에게 데미지를 받거나<br>회복할 때<br>표시하는 숫자의 사이즈를 설정합니다."""
Config_Reb_171_Name#0,"""크리티컬 시 데미지 강조 표시"""
Config_Reb_171_Hint#0,"""플레이어 캐릭터의 공격으로<br>크리티컬이 발생했을 때의 숫자를<br>강조 표시할지 설정합니다.<br><br>【강조 표시 1】<br>숫자가 확대됩니다.<br><br>【강조 표시 2】<br>숫자가 확대되고 효과가 추가됩니다."""
Config_Reb_171_Select_0#0,"""사용 안함"""
Config_Reb_171_Select_1#0,"""강조 표시 1"""
Config_Reb_171_Select_2#0,"""강조 표시 2"""
Config_Reb_172_Name#0,"""로그인 콜 표시"""
Config_Reb_172_Hint#0,"""자신의 화면 상에서<br>로그인 콜을 표시할지 설정합니다.<br><br><yellow>※\""표시하지 않음\""을 선택하면<br>모든 로그인 콜이 나타나지 않습니다.<c><br><br><yellow>※로그인 콜은 \""프렌드 리스트\""에서<br>\u3000상대를 선택하여 \""커뮤니케이션\"" 항목에서<br>\""알림 받기\""를 선택하면 이용할 수 있습니다.<c>"""
Config_Reb_172_Select_0#0,"""표시하지 않음"""
Config_Reb_172_Select_1#0,"""표시"""
Config_Reb_173_Name#0,"""록 온 대상 자동 전환"""
Config_Reb_173_Hint#0,"""록 온 중에<br>대상 에너미를 처치했을 때 등의 상황에<br>자동으로 다음 목표를 록 온 하는 기능을<br>사용할지 선택합니다.<br><br><yellow>※다음 록 온할 우선 순위는<br>\u3000“록 온의 우선 순위 대상” 설정에서 변경할 수 있습니다.<c>"""
Config_Reb_173_Select_0#0,"""사용 안함"""
Config_Reb_173_Select_1#0,"""사용"""
Config_Reb_174_Name#0,"""다른 플레이어의 포터블 홀로그램 표시"""
Config_Reb_174_Hint#0,"""다른 플레이어가 설치한 포터블 홀로그램을<br>표시할지 여부를 설정합니다.<br><br><yellow>※\""표시\""를 선택한 경우<br>\u3000동일하게 \""그래픽\"" 항목에 있는<br>\u3000\""상세하게 묘사할 캐릭터 표시 개수\""를 설정에<br>\u3000따라 홀로그램의 표시 개수가 변동됩니다.<br><br><yellow>※\""표시 안함\""에서 \""표ㅣ함\""으로 전환한 경우<br>\u3000섹션 이동을 통해 다른 플레이어가<br>\u3000설치한 홀로그램이 표시될 수 있습니다.<c>"""
Config_Reb_174_Select_0#0,"""표시"""
Config_Reb_174_Select_1#0,"""표시 안 함"""
Config_Reb_175_Name#0,"""다른 캐릭터와 적의 표시 업데이트 빈도 감소"""
Config_Reb_175_Hint#0,"""멀리 떨어진 곳에 있는 다른 캐릭터나 에너미의<br>표시 갱신의 빈도를 줄이는 기능을<br>사용할지 설정합니다.<br><br><yellow>※“사용하기”를 선택하면<br>\u3000처리가 다소 가벼워집니다.<c>"""
Config_Reb_175_Select_0#0,"""사용 안함"""
Config_Reb_175_Select_1#0,"""사용"""
Config_Reb_177_Name#0,"""캐릭터 툰 표시"""
Config_Reb_177_Hint#0,"""캐릭터나 코스튬 등의 표시를<br>툰(애니) 풍으로 묘사할지 설정합니다.<br><br><yellow>※\""사용\""을 선택하면<br>\u3000처리가 다소 무거워집니다.<c>"""
Config_Reb_177_Select_0#0,"""사용 안 함"""
Config_Reb_177_Select_1#0,"""사용"""
Config_Reb_178_Name#0,"""캐릭터 툰 표시: 윤곽선 강조"""
Config_Reb_178_Hint#0,"""툰으로 표시한 캐릭터의<br>윤곽선을 얼마나 강조할지 설정합니다.<br><br><yellow>※수치를 낮추면 처리가 다소 가벼워집니다.<c>"""
Config_Reb_179_Name#0,"""캐릭터 툰 표시: 그림자 농도"""
Config_Reb_179_Hint#0,"""툰으로 표시한 캐릭터의<br>그림자 농도를 설정합니다."""
Config_CollaboMode_Title#0,"""이벤트 응모 관련 표시 설정"""
Config_CollaboMode_Name#0,"""이벤트 응모 대상 항목 확인 표시"""
Config_CollaboMode_Hint#0,"""현재 캐릭터의 패션과 장비가,<br>\""스크린샷 올리기 캠페인\"" 등의<br>이벤트에 응모할 수 있는지 확인하기 위한<br>아이콘을 표시할지 여부를 설정합니다.<br><br><yellow>※アイコンは画面右上に常に表示されます。<c><br><br>【표시되는 아이콘】<br>・<pict collab_photo_ok>：응모 가능<br>・<pict collab_photo_ng>：응모 불가 (대상 제외 아이템이 포함된 상태)"""
Config_CollaboMode_Select0#0,"""표시 안 함"""
Config_CollaboMode_Select1#0,"""표시하기"""
Config_Reb_Title_Lockon#0,"""<white>록온 설정<c>"""
Config_Reb_Title_Action#0,"""<white>액션 설정<c>"""
Config_Reb_Title_Hud#0,"""<white>플레이어/에너미 표시 설정<c>"""
Config_Reb_Title_Drop#0,"""<white>드랍 설정<c>"""
Config_Reb_Title_Menu#0,"""<white>기타<c>"""
Config_Reb_Title_Party#0,"""<white>파티 설정<c>"""
Config_Reb_Title_Notice#0,"""<white>알림 설정<c>"""
Config_Reb_Title_Staging#0,"""<white>카메라 연출 설정<c>"""
Config_Reb_Title_Esthetic#0,"""<white>에스테 설정<c>"""
Config_Reb_Title_Look1#0,"""<white>일반 시점 설정<c>"""
Config_Reb_Title_Look2#0,"""<white>어깨 너머 시점 설정<c>"""
Config_Reb_Title_Volume#0,"""<white>사운드 기본 설정<c>"""
Config_Reb_Title_Voicechat#0,"""<white>보이스 채팅 설정<c>"""
Config_Reb_Title_Talk#0,"""<white>채팅 기본 설정<c>"""
Config_Reb_Title_Logwindow#0,"""<white>로그 창 설정<c>"""
Config_Reb_Title_Autoword#0,"""<white>오토 워드 설정<c>"""
Config_Reb_Title_Symbolart#0,"""<white>심볼 아트 설정<c>"""
Config_Reb_Title_Stamp#0,"""<white>스탬프 설정<c>"""
Config_Reb_Title_Mail#0,"""<white>이메일 설정<c>"""
Config_Reb_Title_Fukidashi#0,"""<white>다른 플레이어 설정<c>"""
Config_Reb_Title_Screenshot#0,"""<white>스크린샷 설정<c>"""
Config_Reb_Title_Simple#0,"""<white>화면 표시 설정<c>"""
Config_Reb_Title_Hdr#0,"""<white>HDR 설정<c>"""
Config_Reb_Title_Custom#0,"""<white>기타<c>"""
Title#1,"""액션 팔레트 타입 선택"""
Message#0,"""액션 파트 조작 방법에 대해서<br>기존의 2버튼 타입과는 다른<br>새로운 3버튼 타입을 선택하실 수 있습니다.<br><br>3버튼 타입은 보다 직관적인 조작으로<br>액션을 할 수 있습니다.<br><green>이 옵션은 「옵션」의 「설정 초기화」에서<br>언제든지 변경하실 수 있습니다.<c><br><br>어떤 조작 타입을 사용하시겠습니까?"""
Button_2Button#0,"""2버튼 타입"""
Button_3Button#0,"""3버튼 타입"""
title#0,"""조작 가이드 표시 타입 설정"""
title#1,"""주로 사용하는 조작기기 선택"""
button1#0,"""키보드&마우스"""
button2#0,"""<%GamePad>"""
message#0,"""주로 어느 조작방식을 사용하시나요?<br><br>【\""키보드&마우스\"" 선택 시】<br>・키보드로 이동, 마우스로 공격 및 시점 변경<br><br>【\""게임 패드\"" 선택 시】<br>・게임 패드에서 이동/공격/시점 변경<br>・키보드로 직접 채팅 입력 가능<br><br><yellow>※\""메인 메뉴\""의 \""시스템\""에서<br>\u3000\""조작 설정\""의 \""주로 사용하는 조작 기기\""에서<br>\u3000변경 가능.<c>"""
MiKakin#0,"""미사용"""
IsPremium#0,"""<yellow>프리미엄 유효기간 중<c>"""
NonPremium#0,"""<red>프리미엄 유효기간 만료<c>"""
KakinGire#0,"""<red>기간 만료<c>"""
NetCafe#0,"""<green>넷 카페 프리미엄<c>"""
Category_Control#0,"""컨트롤"""
Category_Gameplay#0,"""게임 플레이"""
Category_Graphic#0,"""그래픽"""
Category_Interface#0,"""인터페이스"""
Category_SoundAndChat#0,"""사운드・채팅"""
Category_Other#0,"""기타"""
Category_Sound#1,"""사운드"""
Category_Chat#0,"""채팅"""
Category_Camera#0,"""카메라"""
Title_Config#0,"""옵션"""
Title_DetailInfo#1,"""상세 정보"""
MenuButton_WindowReset#0,"""윈도우 초기화"""
MenuButton_Reset#0,"""설정 초기화"""
Message_ResetError#0,"""스트리머 모드 중에는 설정을 초기화할 수 없습니다。"""
MenuButton_Exit#0,"""취소하고 돌아간다"""
MenuButton_ExitWithSave#0,"""변경사항 저장"""
ThreeChoiceMenuTitle#1,"""종료 확인"""
ThreeChoiceMenuMessageApply#1,"""옵션 화면을 닫고 돌아갑니다.<br>변경을 반영하시겠습니까?"""
ThreeChoiceMenuButtonExit#1,"""취소하고 돌아간다"""
ThreeChoiceMenuButtonExitWithSave#1,"""변경사항 저장"""
ThreeChoiceMenuButtonCancel#1,"""취소"""
ConfirmTitleInit#1,"""초기화 확인"""
ConfirmMessageInit#1,"""모든 옵션 설정을 초기화합니다.<br>괜찮으신가요?"""
ConfirmTitle#1,"""종료 확인"""
ConfirmMessageApply#1,"""변경 사항을 반영합니다.<br>괜찮으시겠습니까?"""
ConfirmMessageDisapply#1,"""변경 사항을 취소합니다.<br>괜찮으시겠습니까?"""
ConfirmButtonApply#1,"""변경을 반영하고 종료하기"""
ConfirmButtonDisapply#1,"""변경을 취소하고 종료하기"""
ConfirmButtonCancel#1,"""옵션으로 돌아가기"""
ConfirmTitleWindowInit#1,"""윈도우 초기화 확인"""
ConfirmMessageWindowInit#1,"""모든 윈도우의 표시 위치와 표시 크기를 초기화합니다.<br>괜찮으시겠습니까?"""
ConfirmMessageWindowInitEnd#1,"""윈도우의 표시 위치와 표시 크기를 초기화 했습니다."""
WindowTitleInitText#1,"""윈도우 초기화 설정"""
WindowInitHint#1,"""모든 윈도우의 표시 위치와 사이즈를 초기화합니다."""
WindowRadioButtonInitText#1,"""모든 윈도우의 위치와 크기를 초기화한다"""
AmdFsr_Switching_Info#0,"""AMD FSR 1.0이 작동하여 안티에이리어싱을 작동했습니다."""
Config_Reb_152_Chat_1#0,"""【자동 회신】귓속말을 이용할 수 없는 상태입니다."""
Config_Reb_152_Chat_2#0,"""【자동 회신】스트리머 모드 중이기 때문에 귓속말을 이용할 수 없습니다."""
Subject_000#1,"""액션機能설정"""
Subject_001#1,"""HUD설정"""
Subject_002#1,"""メニュー설정"""
Subject_003#1,"""드랍アイテム자동取得機能"""
Subject_004#1,"""기타の설정"""
Subject_005#1,"""카메라 설정"""
Subject_006#1,"""카메라左右回転速度"""
Subject_007#1,"""카메라上下回転速度"""
Subject_008#1,"""与ダメージ표시"""
Subject_009#1,"""回復／被ダメージ표시"""
Subject_010#1,"""EXPなどの표시"""
Subject_011#1,"""드랍 아이템 획득 표시"""
Subject_012#1,"""確認通知"""
Subject_013#1,"""メッセージ通知"""
Subject_014#1,"""기타の通知"""
Subject_015#1,"""채팅 설정"""
Subject_016#1,"""他者の오토ワード표시설정"""
Subject_017#1,"""로그 윈도우의 「전체 표시」に표시 채널"""
Subject_018#1,"""スクリーンショット설정"""
Subject_019#1,"""エステ설정"""
Subject_020#1,"""라이드로이드설정"""
Subject_021#1,"""다크 블래스트설정"""
Subject_022#1,"""BGM 볼륨"""
Subject_023#1,"""SE 볼륨"""
Subject_024#1,"""보이스 볼륨"""
Subject_025#1,"""게임 내 재생 동영상 볼륨"""
Subject_026#1,"""재생 기능"""
Subject_027#1,"""품질 기능"""
Subject_028#1,"""詳細モデル표시数"""
Subject_029#1,"""フォトンブラスト표시数"""
Subject_030#1,"""映り込み品質"""
Subject_031#1,"""그림자 품질"""
Subject_032#1,"""画面の明るさ"""
Subject_033#1,"""카메라 라이트"""
Subject_034#1,"""マウス使用時補正"""
Subject_035#1,"""ボイスチャット機能ON/OFF"""
Subject_036#1,"""ウィッシュリスト、プレゼントリスト"""
Config_PadInput01#0,"""게임 패드 타입 선택"""
Config_PadInput02#0,"""게임 패드와 타입의 조합에 따라<br>정상적으로 작동하지 않을 수 있습니다.<br>그럴 경우 타입을 전환해 주세요."""
Config_PadInput03#0,"""-"""
Config_PadInput04#1,"""-"""
Config_PadInput05#1,"""-"""
Config_PadInput06#1,"""게임 패드 진동 전환"""
Config_PadInput07#1,"""「XInput」을 선택하고 있는 경우에만 진동이 가능합니다.<br>※게임 패드에 따라 진동하지 않을 수 있습니다."""
Config_PadInput08#0,"""-"""
Config_PadInput09#0,"""-"""
Config_PadInput10#0,"""-"""
Config_PadInput11#0,"""-"""
Config_PadInput12#1,"""비활성화 시 게임 패드 조작"""
Config_PadInput13#1,"""어플리케이션이 비활성화일 때<br>게임 패드 입력을 받을지 설정합니다."""
Config_PadInput14#0,"""-"""
Config_PadInput15#0,"""-"""
Config_PadInput16#0,"""-"""
Config_PadInput17#1,"""<%GamePad> 초기 설정"""
Config_PadInput18#1,"""「DirectInput」을 선택한 경우에만 설정할 수 있습니다."""
