BlockForm_Title#0,"""ย้าย Block"""
Code634_Message#0,"""ไม่พบ room server"""
Code635_Title#0,"""การย้าย My Room"""
Code635_Code#0,"""ไม่สามารถย้ายไปยัง My Room ได้"""
Code635_Message#0,"""เนื่องจากข้อจำกัดของ room คุณจึงไม่สามารถไปยังที่นั่นได้"""
Code636_Title#0,"""การย้าย My Room"""
Code636_Code#0,"""ไม่สามารถย้ายไปยัง My Room ได้"""
Code636_Message#0,"""เนื่องจากข้อจำกัดของ room คุณจึงไม่สามารถไปยังที่นั่นได้"""
Code637_Title#0,"""การย้าย My Room"""
Code637_Code#0,"""ไม่สามารถย้ายไปยัง My Room ได้"""
Code637_Message#0,"""ไม่สามารถย้ายได้<br>เนื่องจากปัญหาของระบบ server"""
Code638_Title#0,"""การย้าย My Room"""
Code638_Code#0,"""ไม่สามารถย้ายไปยัง My Room ได้"""
Code638_Message#0,"""เนื่องจากการชำระเงินหมดอายุแล้ว จึงไม่สามารถย้ายไปได้"""
Code639_Title#0,"""การย้าย My Room"""
Code639_Code#0,"""ไม่สามารถย้ายไปยัง My Room ได้"""
Code639_Message#0,"""เนื่องจากการชำระเงินหมดอายุแล้ว จึงไม่สามารถย้ายไปได้"""
Code640_Title#0,"""การตรวจสอบ Version"""
Code640_Code#0,"""Version ของ Game client ไม่ตรงกัน"""
Code640_Message#0,"""อัปเดตเกมไม่สำเร็จ กรุณารัน file check หากจำเป็น กรุณาถอนการติดตั้งแล้วติดตั้งใหม่"""
Code641_Title#0,"""การตรวจสอบ Client"""
Code641_Code#0,"""พบข้อผิดพลาดใน Game client"""
Code641_Message#0,"""อัปเดตเกมไม่สำเร็จ กรุณารัน file check หากจำเป็น กรุณาถอนการติดตั้งแล้วติดตั้งใหม่"""
Code642_Title#0,"""การย้าย Block"""
Code642_Code#0,"""ไม่สามารถย้ายไปยัง block ที่เลือกได้"""
Code642_Message#0,"""ไม่พบ block ที่เลือก ยกเลิกการย้าย"""
Code643_Title#0,"""การย้าย Block"""
Code643_Code#0,"""ไม่สามารถย้ายไปยัง block ที่เลือกได้"""
Code643_Message#0,"""เนื่องจากข้อจำกัดของ block คุณจึงไม่สามารถย้ายไปยัง block นั้นได้"""
Code644_Title#0,"""การย้าย Block"""
Code644_Code#0,"""ไม่สามารถย้ายไปยัง block ที่เลือกได้"""
Code644_Message#0,"""เนื่องจากปัญหาของ server/ระบบ คุณจึงไม่สามารถย้ายไปยัง block นั้นได้"""
Code645_Title#0,"""การย้าย Server"""
Code645_Code#0,"""ไม่สามารถย้ายไปยัง server ที่เลือกได้"""
Code645_Message#0,"""server ที่เลือกหนาแน่นเกินไป<br>การย้ายล้มเหลว"""
Code646_Title#0,"""การย้าย Server"""
Code646_Code#0,"""ไม่สามารถย้ายไปยัง server ที่เลือกได้"""
Code646_Message#0,"""ไม่พบ server ที่เลือก<br>การย้ายล้มเหลว"""
Code647_Title#0,"""การย้าย Server"""
Code647_Code#0,"""ไม่สามารถย้ายไปยัง server ที่เลือกได้"""
Code647_Message#0,"""เนื่องจากข้อจำกัดทางฝั่ง server การย้ายจึงล้มเหลว"""
Code648_Title#0,"""การย้าย Server"""
Code648_Code#0,"""ไม่สามารถย้ายไปยัง server ที่เลือกได้"""
Code648_Message#0,"""เนื่องจากปัญหาระบบ คุณจึงไม่สามารถย้ายไปยัง server นี้ได้"""
Code649_Title#0,"""การย้าย Team Room"""
Code649_Code#0,"""ไม่สามารถย้ายไปยัง Team Room ได้"""
Code649_Message#0,"""Server อยู่ระหว่างการปิดปรับปรุง กรุณาตรวจสอบข้อมูลเพิ่มเติมที่เว็บไซต์ทางการ"""
Code650_Title#0,"""การเลือก Team Room"""
Code650_Code#0,"""ไม่สามารถย้ายไปยัง Team Room ได้"""
Code650_Message#0,"""ไม่สามารถย้ายไปยัง Team Room ได้เนื่องจากไม่สามารถ<br>เชื่อมต่อกับ Team Room server ได้<br><br>กรุณาลองใหม่อีกครั้งในภายหลัง"""
Code651_Title#0,"""การเลือก Team Room"""
Code651_Code#0,"""ไม่สามารถย้ายไปยัง Team Room ได้"""
Code651_Message#0,"""คุณไม่สามารถย้ายไปยัง Team Room ได้เนื่องจากคุณไม่ได้อยู่ใน Team กรุณาตรวจสอบข้อมูล Team ของคุณ"""
Code652_Title#0,"""การเลือก Team Room"""
Code652_Code#0,"""ไม่สามารถย้ายไปยัง Team Room ได้"""
Code652_Message#0,"""ไม่สามารถย้ายไปยัง Team Room ได้เนื่องจาก Team ของคุณยังไม่มี Team Room<br>"""
Code653_Title#0,"""การเลือก Team Room"""
Code653_Code#0,"""ไม่สามารถย้ายไปยัง Team Room ได้"""
Code653_Message#0,"""เกิดข้อผิดพลาดในการสื่อสารระหว่างการย้ายไปยัง Team Room กรุณารอสักครู่แล้วลองใหม่อีกครั้ง"""
Code654_Title#0,"""การเลือก Team Room"""
Code654_Code#0,"""ไม่สามารถย้ายไปยัง Team Room ได้"""
Code654_Message#0,"""คุณไม่สามารถย้ายไปยัง Team Room ได้เนื่องจากคุณไม่ใช่ Manager หรือ Team Master"""
Code655_Title#0,"""การเลือก Team Room"""
Code655_Code#0,"""ไม่สามารถย้ายไปยัง Team Room ได้"""
Code655_Message#0,"""Server อยู่ระหว่างการปิดปรับปรุง กรุณาตรวจสอบข้อมูลเพิ่มเติมที่เว็บไซต์ทางการ"""
Code656_Title#0,"""การเลือก Team Room"""
Code656_Code#0,"""ไม่สามารถย้ายไปยัง Team Room ได้"""
Code656_Message#0,"""ไม่พบ Team Room server กรุณาลองใหม่อีกครั้งในภายหลัง"""
Code657_Title#0,"""การเลือก Team Room"""
Code657_Code#0,"""ไม่สามารถย้ายไปยัง Team Room ได้"""
Code657_Message#0,"""ไม่สามารถย้ายไปยัง Team Room นั้นได้เนื่องจากคุณไม่ได้สังกัดอยู่ใน Team กรุณาตรวจสอบข้อมูล Team ของคุณ"""
