YesText#0,"""ใช่"""
Confirm_Message#0,"""เงื่อนไขต่อไปนี้จะมีผลบังคับใช้<br>ในขณะที่อยู่ใน Shared Ship Battle Block<br> ・เปลี่ยนเป็น Class [Battle Warrior] เท่านั้น<br> ・PAs, Techniques, Class Skills จะถูกยกเลิกการเรียนรู้ชั่วคราว<br> ・ไม่สามารถใช้ Meseta, CC หรือไอเทมในตัวได้<br> ・ไม่อนุญาตให้ใช้ Storage, My Room และ Team Room<br> ・ซ่อนการแจ้งเตือน Emergency Quest<br> ・แยกรายชื่อเพื่อน, Mail และ Symbol Arts เฉพาะ<br> ・ซ่อนเกจความสนิท (Friendship Gauge)<br><red>※เงื่อนไขทั้งหมดจะกลับเป็นปกติเมื่อออกจาก Shared Ship<c><br><red>※เอฟเฟกต์ NetCafe Premium สำหรับ Team Points เพิ่มเติมจะไม่ทำงาน<c><br><red>※ตัวละครของคุณอาจปรากฏในการถ่ายทอดสด<c><br><br>ไปยัง Shared Ship Battle Lobby หรือไม่?"""
Confirm_Title_InBlock#0,"""ยืนยันการย้าย Block"""
Confirm_Message_InBlock#0,"""คุณกำลังจะย้ายไปยัง Battle Block<br>เงื่อนไขต่อไปนี้จะมีผลบังคับใช้:<br><br> ・เปลี่ยนเป็น Class [Battle Warrior] เท่านั้น<br> ・PAs, Techniques, Class Skills จะถูกยกเลิกการเรียนรู้ชั่วคราว<br> ・ไม่สามารถใช้ Meseta, CC หรือไอเทมในตัวได้<br> ・ไม่อนุญาตให้ใช้ Storage<br> ・ไม่สามารถใช้ My Room และ Team Room ได้<br> ・ซ่อนการแจ้งเตือน Emergency Quest<br> ・แยกรายชื่อเพื่อน, Mail และ Symbol Arts เฉพาะ<br> ・ซ่อนเกจความสนิท (Friendship Gauge)<br><br><red>※เงื่อนไขทั้งหมดจะกลับเป็นปกติเมื่อ<br>ออกจาก Shared Ship<c><br><br>ไปยัง Shared Battle Lobby หรือไม่?"""
Confirm_Title_InNormal#0,"""ยืนยันการย้าย Ship"""
Confirm_Message_InNormal#0,"""เมื่อคุณกลับไปยัง Ship ของคุณ โปรดทราบว่า<br>คำขอเป็นเพื่อน, Mails และ Symbol Arts<br>จะไม่ถูกโอนย้ายตามไปด้วย<br><br>※คุณสามารถกลับมาที่ Shared Ship ได้ในภายหลัง<br><br>※การกลับไปยัง Ship ของคุณจะถูกบันทึกใน<br>\""Login History\"" ของคุณ<br><br>กลับไปยัง Ship ของคุณหรือไม่?"""
ShopTitleText#0,"""แลกเปลี่ยน Battle Coin"""
ShopGuideText#0,"""<c f0df60>คุณสามารถนำ Battle Coins มาแลกเปลี่ยนเป็นไอเทมได้<c>"""
ShopListTitle#0,"""เมนู Shop"""
PluralityMenuGuide#0,"""<c f0df60>กรุณาเลือก Shop<c>"""
Exit#0,"""ออกจาก Shop"""
Buy#0,"""ซื้อ"""
NameNumber#0,"""$(0) x$(1)"""
BuyTitle#0,"""ยืนยันการซื้อ"""
BuyCheck#0,"""ไอเทมเหล่านี้มีราคา $(1) $(0)<br>ต้องการดำเนินการซื้อต่อหรือไม่?"""
CPDenomination#0,"""Battle Coins"""
BuyResultMessage1#0,"""การซื้อสำเร็จ"""
BuyErrorMessage2#0,"""พื้นที่ใน Inventory ของคุณไม่เพียงพอ<br> หรือคุณมีไอเทมที่กำลังจะซื้อมากเกินขีดจำกัด<br>การซื้อล้มเหลว"""
CPInsufficient#0,"""Battle Coins ไม่เพียงพอ"""
BuyResultMessage2#0,"""ไม่สามารถดำเนินการซื้อให้เสร็จสิ้นได้"""
BuyResultTitle#0,"""การซื้อไอเทม"""
CancelTitle#0,"""ยืนยันการยกเลิกการซื้อ"""
CancelMessage#0,"""การกระทำนี้จะเป็นการยกเลิกการซื้อ ดำเนินการต่อหรือไม่?"""
SelectItemInputVita#0,"""กรุณาระบุจำนวน"""
MenuErrorTitle#0,"""ข้อความ"""
MenuErrorMessage#0,"""[Battle Coin Exchange 2] <br><yellow>จะสามารถใช้งานได้เมื่อ<br>เคลียร์ Quest แล้ว<c><br><br>คุณไม่สามารถเข้าถึง Shop นี้ได้<br>เนื่องจากยังไม่ได้เคลียร์ Quest"""
PokaQuest_SummaryName#0,"""Battle Arena"""
PokaRanking_Title#0,"""รางวัล Battle Ranking"""
PokaRanking_RewardConfirm#0,"""คุณได้รับไอเทมดังต่อไปนี้<br>เป็นรางวัล Battle Ranking ของคุณ"""
PokaRanking_Date#0,"""วันที่และเวลา"""
PokaRanking_Caption#0,"""รางวัล $(1) [$(0)]"""
PokaRanking_Rule_BattleRoyal#0,"""Battle Royal"""
PokaRanking_Rule_BattleCrystal#0,"""Emblem Battle"""
PokaRanking_Rule_BattleRoyal_Switch#0,"""Battle Royal (Cloud Version)"""
PokaRanking_Rule_BattleCrystal_Switch#0,"""Emblem Battle (Cloud Version)"""
PokaRanking_PrizeMessage#0,"""รับรางวัล Battle Ranking ของคุณได้จาก ARKS League Admin Mimi"""
Confirm_Title#1,"""ยืนยันการย้าย Ship"""
Confirm_Message#1,"""เงื่อนไขต่อไปนี้จะมีผลบังคับใช้<br>ในขณะที่อยู่ใน Shared Ship Challenge Block<br> ・เปลี่ยนเป็น Class [Challenger] เท่านั้น<br> ・PAs, Techniques, Class Skills จะถูกยกเลิกการเรียนรู้ชั่วคราว<br> ・ไม่สามารถใช้ Meseta, CC หรือไอเทมในตัวได้<br> ・ไม่อนุญาตให้ใช้ Storage, My Room และ Team Room<br> ・ซ่อนการแจ้งเตือน Emergency Quest<br> ・แยกรายชื่อเพื่อน, Mail และ Symbol Arts เฉพาะ<br> ・ซ่อนเกจความสนิท (Friendship Gauge)<br><red>※เงื่อนไขทั้งหมดจะกลับเป็นปกติเมื่อออกจาก Shared Ship<c><br><br>ไปยัง Shared Ship Challenge Lobby หรือไม่?"""
Confirm_Title_InBlock#1,"""ยืนยันการย้าย Block"""
Confirm_Message_InBlock#1,"""ระบบจะย้ายคุณไปยัง Challenge Blocks<br>สิ่งที่จะเปลี่ยนแปลงเมื่ออยู่ใน Block นี้มีดังนี้:<br><br>・ถูกเปลี่ยนเป็น Class [Challenger] เลเวล 1 เท่านั้น<br>・PAs, Techniques, Class Skills, Meseta,<br> Casino Coins หรือไอเทมต่างๆ จะไม่ถูกโอนตามมาด้วย<br>・คุณไม่สามารถฝากหรือเข้าถึง Storage ได้<br>・ซ่อนเกจความสนิท (Affection Gauges)<br><br><red>※การออกจาก Challenge Block จะทำให้<br> การเปลี่ยนแปลงข้างต้นกลับเป็นปกติ<c><br><br>ต้องการย้ายไปยัง Challenge Blocks หรือไม่?"""
Confirm_Title_InNormal#1,"""ยืนยันการย้าย Ship"""
Confirm_Message_InNormal#1,"""ระบบจะส่งคุณกลับไปยัง Ship เดิมของคุณ<br>สิ่งต่อไปนี้จะกลับเป็นปกติ:<br><br>・เพื่อน (Friends), Mails และ Symbol Arts ที่ถูก<br> ลงทะเบียนไว้<br>・Challenge Mile Rankings และ Battle Arena<br> Rankings จะไม่แสดงใน Ship เดิมของคุณ<br> และจะถูกรวมแยกต่างหากจาก<br> ข้อมูล Rank ของคุณ<br><br><yellow>※Login History ของคุณจะแสดงว่าคุณ<br> เข้าสู่ระบบใหม่อีกครั้ง<c><br><br><red>※คุณจะยังสามารถกลับมาที่<br> Shared Ship ได้เมื่อคุณย้ายกลับไปที่<br> Ship เดิมของคุณแล้ว<c><br><br>ต้องการย้ายกลับไปยัง Ship เดิมของคุณหรือไม่?"""
ShopTitleText#1,"""CM Exchange Shop"""
ShopGuideText#1,"""<c f0df60>แลกเปลี่ยน Challenge Miles ของคุณเป็นไอเทม<c>"""
ShopListTitle#1,"""เมนู Shop"""
PluralityMenuGuide#1,"""<c f0df60>กรุณาเลือก Shop<c>"""
Exit#1,"""ออกจาก Shop"""
Buy#1,"""ซื้อ"""
NameNumber#1,"""$(0) x$(1)"""
BuyTitle#1,"""ยืนยันการซื้อ"""
BuyCheck#1,"""ไอเทมเหล่านี้มีราคา $(1) $(0)<br>ต้องการดำเนินการซื้อต่อหรือไม่?"""
CPDenomination#1,"""CM"""
BuyResultMessage1#1,"""การซื้อสำเร็จ"""
BuyErrorMessage2#1,"""พื้นที่ใน Inventory ของคุณไม่เพียงพอ<br> หรือคุณมีไอเทมที่กำลังจะซื้อมากเกินขีดจำกัด<br>การซื้อล้มเหลว"""
CPInsufficient#1,"""CM ไม่เพียงพอ"""
BuyResultMessage2#1,"""ไม่สามารถดำเนินการซื้อให้เสร็จสิ้นได้"""
BuyResultTitle#1,"""การซื้อไอเทม"""
CancelTitle#1,"""ยืนยันการยกเลิกการซื้อ"""
CancelMessage#1,"""การกระทำนี้จะเป็นการยกเลิกการซื้อ ดำเนินการต่อหรือไม่?"""
SelectItemInputVita#1,"""กรุณาระบุจำนวน"""
MenuErrorTitle#1,"""ข้อความ"""
MenuErrorMessage#1,"""[CM Exchange Shop 2] <br><yellow>จะสามารถใช้งานได้เมื่อเคลียร์<br>Challenge Quest \""MISSION: Decision\""<br>จนถึง Mission 3 แล้วเท่านั้น<c><br><br>คุณไม่สามารถเข้าถึง Shop นี้ได้<br>เนื่องจากยังไม่ได้เคลียร์ Challenge Quest \""MISSION: Decision\"" จนถึง Mission 3"""
ChallengePoint#0,"""Challenge Miles"""
BlackbordCharaName#0,"""ชื่อตัวละคร"""
BlackbordPlayerIDname#0,"""ชื่อ Player ID"""
BlackbordTime#0,"""โพสต์แล้ว"""
BlackbordMessage#0,"""โพสต์ข้อความ"""
BlackbordTitleText#0,"""Message Board"""
BlackbordTitleTextTeam#0,"""Team Bulletin Board"""
Blackbord_InputMessage#0,"""กรอกข้อความที่คุณต้องการโพสต์"""
Blackbord_InputMessageTeam#0,"""กรอกข้อความที่คุณต้องการโพสต์ลงบน<br>Team Bulletin Board<br><br><yellow>※กด <pict key_alt>+<pict key_enter> เพื่อขึ้นบรรทัดใหม่<c>"""
Blackbord_NoMessage#0,"""ยังไม่มีข้อความ<br>กรอกข้อความจากนั้นกด<br>\""โพสต์ข้อความ\"" เพื่อยืนยัน"""
Blackbord_MessageWriteError#0,"""ไม่สามารถโพสต์ข้อความของคุณได้<br><br>กรุณารอสักครู่แล้วลองใหม่อีกครั้ง"""
Blackbord_WriteToast#0,"""โพสต์ข้อความของคุณแล้ว"""
Blackbord_DeleteMessage#0,"""ข้อความที่เลือกจะถูกลบ<br>ต้องการดำเนินการต่อหรือไม่?"""
Blackbord_DeleteToast#0,"""ลบข้อความแล้ว"""
Blackbord_MessageDeleteError#0,"""ไม่สามารถลบข้อความได้<br><br>กรุณารอสักครู่แล้วลองใหม่อีกครั้ง"""
Blackbord_NoMessageTitle#0,"""ยืนยันการกรอกข้อความ"""
Blackbord_MessageWriteErrorTitle#0,"""ข้อความแจ้งข้อผิดพลาด"""
Blackbord_DeleteMessageTitle#0,"""ลบข้อความ"""
Blackbord_MessageDeleteErrorTitle#0,"""ข้อความแจ้งข้อผิดพลาด"""
Blackbord_InputMessage_Announce#0,"""※กด [Alt]+[Enter] เพื่อขึ้นบรรทัดใหม่"""
Logout_Title#0,"""Logout"""
Logout_GameEnd#0,"""ออกจากเกม"""
Logout_GotoTitle#0,"""กลับหน้า Title"""
Logout_GotoShipSelect#0,"""เลือก Ship"""
Logout_Cancel#0,"""ยกเลิก"""
Logout_Close_Title#0,"""ออกจากเกม"""
Logout_Close_Message#0,"""คุณแน่ใจหรือไม่ว่าต้องการออก?"""
TargetInfo_WeakPoint#0,"""จุดอ่อน:"""
TargetInfo_Level#0,"""Lv.$(0)"""
TargetInfo_Name#0,"""$(0) $(1)"""
TargetInfo_WeekAndResist#0,"""$(0)"""
TargetInfo_Ability#0,"""x$(0)"""
TargetInfo_Resist#0,"""ต้านทาน:"""
TargetInfo_ShieldWeakPoint#0,"""จุดอ่อนของ Shield: """
INTERRUPT_CODE_ATTACK#0,"""[ATTACK]"""
INTERRUPT_CODE_PROTECTION#0,"""[PROTECTION]"""
INTERRUPT_CODE_ELIMINATION#0,"""[ELIMINATION]"""
INTERRUPT_CODE_COLLECT#0,"""[COLLECT]"""
INTERRUPT_CODE_DUEL#0,"""[DUEL]"""
INTERRUPT_CODE_CHASE#0,"""[CHASE]"""
INTERRUPT_CODE_ARREST#0,"""[ARREST]"""
INTERRUPT_CODE_RESCUE#0,"""[RESCUE]"""
INTERRUPT_CODE_DESTRUCTION#0,"""[DESTRUCTION]"""
INTERRUPT_CODE_AVOID#0,"""[AVOID]"""
INTERRUPT_CODE_CAPTURE#0,"""[CAPTURE]"""
INTERRUPT_CODE_ESCORT#0,"""[ESCORT]"""
INTERRUPT_CODE_PRESENT#0,"""[PRESENT]"""
INTERRUPT_CODE_CLONE#0,"""[CLONE]"""
INTERRUPT_CODE_GESTURE#0,"""[GESTURE]"""
INTERRUPT_CODE_VANISH#0,"""[VANISH]"""
INTERRUPT_CODE_OFFENSIVE#0,"""[OFFENSIVE]"""
INTERRUPT_CODE_INTERCEPT#0,"""[INTERCEPT]"""
INTERRUPT_CODE_FOLLOW#0,"""[FOLLOW]"""
INTERRUPT_CODE_UNITE#0,"""[UNITE]"""
INTERRUPT_CODE_SEARCH#0,"""[SEARCH]"""
INTERRUPT_CODE_HIDE#0,"""[HIDE]"""
INTERRUPT_CODE_BASH#0,"""[BASH]"""
INTERRUPT_CODE_TEST#0,"""[TEST]"""
INTERRUPT_CODE_UNKNOWN#0,"""[UNKNOWN]"""
INTERRUPT_CODE_QUICK#0,"""[QUICK]"""
INTERRUPT_CODE_PERSONA#0,"""[PERSONA]"""
INTERRUPT_CODE_JUDGEMENT#0,"""[JUDGEMENT]"""
INTERRUPT_CODE_FORTUNE#0,"""[FORTUNE]"""
INTERRUPT_CODE_JOKER#0,"""[JOKER]"""
INTERRUPT_CODE_ABYSS#0,"""[ABYSS]"""
INTERRUPT_CODE_EXPLOSION#0,"""[EXPLOSION]"""
INTERRUPT_CODE_VARIANT#0,"""[VARIANT]"""
INTERRUPT_CODE_DISASTER#0,"""[DISASTER]"""
INTERRUPT_CODE_CHALLENGE#0,"""[CHALLENGE]"""
INTERRUPT_CODE_CONTROL#0,"""[CONTROL]"""
INTERRUPT_CODE_DEFEAT#0,"""[DEFEAT]"""
INTERRUPT_CODE_FEAR#0,"""[FEAR]"""
