CorrectionAssignMapTitle#0,"""การกู้คืนการตั้งค่าปุ่ม"""
CtrlFuncNameWinShortcutF2#0,"""F2"""
CtrlFuncNameWinShortcutF3#0,"""F3"""
CtrlFuncNameWinShortcutF4#0,"""F4"""
CtrlFuncNameWinShortcutF5#0,"""F5"""
CtrlFuncNameWinShortcutF6#0,"""F6"""
CtrlFuncNameWinShortcutF7#0,"""F7"""
CtrlFuncNameWinShortcutF8#0,"""F8"""
CtrlFuncNameWinShortcutF9#0,"""F9"""
CtrlFuncNameWinShortcutF10#0,"""F10"""
CtrlFuncNameWinShortcutN1#0,"""Num1"""
CtrlFuncNameWinShortcutN2#0,"""Num2"""
CtrlFuncNameWinShortcutN3#0,"""Num3"""
CtrlFuncNameWinShortcutN4#0,"""Num4"""
CtrlFuncNameWinShortcutN5#0,"""Num5"""
CtrlFuncNameWinShortcutN6#0,"""Num6"""
CtrlFuncNameWinShortcutN7#0,"""Num7"""
CtrlFuncNameWinShortcutN8#0,"""Num8"""
CtrlFuncNameWinShortcutN9#0,"""Num9"""
CtrlFuncNameWinShortcutN10#0,"""Num0"""
CtrlFuncNameMySpaceMoveMenu#0,"""Creative Space"""
CtrlLobbyActionAssignName#0,"""Alt + $(0)"""
CtrlAssignButtonInput#0,"""Change"""
CtrlAssignButtonWaiting#0,"""Wait"""
CtrlAssignHint#0,"""Please press desired key/button.<br>([Esc] to cancel)"""
CtrlCtrlAssignTypeT#0,"""1-0"""
CtrlCtrlAssignTypeF#0,"""F1-F10"""
CtrlCtrlAssignTypeN#0,"""Num1-Num0"""
CtrlCtrlAssignTypeCtrlT#0,"""Ctrl+1-0"""
CtrlCtrlAssignTypeCtrlF#0,"""Ctrl+F1-F10"""
CtrlCtrlAssignTypeCtrlN#0,"""Ctrl+Num1-Num0"""
CtrlCtrlSwapMessage#0,"""สลับกับ [$(0)] แล้ว"""
CtrlCtrlCaptionFuncName#0,"""ชื่อฟังก์ชัน"""
CtrlCtrlCaptionAssign#0,"""ปุ่มตั้งค่า"""
CtrlPartition#0,"""/ """
CtrlVitaAccessEscape#0,"""<pict Sign_L3> + <pict Sign_CIRCLE>"""
CtrlVitaPalletinfo#0,"""จำกัดการสลับ Weapon Palette"""
CtrlVitaSubPalletinfo#0,"""จำกัดการสลับ Subpalette"""
CtrlAnnounceTitle#0,"""ตั้งค่าการแสดงผล"""
CtrlAnnounceMessage#0,"""กรุณาเลือกชุดปุ่มที่ต้องการ<br>ให้แสดงในคำแนะนำ"""
CtrlAnnounceSelSymbol#0,"""สัญลักษณ์ปุ่ม"""
CtrlAnnounceSelAlphabet#0,"""ตัวอักษร"""
CtrlAnnounceSelNumber#0,"""ตัวเลข"""
CtrlAnnounceSelKeyboard#0,"""คีย์บอร์ด"""
CtrlAnnounceExample#0,"""ตัวอย่าง : """
CtrlAnnounceExampleKey#0,"""<pict Key_ENTER> [Esc] [↑] <pict Key_SPACE>"""
CtrlAnnounceExampleAlpha#0,"""<pict Alpha_A><pict Alpha_B><pict Alpha_RB><pict Alpha_UP>"""
CtrlAnnounceExampleSign#0,"""<pict Sign_CIRCLE><pict Sign_CROSS><pict Sign_R1><pict Sign_UP>"""
CtrlAnnounceExampleNumber#0,"""<pict Number_1><pict Number_2><pict Number_5><pict Number_UP>"""
CtrlAnnounceHint#0,"""รอดำเนินการ"""
CtrlPadBehaviorTitle#0,"""ตั้งค่าพื้นฐานจอยเกม"""
CtrlPadBehaviorSetting#0,"""การตั้งค่า"""
CtrlPadBehaviorInitialize#0,"""รีเซ็ตเป็นค่าเริ่มต้น"""
CtrlPadBehaviorStickTitle#0,"""ตั้งค่าการเคลื่อนที่ของอนาล็อกสติ๊ก"""
CtrlPadBehaviorStickPrepare#0,"""ระบบจะทำการปรับเทียบ อนาล็อกสติ๊ก<br>กรุณากด 【 ปิด 】 โดยไม่ต้องแตะที่ตัวสติ๊ก"""
CtrlPadBehaviorStickSubTitleLU#0,"""1. ทดสอบการปรับเทียบ <%LStick>: ขึ้น"""
CtrlPadBehaviorStickMessageLU#0,"""เริ่มการปรับเทียบ <%LStick>.<br>ในขณะที่ดัน <c ff007f>up<c> ค้างไว้ <%LStick><green> กรุณากด<c>$(0).<br><br><yellow>※หากจอยเกมไม่ตอบสนอง ให้ลองสลับ<br>เป็น <c ff007f>[ANALOG MODE]<c><yellow> โดยกด<br>ปุ่มหรือสวิตช์ที่ระบุว่า [ANALOG MODE]<c>"""
CtrlPadBehaviorStickSubTitleLL#0,"""2. ทดสอบการปรับเทียบ <%LStick>: ซ้าย"""
CtrlPadBehaviorStickMessageLL#0,"""คราวนี้ ในขณะที่ดัน <%LStick> ไปทาง <c ff007f>ซ้าย<c> ค้างไว้<green> กรุณากด<c>$(0)"""
CtrlPadBehaviorStickSubTitleRU#0,"""3. ทดสอบการปรับเทียบ <%RStick>: ขึ้น"""
CtrlPadBehaviorStickMessageRU#0,"""เริ่มการปรับเทียบ <%RStick><br>ในขณะที่ดัน <%RStick> <c ff007f>ขึ้น<c> ค้างไว้<green> กรุณากด<br><c>$(0)"""
CtrlPadBehaviorStickSubTitleRL#0,"""4. ทดสอบการปรับเทียบ <%RStick>: ซ้าย"""
CtrlPadBehaviorStickMessageRL#0,"""คราวนี้ ในขณะที่ดัน <%RStick> ไปทาง <c ff007f>ซ้าย<c> ค้างไว้<green> กรุณากด <c>$(0)"""
CtrlPadBehaviorTriggerTitle#0,"""ตั้งค่า Trigger"""
CtrlPadBehaviorTriggerMessageL#0,"""ระบบจะตรวจสอบว่า [ปุ่มหลังซ้าย] เป็นแบบทริกเกอร์หรือไม่<br>(ใช้ได้เฉพาะจอยเกมแบบอนาล็อกเท่านั้น)<br>กรุณากดปุ่มที่เรืองแสงตามรูปด้านล่าง<br><br><yellow>หากกดแล้วไม่มีอะไรเกิดขึ้น แสดงว่าจอยเกมไม่ใช่แบบอนาล็อก<br>กรุณากด <c>$(0)<yellow> เพื่อตั้งค่าปุ่มในหน้าถัดไป<c>"""
CtrlPadBehaviorTriggerMessageR#0,"""ระบบจะตรวจสอบว่า [ปุ่มหลังขวา] เป็นแบบทริกเกอร์หรือไม่<br>(ใช้ได้เฉพาะจอยเกมแบบอนาล็อกเท่านั้น)<br>กรุณากดปุ่มที่เรืองแสงตามรูปด้านล่าง<br><br><yellow>หากกดแล้วไม่มีอะไรเกิดขึ้น แสดงว่าจอยเกมไม่ใช่แบบอนาล็อก<br>กรุณากด <c>$(0)<yellow> เพื่อตั้งค่าปุ่มในหน้าถัดไป<c>"""
CtrlPadBehaviorConfirmInitTitle#0,"""รีเซ็ตทั้งหมด"""
CtrlPadBehaviorConfirmApplyTitle#0,"""ยืนยันการปรับใช้"""
CtrlPadBehaviorConfirmInitMessage#0,"""ระบบจะรีเซ็ตจอยเกมกลับไปเป็นค่าเริ่มต้น<br>ต้องการดำเนินการต่อหรือไม่?"""
CtrlPadBehaviorConfirmApplyMessage#0,"""ปรับใช้การตั้งค่า"""
CtrlPadBehaviorHelpSetting#0,"""เพื่อเริ่มการตั้งค่า"""
CtrlPadBehaviorHelpInitialize#0,"""ตั้งค่าอัตโนมัติ"""
CtrlPadBehaviorHelpInitializeDisable#0,"""จอยเกมนี้ไม่รองรับการตั้งค่าอัตโนมัติ"""
CtrlPadBehaviorHelpTrigger#0,"""ตั้งค่าการทำงานของทริกเกอร์"""
CtrlPadBehaviorButtonDefTitle#0,"""กำหนดปุ่ม"""
CtrlPadBehaviorButtonDefMessage2#0,"""ที่นี่คุณสามารถจับคู่ปุ่มบนจอยเกมของคุณเข้ากับ<br>ปุ่ม UI ในเกมได้ ในกรณีที่ระบบตรวจจับปุ่มผิดพลาด<br><br>กดปุ่ม [เปลี่ยน] จากนั้นกดปุ่มบนจอยเกมของคุณ<br>ให้ตรงกับ <c ff007f>[ปุ่มที่แสดง]<c>"""
CtrlPadBehaviorButtonDefCaptionDef#0,"""<c ff007f>ปุ่มที่แสดง<c>"""
CtrlPadBehaviorButtonDefCaptionAssign#0,"""ตั้งค่าการกำหนดปุ่ม"""
CtrlPadBehaviorButtonDefApply#0,"""กลับไปหน้าก่อนหน้า"""
CtrlPadBehaviorButtonDefDisapply#0,"""ยกเลิกและออก"""
CtrlPadBehaviorButtonDefMessage#0,"""กดปุ่มที่จะใช้สำหรับ $(0)."""
CtrlPadBehaviorButtonDefDisable#0,"""<gray>ไม่ได้ใช้งาน (กำหนดไว้ที่อนาล็อกสติ๊ก)<c>"""
CtrlPadCtrlTitle#0,"""ตั้งค่าจอยเกม"""
CtrlPadInitToast#0,"""ระบบจะตั้งค่าจอยเกมให้โดยอัตโนมัติ คุณยังสามารถตั้งค่าจอยเกมด้วยตัวเองได้เช่นกัน"""
RadioButtonEnable#0,"""เปิดใช้งาน"""
RadioButtonDisable#0,"""ปิดใช้งาน"""
RadioButtonShow#0,"""แสดง"""
RadioButtonHide#0,"""ซ่อน"""
RadioButtonAllow#0,"""อนุญาต"""
RadioButtonDisallow#0,"""ไม่อนุญาต"""
RadioButtonCtrlNormal#0,"""ปกติ"""
RadioButtonCtrlCustom#0,"""กำหนดเอง (<pict Sign_TRIANGLE> เปลี่ยนการตั้งค่าแบบกำหนดเอง)"""
RadioButtonCtrlType1#0,"""รูปแบบ 1"""
RadioButtonCtrlType2#0,"""รูปแบบ 2"""
RadioButtonCtrlType3#0,"""รูปแบบ 3"""
RadioButtonSave#0,"""บันทึก"""
RadioButtonNotSave#0,"""ไม่บันทึก"""
RadioButtonButtonResetOn#0,"""แสดง"""
RadioButtonButtonResetOff#0,"""ไม่แสดง"""
Number0#0,"""0"""
Number50#0,"""50"""
Number100#0,"""100"""
VITA_CustomWindow#0,"""<pict Sign_TRIANGLE> เปลื่ยนการตั้งค่ากำหนดเอง"""
VITA_CustomTitle#0,"""ตั้งค่ากำหนดเอง"""
VITA_PushButton#0,"""ป้อนข้อมูลปุ่ม"""
VITA_CustomToast1#0,"""บันทึกการตั้งค่ากำหนดเองแล้ว จะมีผลเมื่อตั้งค่ารูปแบบการควบคุมเป็น 【 กำหนดเอง 】"""
VITA_CustomToast2#0,"""ยังไม่ได้ตั้งค่าการควบคุมที่สำคัญ"""
VITA_AutoRun#0,"""วิ่งอัตโนมัติ / สลับ Subpalette ซ้าย"""
VITA_ChangeView#0,"""เปลี่ยนมุมมอง / สลับ Subpalette ขวา"""
VITA_CustomInfo#0,"""ในการตั้งค่าแบบกำหนดเอง นอกจากการใช้ปุ่มปกติแล้ว<br>ยังสามารถตั้งค่าทัชแพดด้านหลัง ซ้ายบน <pict Sign_BACK_L> และขวาบน <pict Sign_BACK_R> ได้ด้วย<br><br>เลือกรายการที่คุณต้องการเปลี่ยน<br>จากนั้นกดปุ่มหรือทัชแพดด้านหลังเพื่อทำการตั้งค่า"""
DrawFilterText#0,"""ฟิลเตอร์หน้าจอ <pict Arcscash>"""
DrawFilterUsually#0,"""ปกติ"""
DrawFilterGrayScale#0,"""ขาวดำ"""
DrawFilterSepia#0,"""ซีเปีย"""
DrawFilterFading#0,"""วินเทจ"""
DrawFilter8bit#0,"""8-บิต"""
DrawFilter#0,"""เลือกฟิลเตอร์หน้าจอที่ต้องการใช้งาน"""
DrawFilterMessageText#0,"""ใช้ได้เฉพาะเมื่อใช้งาน Premium Set เท่านั้น<br><yellow>มีผลเฉพาะเมื่อตั้งค่า 【 Drawing/Shader Quality 】 เป็น<br>'High Quality'<c><br>กรุณาเลือกฟิลเตอร์หน้าจอจากด้านล่าง"""
xx_DrawFilterMessageText#0,"""ใช้ได้เฉพาะเมื่อใช้งาน Premium Set เท่านั้น<br>กรุณาเลือกฟิลเตอร์หน้าจอจากด้านล่าง"""
cc_DrawFilterMessageText#0,"""ใช้ได้เฉพาะเมื่อใช้งาน Premium Set เท่านั้น<br>กรุณาเลือกฟิลเตอร์หน้าจอจากด้านล่าง"""
DrawFilterMessagePremiumOn#0,"""<yellow>Premium ทำงานอยู่<c>"""
DrawFilterMessagePremiumOff#0,"""<red>Premium หมดอายุ<c>"""
DetailPolluteOthers#0,"""-"""
AuraSlider_Text_0#0,"""ความโปร่งใส"""
AuraSlider_Text_1#0,"""-"""
CtrlFuncNameOpenTotalScoreBoost#0,"""บูสต์เชื่อมโยงเควสต์"""
CtrlFuncNameStartChatGroup#0,"""เริ่มแชทกลุ่ม"""
Title_DetailInfo#0,"""ข้อมูลโดยละเอียด"""
FloatTextItemVita#0,"""การแสดงไอเทมดรอป"""
Config_Padinput01#0,"""รูปแบบการป้อนข้อมูล <%GamePad>"""
Config_Padinput02#0,"""การสั่นของ <%GamePad>"""
Config_Padinput03#0,"""ป้อนข้อมูล <%GamePad> เมื่อหน้าต่างไม่ทำงาน"""
Config_Padinput01_Select01#0,"""DirectInput"""
Config_Padinput01_Select02#0,"""XInput"""
Config_Padinput02_Select01#0,"""เปิดการสั่น"""
Config_Padinput02_Select02#0,"""ปิดการสั่น"""
Config_Padinput03_Select01#0,"""รับการป้อนข้อมูล"""
Config_Padinput03_Select02#0,"""ละเว้นการป้อนข้อมูล"""
Config_PadInput04#0,"""เลือกรูปแบบการป้อนข้อมูลจอยเกม"""
Config_PadInput05#0,"""เลือกรูปแบบการป้อนข้อมูลที่เหมาะสมกับจอยเกมของคุณ<br><yellow>※หากคุณเลือก 【 XInput 】 แล้วจอยเกมของคุณ<br>\u3000ทำงานไม่ถูกต้อง ให้ใช้<br>\u3000คีย์บอร์ด/เมาส์ เพื่อเลือก 【 DirectInput 】.<c>"""
Config_PadInput06#0,"""ตั้งค่าการสั่นของ <%GamePad>"""
Config_PadInput07#0,"""การสั่นจะเปิดใช้งานได้เมื่อเลือก 【 XInput 】 เท่านั้น<br>※จอยเกมบางรุ่นไม่รองรับการสั่น"""
Config_PadInput07_PS4#0,"""<yellow>※จอยเกมบางรุ่นไม่รองรับการสั่น<c>"""
Config_PadInput07_pad#0,"""การสั่นจะเปิดใช้งานได้เมื่อเลือก 【 XInput 】 เท่านั้น<br><yellow>※จอยเกมบางรุ่นไม่รองรับการสั่น<c>"""
Config_PadInput07_con#0,"""การสั่นจะเปิดใช้งานได้เมื่อเลือก 【 XInput 】 เท่านั้น<br><yellow>※จอยเกมบางรุ่นไม่รองรับการสั่น<c>"""
Config_PadInput12#0,"""ป้อนข้อมูลจอยเกมเมื่อหน้าต่างไม่ทำงาน"""
Config_PadInput13#0,"""ตั้งค่าว่าจะรับการป้อนข้อมูลจากจอยเกมหรือไม่เมื่อหน้าต่างเกมไม่ได้เปิดใช้งานอยู่"""
