MenuTitle#0,"""ร้านแลกเปลี่ยน"""
title#0,"""Food Stand"""
Explanation1#0,"""เลือกวัตถุดิบที่จะใช้ <c f0df60>วัตถุดิบที่เลือก<c> <red>จะหายไปหลังจากใช้งาน<c><c f0df60>.<c>"""
Explanation2#0,"""นี่คือการยืนยันขั้นสุดท้ายสำหรับการทำ Quick Food ตรวจสอบรายละเอียดให้ถี่ถ้วน และเลือก \""ใช่\"" หากไม่มีปัญหา"""
Explanation3#0,"""เลือกสูตรอาหาร (Recipe) ที่จะใช้"""
Explanation4#0,"""เลือกว่าจะเลือกส่วนผสมของคุณเองหรือใช้สูตรอาหารที่บันทึกไว้"""
ChoiceMenu#0,"""เลือกไอเทม"""
ChoiceMenu2#0,"""สร้างจาก My Recipes ของฉัน"""
MaterialListTitle#0,"""รายการไอเทม"""
BoostListTitle#0,"""Boost Effects"""
NotingBoost#0,"""ไม่มี Boost Effects"""
ProducingRegionEffect_NotingBoost#0,"""หากคุณรวมไอเทมที่มี \""รสชาติเดียวกัน\"" 4 ชิ้นขึ้นไปจากภูมิภาคที่คุณ<br>อยู่ในปัจจุบัน คุณจะได้รับ Region Boost Effect"""
UseItemListTitle#0,"""ไอเทมที่จะใช้"""
NotingItem#0,"""ไม่มีไอเทม"""
UseItemNum#0,"""ไอเทมที่จะใช้"""
ConfirmationTitle#0,"""การยืนยัน"""
ConfirmationAttentionMessage#0,"""ทำอาหารด้วยส่วนผสมดังต่อไปนี้หรือไม่?<br><br><yellow>※หากคุณมี Boost จากอาหารอยู่ก่อนแล้ว<br>Boost ของคุณจะถูกแทนที่<c>"""
ResultTitle#0,"""Boost Effects"""
ResultMessage#0,"""Boost Effects ต่อไปนี้ถูกใช้งานแล้ว:"""
RecipeMenuTitle#0,"""การเลือกสูตรอาหาร (Recipe)"""
RecipeSetNull#0,"""บันทึกสูตรอาหาร"""
RecipeSet#0,"""บันทึกสูตรอาหาร"""
RecipeMenu1#0,"""ใช้สูตรอาหาร"""
RecipeMenu2#0,"""แก้ไขชื่อสูตรอาหาร"""
RecipeMenu3#0,"""ลบสูตรอาหาร"""
RecipeNameSet#0,"""ชื่อสูตรอาหาร"""
RecipeNameResultTitle#0,"""บันทึกเสร็จสมบูรณ์"""
RecipeNameResultMessege#0,"""บันทึกสูตรอาหารแล้ว"""
RecipeNameEditTitle#0,"""แก้ไขเสร็จสมบูรณ์"""
RecipeNameEditMessege#0,"""แก้ไขชื่อสูตรอาหารแล้ว"""
RecipeDelete#0,"""ลบสูตรอาหาร"""
RecipeDeleteMessege#0,"""ดำเนินการลบสูตรอาหารที่ระบุหรือไม่?"""
RecipeDeleteResultTitle#0,"""ยืนยันการลบ"""
RecipeDeleteResultMessege#0,"""ลบสูตรอาหารแล้ว"""
ErrorMessage#0,"""เกิดปัญหาในการสื่อสาร"""
ResultBoostAtpUp#0,"""[Meat] ความเสียหาย +$(0)%"""
ResultBoostDfpUp#0,"""[Vegetables] ความต้านทานความเสียหาย +$(0)%"""
ResultBoostHpUp#0,"""[Seafood] HP +$(0)%"""
ResultBoostPpUp#0,"""[Fruit] PP +$(0)"""
ResultBoostWeaknessUp#0,"""[Sharp] ความเสียหายต่อจุดอ่อน +$(0)%"""
ResultBoostHealUp#0,"""[Healthy] การฟื้นฟู HP +$(0)%"""
ResultBoostPpRecoverySpeedUp#0,"""[Refreshing] การฟื้นฟู PP +$(0)%"""
ResultBoostPpUsageDown#0,"""[Nourishing] ลดการใช้ PP +$(0)%"""
RecipeNameRegistrationMessege#0,"""ป้อนชื่อสูตรอาหาร"""
MaterialCount#0,"""x$(0)"""
MaterialCountMax#0,"""($(0))"""
MaterialCountSlash#0,"""/"""
TopWindowTitle#0,"""เมนูอาหาร"""
EffectDuringOccurrence#0,"""เอฟเฟกต์ด้วยวัตถุดิบปัจจุบัน"""
OccurringEffect#0,"""เอฟเฟกต์หลังจากเพิ่มวัตถุดิบที่เลือก"""
ProducingRegionEffect#0,"""Region Boost Effect"""
DefaultRecipeName#0,"""สูตรอาหาร: $(0)"""
ResultBoostColdDamageResist#0,"""[Kvaris] ความต้านทานความเย็น +$(0)%"""
ResultBoostMaxMess#0,"""คุณไม่สามารถเลือกสูตรอาหารนี้ได้เนื่องจากมีจำนวนส่วนผสมเกินขีดจำกัดสูงสุด"""
ShopTitle#3,"""AC Shop"""
MenuGuide#6,"""<c f0df60>ซื้อและใช้งานไอเทมเฉพาะ AC คุณยังสามารถเติม AC ได้ที่นี่<c>"""
ItempackGuide#0,"""<c f0df60>เลือกไอเทมที่ต้องการซื้อ ไอเทมที่ซื้อจะถูกเก็บไว้ใน Inventory ของคุณ<c>"""
WarehouseGuide#0,"""<c f0df60>เลือกไอเทมที่ต้องการซื้อ ไอเทมที่ซื้อจะถูกเก็บไว้ใน Storage ของคุณ<c>"""
HistoryGuide#0,"""ดูประวัติการซื้อด้วย AC"""
MenuItemPack#0,"""ซื้อ (Inventory)"""
MenuWarehouse#0,"""ซื้อ (Storage)"""
MenuHistory#0,"""ประวัติการซื้อ"""
MenuCharge#0,"""เติม AC"""
MenuAboutAC#0,"""เกี่ยวกับ AC"""
AboutACMessage#0,"""สามารถเติม AC ผ่านสมาร์ทโฟนได้แล้ว!<br>(รองรับเฉพาะสมาร์ทโฟนบางรุ่น)"""
HaveAC#0,"""AC ปัจจุบัน"""
TotalAC#0,"""AC รวม"""
BuyTitle#1,"""ยืนยันการซื้อ"""
BuyCheck#2,"""จะทำการซื้อสิ่งต่อไปนี้ในราคา $(2)$(0)<br>ดำเนินการซื้อหรือไม่?<br><br>(AC ปัจจุบัน: $(1))"""
PackItemTitle#0,"""รายละเอียดแพ็ก (Pack)"""
PackItemListText#0,"""$(0) (มีอยู่: $(1))"""
PackItemListText2#0,"""$(0) x$(2) (มีอยู่: $(1))"""
MessageNotAc#0,"""AC ไม่เพียงพอ"""
MessageCancel#0,"""ยกเลิกแล้ว"""
MessageBusy#0,"""กำลังสื่อสาร..."""
MessageOk#0,"""ซื้อไอเทมแล้ว"""
Direct_MessageOk#0,"""ซื้อและใช้งานไอเทมแล้ว"""
MessageNoSpace#0,"""พื้นที่ใน Inventory ไม่เพียงพอ"""
MessageError#0,"""เกิดข้อผิดพลาด<br>ไม่สามารถซื้อได้<br><br>[No.2102]"""
MessageNotItem#0,"""ไม่พบไอเทม<br><br>[No.2103]"""
HaveTicket#1,"""<pict Arcscash><c ff4f3f>การซื้อเพิ่มเติม<c><br>นอกเหนือจากไอเทมที่ <c 5fdf00>ซื้อไปแล้ว<c>,<br>สิ่งต่อไปนี้จะถูกเพิ่มในราคา $(2)$(0)<br>ดำเนินการต่อหรือไม่?<br><br>( AC ปัจจุบัน: $(1) )"""
AcCharge#0,"""AC ไม่เพียงพอ<br>คุณต้องการเติม AC เพิ่มหรือไม่?"""
AcCharge_v#0,"""AC ไม่เพียงพอ<br>คุณต้องการเติม AC เพิ่มหรือไม่?<br><br><yellow>※จะทำการเปิดเบราว์เซอร์และย้ายไปยังหน้าเว็บ<br>เกมจะปิดตัวลงและทำการล็อกเอาต์<c>"""
ACChargeURL#0,"""<&URL AC_CHARGE_PAGE>"""
HistoryTitle#0,"""ประวัติการซื้อ"""
HistoryEmpty#0,"""ประวัติการซื้อของคุณว่างเปล่า"""
HistoryTime#0,"""ซื้อเมื่อ"""
CancelTitle#3,"""ยืนยันการยกเลิกการซื้อ"""
CancelMessage#3,"""การกระทำนี้จะเป็นการยกเลิกการซื้อ ดำเนินการต่อหรือไม่?"""
Welcome1#0,"""ยินดีต้อนรับ ขอบคุณที่มาอุดหนุน!"""
Welcome2#0,"""เรามีสินค้ามากมายที่คุณหาจากที่อื่นไม่ได้!"""
Welcome3#0,"""อย่าลืมตรวจสอบสินค้ามาใหม่ของเราด้วยนะ!"""
Welcome4#0,"""เราขอแนะนำ เอ่อ... ทุกอย่างเลย!"""
BuyMessage#0,"""ขะ-ขอบคุณมากๆ! เราซาบซึ้งใจจริงๆ!"""
PaperDoll#1,"""ดูตัวอย่าง (Preview)"""
TabName0#0,"""1. ไอเทมทั้งหมด"""
TabName1#0,"""2. แนะนำ (Recommended)"""
TabName2#0,"""3. Scratch"""
TabName3#0,"""4. ไอเทมขยายช่อง (Expansion Items)"""
TabName4#0,"""5. ไอเทมใช้งาน (Consumables)"""
TabName5#0,"""6. Meseta"""
TabName6#0,"""7. ยังไม่ได้ตั้งค่า"""
TabName7#0,"""8. ยังไม่ได้ตั้งค่า"""
TabName8#0,"""9. ยังไม่ได้ตั้งค่า"""
Date#0,"""วันที่"""
NewHistory#0,"""สินค้ามาใหม่"""
HistoryDBError#0,"""ไม่สามารถดึงประวัติได้ กรุณาลองใหม่อีกครั้งในภายหลัง"""
MultiCheckMessage#0,"""มีไอเทมที่จะช่วย <yellow>เพิ่ม<c> ความจุในการเก็บไอเทมประเภทต่างๆ ของตัวละครคุณ<br><br>■\""N-Inventory Slot Expansion +10\"" จะเพิ่มขีดจำกัด Inventory ขึ้น 10 ช่อง สำหรับตัวละครนี้เท่านั้น<br><yellow>คุณสามารถเพิ่มขีดจำกัดได้สูงสุดถึง 100 ช่อง<c><br><br>■\""Character Storage Expansion 50\"" จะเพิ่ม Character Storage ของคุณขึ้น 50 ช่อง<br><yellow>คุณสามารถเพิ่ม Character Storage ได้สูงสุดถึง 1700 ช่อง<c><br><br>■\""Subpalette Expansion Ticket\"" จะเพิ่มจำนวน Subpalette พิเศษที่ตัวละครของคุณมีได้ขึ้น 3 อัน<br><yellow>ไอเทมสามารถใช้ได้เพียงครั้งเดียวต่อหนึ่งตัวละคร<c><br><br><c ff4f3f>※กรุณาตรวจสอบให้แน่ใจว่าคุณได้เลือก Ticket ที่ถูกต้องก่อนทำการซื้อ<c><br>ดำเนินการชำระเงินหรือไม่?"""
MultiCheckMessage_v#0,"""มีไอเทมที่จะช่วย <yellow>เพิ่ม<c> ความจุในการเก็บไอเทมประเภทต่างๆ ของตัวละครคุณ<br><br>■\""N-Inventory Slot Expansion +10\"" จะเพิ่มขีดจำกัด Inventory ขึ้น 10 ช่อง สำหรับตัวละครนี้เท่านั้น<br><yellow>คุณสามารถเพิ่มขีดจำกัดได้สูงสุดถึง 100 ช่อง<c><br><br>■\""Character Storage Expansion 50\"" จะเพิ่ม Character Storage ของคุณขึ้น 50 ช่อง<br><yellow>คุณสามารถเพิ่ม Character Storage ได้สูงสุดถึง 1700 ช่อง<c><br><br>■\""Subpalette Expansion Ticket\"" จะเพิ่มจำนวน Subpalette พิเศษที่ตัวละครของคุณมีได้ขึ้น 3 อัน<br><yellow>ไอเทมสามารถใช้ได้เพียงครั้งเดียวต่อหนึ่งตัวละคร<c><br><br><c ff4f3f>※กรุณาตรวจสอบให้แน่ใจว่าคุณได้เลือก Ticket ที่ถูกต้องก่อนทำการซื้อ<c><br>ดำเนินการชำระเงินหรือไม่?"""
HistoryItem#0,"""ชื่อไอเทม"""
