01_MainLobby_001#0,"""在使用「VIP服務」的期間，委託最多可以同時接受40件。"""
Dead_O1Orc_001#0,"""ブリガンテブランの両手を叩きつける攻撃は隙が大きいので、<br>背後に回りこんで攻撃しよう。"""
Dead_O1Orc_002#0,"""ブリガンテブランは腹部が弱点になっている。両手の叩きつけと<br>ジャンプ攻撃に注意して攻撃しよう。"""
Dead_O1Orc_003#0,"""地中に潜ったブリガンテブランは、顔を出してレーザー攻撃を行う。<br>遠距離では避けるのが難しいので、地中にいる時は近づくようにしよう。"""
Dead_O1Orc_004#0,"""地中に潜ったブリガンテブランに大きなダメージを与えると、<br>地面から飛び出し大きな隙が生まれる。"""
Dead_O1Afl_001#0,"""グラツィ・メデューナは触手が全て破壊されると、地面に触手を刺して<br>体を固定する。背面から体に乗り、弱点の頭部を直接攻撃しよう。"""
Dead_O1Afl_002#0,"""グラツィ・メデューナの巨大なハサミが光った時は落雷攻撃の合図。<br>正面は危険なので、左右に大きく動いて回避しよう。"""
Dead_O1Afl_003#0,"""グラツィ・メデューナが触手をまとめ、ふわりと浮き上がったら<br>回転攻撃の合図。急いで離れるか、回避アクションを使って回避しよう。"""
Dead_O1Afl_004#0,"""グラツィ・メデューナの触手には「フリーズ」が有効だ。<br>触手が凍りつくので、一定時間動きを止めることができる。"""
Dead_CY2Jam_001#0,"""ベールドフォードルスは接近している相手に体を回転させ突進する。<br>距離を取って回避しよう。"""
Dead_CY2Jam_002#0,"""ベールドフォードルスには「ショック」が有効だ。<br>ショックがかかると一定時間動きを止めることができる。"""
Dead_CY2Jam_003#0,"""ベールドフォードルスの体に付いている8つの機銃を全て破壊すると<br>一定時間動きを止めることができる。"""
Dead_CY2Jam_004#0,"""ベールドフォードルスは周囲のエネミーを回復、強化する弾を発射する。<br>エネミーが密集している際は発射されないよう優先的に撃破しよう。"""
Dead_TD2Blo_001#0,"""オドゥナ・ゾルダッタの本体は巨大な外装の中に隠れている。<br>４箇所の関節を破壊して外装を崩し、本体を攻撃しよう。"""
Dead_TD2Blo_002#0,"""オドゥナ・ゾルダッタが右腕をゆっくり引いたらドリル攻撃の合図だ。<br>威力が高いので当たらないように側面へ回避しよう。"""
Dead_TD2Blo_003#0,"""オドゥナ・ゾルダッタは空中で高速回転した後、落下攻撃を行う。<br>回りこむように移動して攻撃を回避しよう。"""
Dead_TD2Blo_004#0,"""オドゥナ・ゾルダッタには「フリーズ」が有効だ。<br>体が凍りつき、一定時間動きを止めることができる。"""
Dead_T1Xcu_001#0,"""ビリガ・ジグニンデの腹部の鏡は破壊することができる。<br>鏡を破壊することで、常に弱点を狙える状態となる。"""
Dead_T1Xcu_002#0,"""ビリガ・ジグニンデの２本の尻尾を破壊すると<br>撃ってくるエネルギー弾の数を減らすことができる。"""
Dead_T1Xcu_003#0,"""ビリガ・ジグニンデの特殊な鎌攻撃を受けると一定時間で戦闘不能となる。<br>魂を完全に吸収されるまでに臀部を攻撃して魂を解放しよう。"""
Dead_T1Xcu_004#0,"""ビリガ・ジグニンデには「ポイズン」が有効だ。<br>ポイズンがかかると、一定時間動きを止めることができる。"""
Dead_T1Yor_001#0,"""ブロル・ブレンガムは強烈な氷の攻撃後、一定時間身動きが取れなくなる。<br>攻撃によって発生した氷を足場にして、頭を狙って攻撃しよう。"""
Dead_T1Yor_002#0,"""ブロル・ブレンガムの紫に輝く結晶には「バーン」が有効だ。<br>結晶が燃えた状態となり、大きなダメージが与えられるようになる。"""
Dead_T1Yor_003#0,"""足の装甲を破壊すると、ブロル・ブレンガムは膝をついてダウンする。<br>この間に頭や腹部の結晶など、通常では攻撃しづらい箇所を狙おう。"""
Dead_T1Yor_004#0,"""ブロル・ブレンガムが生み出す氷結晶は、炸裂すると周囲を「フリーズ」にする。<br>氷結晶は一定時間内にダメージを与えることで破壊が可能だ。"""
Dead_T1Yor_005#0,"""ブロル・ブレンガムの兜を破壊すると、頭に2つ目の結晶が出現する。<br>2つの結晶を両方破壊すると、頭のバリアを常に無効化させることができる。"""
Dead_P4Tra_001#0,"""リーゼス・ギドールの各頭と尻尾にあるドアを破壊すると<br>具現化攻撃時、攻撃に使用している部位の破壊箇所に弱点が現れる。"""
Dead_P4Tra_002#0,"""リーゼス・ギドールに状態異常「ミラージュ」を与えると<br>確率でダウンし、一定時間動かなくなる。"""
Dead_P4Tra_003#0,"""リーゼス・ギドールの脚にダメージを蓄積させていくことで<br>一定時間ダウンが発生し、頭のドアが攻撃し易い位置へおりてくる。"""
Dead_P4Tra_004#0,"""リーゼス・ギドールの頭と尻尾から繰り出される具現化攻撃には<br>攻撃後に必ず大きな隙があるので、落ち着いて回避した後に攻撃しよう。"""
Dead_D2DMag_001#0,"""エボリオン・ドラゴンの炎攻撃は、炎耐性の高いユニットを装備することで、<br>ダメージを軽減することができる。"""
Dead_D2DMag_002#0,"""エボリオン・ドラゴンの弱点は、頭の角、背中の角、尻尾の水晶だ。"""
Dead_D2DMag_003#0,"""エボリオン・ドラゴンの尻尾の水晶を破壊すると、紫色のマグマを纏うようになる。<br>紫色のマグマを纏った状態では攻撃が激しくなるので注意が必要だ。"""
Dead_D2DMag_004#0,"""エボリオン・ドラゴンが紫色のマグマを纏っている時は、頭の角と背中の角を<br>破壊することで、大きな隙を作ることができる。"""
Dead_D2Gla_001#0,"""ドラゴン・イグニシモが両手を高く掲げたら強力な攻撃の合図。<br>ドラゴン・イグニシモの側面に回りこんで回避しよう。"""
Dead_D2Gla_002#0,"""ドラゴン・イグニシモが撃ち出す結晶に当たってしまうと、<br>「パニック」になる事がある。"""
Dead_D2Gla_003#0,"""ドラゴン・イグニシモの左右の盾は破壊することができる。<br>破壊すると、剣を使用した攻撃時に大きな隙が生まれる。"""
Dead_D2Gla_004#0,"""ドラゴン・イグニシモの頭、盾、尻尾には「ポイズン」が有効だ。<br>ポイズンがかかると、その部位にダメージを与えやすくなる。"""
Dead_CY3Des_001#0,"""グラーブエクゼクルは背面の部位にダメージを与え続けると変形する。<br>攻撃は激しくなるが防御力が低下するため、より大きなダメージを狙える。"""
Dead_CY3Des_002#0,"""グラーブエクゼクルが光の柱を出現させたら重力攻撃の合図。<br>柱の中は高重力の空間になっているので、外に移動して回避しよう。"""
Dead_CY3Des_003#0,"""グラーブエクゼクルの背面の脚部は破壊することができる。<br>突進攻撃が弱体化するため、有利に戦うことが可能だ。"""
Dead_CY3Des_004#0,"""グラーブエクゼクルが上昇したら強力な攻撃の合図。<br>とても範囲が広い攻撃なので、安全な場所を見つけて回避しよう。"""
Dead_CY3DesG_001#0,"""ギルディナエクゼクルは背面の部位にダメージを与え続けると変形する。<br>攻撃は激しくなるが防御力が低下するため、より大きなダメージを狙える。"""
Dead_CY3DesG_002#0,"""ギルディナエクゼクルが光の柱を出現させたら重力攻撃の合図。<br>柱の中は高重力の空間になっているので、外に移動して回避しよう。"""
Dead_CY3DesG_003#0,"""ギルディナエクゼクルの背面の脚部は破壊することができる。<br>突進攻撃が弱体化するため、有利に戦うことが可能だ。"""
Dead_CY3DesG_004#0,"""ギルディナエクゼクルが上昇したら強力な攻撃の合図。<br>とても範囲が広い攻撃なので、安全な場所を見つけて回避しよう。"""
Dead_BoDelBeast_001#0,"""【原初の闇】ゴモルスは足場を破壊する攻撃を行う。<br>破壊された足場の上にいると戦闘不能となるので、別の足場に移動しよう。"""
Dead_BoDelBeast_002#0,"""【原初の闇】ゴモルスは触手を壁に突き刺して体を支えることがある。<br>触手を全て破壊し壁から離すと下層へ落下するぞ。"""
Dead_BoDelBeast_003#0,"""【原初の闇】ゴモルスが大きく息を吸い込んだら咆哮攻撃の合図だ。<br>口の動きを見て、タイミングよく回避アクションを使おう。"""
Dead_BoDelBeast_004#0,"""【原初の闇】ゴモルスは目玉のような部位が弱点だ。<br>高いダメージが期待できる反面、目玉からの反撃には注意しよう。"""
Dead_BoDelBeastU_001#0,"""【原初の闇】ゴモルスは足場を破壊する攻撃を行う。<br>破壊された足場の上にいると戦闘不能となるので、別の足場に移動しよう。"""
Dead_BoDelBeastU_002#0,"""【原初の闇】ゴモルスは触手を壁に突き刺して体を支えることがある。<br>触手を全て破壊し壁から離すと下層へ落下するぞ。"""
Dead_BoDelBeastU_003#0,"""【原初の闇】ゴモルスが大きく息を吸い込んだら咆哮攻撃の合図だ。<br>口の動きを見て、タイミングよく回避アクションを使おう。"""
Dead_BoDelBeastU_004#0,"""【原初の闇】ゴモルスは目玉のような部位が弱点だ。<br>高いダメージが期待できる反面、目玉からの反撃には注意しよう。"""
Dead_BoDelFoot_001#0,"""【原初の闇】ソダムはフィールドによって行動と弱点属性が変化する。<br>弱点属性で攻撃し続けると一定時間ダウンする。"""
Dead_BoDelFoot_002#0,"""【原初の闇】ソダムが発生させる瘴気の爆発に当たると<br>「バインド」が付与される。予兆を見て回避しよう。"""
Dead_BoDelFoot_003#0,"""【原初の闇】ソダムは背部から巨大な腕を伸ばし攻撃する。<br>腕の動きをよく見て回避しよう。"""
Dead_BoDelFoot_004#0,"""【原初の闇】ソダムがフィールド外にワープしたら範囲が広い攻撃の合図だ。<br>フィールドにある物を使って回避することができるぞ。"""
Dead_BoDelFootU_001#0,"""【原初の闇】ソダムはフィールドによって行動と弱点属性が変化する。<br>弱点属性で攻撃し続けると一定時間ダウンする。"""
Dead_BoDelFootU_002#0,"""【原初の闇】ソダムが発生させる瘴気の爆発に当たると<br>「バインド」が付与される。予兆を見て回避しよう。"""
Dead_BoDelFootU_003#0,"""【原初の闇】ソダムは背部から巨大な腕を伸ばして攻撃する。<br>腕の動きをよく見て回避しよう。"""
Dead_BoDelFootU_004#0,"""【原初の闇】ソダムがフィールド外にワープしたら範囲が広い攻撃の合図だ。<br>フィールドにある物を使って回避することができるぞ。"""
Dead_BoDelFootS_001#0,"""【原初の闇】ソダムはフィールドによって行動と弱点属性が変化する。<br>有効な弱点属性を見極めて戦おう。"""
