f2#0,"""突發試煉「$(0)」失敗!"""
MissionOrderGuidePlayerDead_Backward#1,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)$(1)戦闘不能になるな！<br>戦闘不能回数に応じて獲得スコアが減少！"""
MissionOrderGuidePlayerDead_None#1,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)$(1)戦闘不能になるな！<br>条件達成でスコアがアップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderGuidePlayerHeal_Forward#1,"""<yellow>【加算型ミッションオーダー】<br><br>$(0)$(1)回復効果を受けろ！<br>回復回数に応じて獲得スコアがアップ！"""
MissionOrderGuidePlayerHeal_Backward#1,"""<c 00ff00>【減算型ミッションオーダー】<br><br>$(0)$(1)回復効果を受けるな！<br>回復回数に応じて獲得スコアが減少！"""
MissionOrderGuidePlayerHeal_None#1,"""<c ff4f3f>【達成型ミッションオーダー】<br><br>$(0)$(1)回復効果を受けるな！<br>条件達成でスコアがアップ！<br><red>※条件未達成の場合はオーダー失敗"""
MissionOrderKillEnemy_Forward#1,"""<yellow>【加算型】$(0)エネミーを$(1)倒せ"""
MissionOrderKillEnemy_Backward#1,"""<c 00ff00>【減算型】$(0)エネミーを$(1)倒すな"""
MissionOrderKillEnemy_None#1,"""<c ff4f3f>【達成型】$(0)エネミーを$(1)倒せ"""
MissionOrderKillEnemyFront_Forward#1,"""<yellow>【加算型】$(0)正面からエネミーを$(1)倒せ"""
MissionOrderKillEnemyFront_Backward#1,"""<c 00ff00>【減算型】$(0)正面からエネミーを$(1)倒すな"""
MissionOrderKillEnemyFront_None#1,"""<c ff4f3f>【達成型】$(0)正面からエネミーを$(1)倒せ"""
MissionOrderKillEnemyBack_Forward#1,"""<yellow>【加算型】$(0)背後からエネミーを$(1)倒せ"""
MissionOrderKillEnemyBack_Backward#1,"""<c 00ff00>【減算型】$(0)背後からエネミーを$(1)倒すな"""
MissionOrderKillEnemyBack_None#1,"""<c ff4f3f>【達成型】$(0)背後からエネミーを$(1)倒せ"""
MissionOrderKillEnemyWeakPoint_Forward#1,"""<yellow>【加算型】$(0)弱点部位を突いてエネミーを$(1)倒せ"""
MissionOrderKillEnemyWeakPoint_Backward#1,"""<c 00ff00>【減算型】$(0)弱点部位を突いてエネミーを$(1)倒すな"""
MissionOrderKillEnemyWeakPoint_None#1,"""<c ff4f3f>【達成型】$(0)弱点部位を突いてエネミーを$(1)倒せ"""
MissionOrderBreakParts_Forward#1,"""<yellow>【加算型】$(0)エネミーの部位を$(1)破壊しろ"""
MissionOrderBreakParts_Backward#1,"""<c 00ff00>【減算型】$(0)エネミーの部位を$(1)破壊するな"""
MissionOrderBreakParts_None#1,"""<c ff4f3f>【達成型】$(0)エネミーの部位を$(1)破壊しろ"""
MissionOrderMaxDamage_Forward#1,"""<yellow>【加算型】$(0)$(1)与えろ"""
MissionOrderMaxDamage_Backward#1,"""<c 00ff00>【減算型】$(0)$(1)与えるな"""
MissionOrderMaxDamage_None#1,"""<c ff4f3f>【達成型】$(0)$(1)与えろ"""
MissionOrderPlayerDead_Forward#1,"""<yellow>【加算型】$(0)$(1)戦闘不能になれ"""
MissionOrderPlayerDead_Backward#1,"""<c 00ff00>【減算型】$(0)$(1)戦闘不能になるな"""
MissionOrderPlayerDead_None#1,"""<c ff4f3f>【達成型】$(0)$(1)戦闘不能になるな"""
MissionOrderPlayerHeal_Forward#1,"""<yellow>【加算型】$(0)$(1)回復効果を受けろ"""
MissionOrderPlayerHeal_Backward#1,"""<c 00ff00>【減算型】$(0)$(1)回復効果を受けるな"""
MissionOrderPlayerHeal_None#1,"""<c ff4f3f>【達成型】$(0)$(1)回復効果を受けるな"""
MissionClearBonus#1,"""【MISSION$(0)】オーダー成功！ スコア+$(1)点獲得！"""
ToastEnterIntervalClient#2,"""インターバルエリア到着！ 制限時間+$(0)秒獲得！"""
ProgIATitle#1,"""次のエリアへの転送まであと"""
ProgIAForceMoveTitle#1,"""インターバルエリアへの転送まであと"""
ArmadaParsonalPointNotice#0,"""セクター１＆２の合計迎撃ポイント（$(0)<pict Target_CP>）に応じた<br>アイテムドロップ数アップの効果がセクター３のクエストに発生！"""
ArmadaParsonalPointViewTitle#0,"""迎撃ポイント"""
ExploreStartMessage#0,"""エネミーを倒しつつ、仮想装置を機能停止し、脱出用テレパイプで脱出せよ！"""
ExploreBonusTarget#0,"""逆境點數BONUES對象：<br><yellow>$(0)<br>$(1)<br>$(2)<c>"""
ExploreBonusCrystal#0,"""エネルギー結晶"""
ExploreStartMessageNpc#0,"""/atime2.5 /voice11_voice_navi23_tan_01 工作戦では、エネミー撃破や結晶回収で<br>調査を進めると出現する「仮想装置」を<br>より多く機能停止させて、脱出します。"""
ExploreStartMessage2Npc#0,"""/atime2.5 /voice11_voice_navi23_tan_02 そこの脱出用テレパイプでいつでも<br>脱出できますが、仮想装置をたくさん<br>止めるほど、イイコトがありますよ。"""
DeployTreasureBox1Npc#0,"""/atime2.5 /voice11_voice_navi23_tan_03 調査が進んだので、いくつかの<br>仮想装置が出現しているはずです。<br>見つけたら、機能停止させてください。"""
DeployTreasureBox2Npc#0,"""/atime2.5 /voice11_voice_navi23_tan_04 さらに調査が進んだので<br>追加の仮想装置が出現しました。<br>どんどん機能停止させましょう。"""
DeployTreasureBox3Npc#0,"""/atime2.5 /voice11_voice_navi23_tan_05 調査は最終段階に入りました。<br>さらに仮想装置が出現しましたので<br>さくさく止めて、脱出しましょう。"""
DeployTreasureBox4Npc#0,"""/atime2.5 /voice11_voice_navi23_tan_06 調査の進行度が上限になりました。<br>最後の仮想装置が出現。停止しつつ<br>脱出用テレパイプで、次へどうぞ。"""
DestroyFirstTimeTreasureBoxNpc#0,"""/atime2.5 /voice11_voice_navi23_tan_07 仮想装置、機能停止を確認。<br>その調子で、見つけたらどんどん<br>機能停止させてくださいね。"""
DestroyLastTreasureBoxNpc#0,"""/atime2.5 /voice11_voice_navi23_tan_08 よしよしよしよしとてもよし！<br>すべての仮想装置が機能停止しました！<br>あっ、失礼……次に進んでください。"""
PenaltyDamage1Npc#0,"""/atime2.5 /voice11_voice_navi23_tan_09 障害雨？\u3000こんなの、プログラムに……<br>くっ……お姉ちゃんにやられました。<br>無理せず、脱出用テレパイプで次へ！"""
PenaltyDamage2Npc#0,"""/atime2.5 /voice11_voice_navi23_tan_10 障害雨、激化。<br>脱出用テレパイプを使って<br>次に進んでください。"""
GoalCountStartNpc#0,"""/atime2.5 /voice11_voice_navi23_tan_11 脱出用テレパイプの起動を確認。<br>数秒後に、パーティーメンバー全員で<br>このエリアから脱出します。"""
OnClearAreaNpc#0,"""/atime2.5 /voice11_voice_navi23_tan_12 脱出完了。仮想装置の機能停止数が<br>多いほど追加報酬をご用意しています。<br>テレパイプで、次に進めますよ。"""
ResultNumber#0,"""仮想装置の機能停止数に応じて<br>追加報酬コンテナが、<yellow>$(0)個<c>出現！"""
AccessGoal#0,"""脱出用テレパイプはパーティーリーダーのみ起動できます。"""
LifeToastForReducedTime#0,"""時間経過：ライフ$(0)<c ff0000>減少<c>"""
LifeToastForFailedII#0,"""インシデントを失敗したため、ライフポイント$(0)減少"""
LifeToastForDeadPlayer#0,"""ＰＴメンバー戦闘不能：ライフ$(0)<c ff0000>減少<c>"""
LifeToastForRecovered#0,"""ライフポイント$(0)回復"""
LifeToastForLifeMax#0,"""ライフの上限値に達しているため、増加できませんでした。"""
MackComplateEquipNote#0,"""所持しているコレクトファイル中に達成した項目があります。"""
MackSimpleResult1#0,"""リザルトランク：$(0)"""
MackSimpleResult2#0,"""基本獲得ポイント：$(0)pt"""
MackSimpleResult3#0,"""ステップボーナス：+$(0)%"""
MackSimpleResult4#0,"""ルートボーナス：+$(0)pt"""
MackSimpleResult5#0,"""総獲得ポイント：<c ffd700>$(0)<c>pt"""
MackSimpleResult6#0,"""ルートボーナス：+$(0)ライフ"""
MackSimpleResult7#0,"""総獲得ポイントによりボーナスコンテナが出現しました"""
MackSimpleResult_S#0,"""<c ffd700>S<c>"""
MackSimpleResult_A#0,"""<c ff7f50>A<c>"""
MackSimpleResult_B#0,"""<c 00bfff>B<c>"""
MackSimpleResultC#0,"""<c 9370db>C<c>"""
MackExpertNotice1#0,"""「エキスパート対象のプレイヤーとのみ組む」が有効です"""
MackExpertNotice2#0,"""「エキスパート対象のプレイヤーとのみ組む」が無効です"""
